chrom	start	end	NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB	shouldbechrom	pos
chr1	923821	923823	0.013999999999999999	0.005	0.0	0.0	0.02266666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0075	0.0055000000000000005	0.0	0.013	0.0	0.0175	chr1	923822
chr1	923824	923826	0.0	0.0	0.0	0.0	0.011	0.0	0.013999999999999999	0.00933333333333333	0.0	0.0	0.0	0.0	0.025	0.006500000000000001	0.0	0.0	0.006999999999999999	0.006	0.006999999999999999	0.006500000000000001	0.0	0.006	chr1	923825
chr1	923833	923835	0.0	0.0	0.0	0.0	0.0	0.0	0.014333333333333332	0.016	0.0	0.0	0.0	0.0033333333333333327	0.0	0.006999999999999999	0.0	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.005	chr1	923834
chr1	923838	923840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.006500000000000001	0.006500000000000001	0.0	0.0	0.0	0.003	chr1	923839
chr1	923842	923844	0.005333333333333333	0.010666666666666666	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.006500000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	923843
chr1	923847	923849	0.003666666666666667	0.0	0.006999999999999999	0.0	0.015	0.0	0.0	0.00933333333333333	0.007666666666666665	0.0	0.0	0.0	0.0045000000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	923848
chr1	923856	923858	0.0	0.0	0.0	0.0	0.0	0.0	0.016666666666666666	0.008666666666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.006500000000000001	0.0	0.0	0.0	0.0	chr1	923857
chr1	923858	923860	0.0	0.0	0.006666666666666667	0.0	0.0	0.0	0.017666666666666667	0.011333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0095	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	chr1	923859
chr1	923866	923868	0.0033333333333333327	0.0	0.0	0.0	0.0	0.0	0.016999999999999998	0.006666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	chr1	923867
chr1	923868	923870	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.006666666666666667	0.0	0.0	0.0	0.0	0.0	0.006500000000000001	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	chr1	923869
chr1	923871	923873	0.003666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.01533333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	923872
chr1	923875	923877	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.014666666666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	923876
chr1	923878	923880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014666666666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	chr1	923879
chr1	923880	923882	0.0	0.0	0.0	0.0	0.0	0.0	0.008666666666666668	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0	0.0	0.0	0.0035	chr1	923881
chr1	923883	923885	0.0	0.0	0.0	0.0	0.0	0.0	0.017666666666666667	0.005666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0225	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	chr1	923884
chr1	923889	923891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01533333333333333	0.0	0.0	0.0	0.013333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045000000000000005	chr1	923890
chr1	923912	923914	0.0	0.0	0.0	0.0	0.0	0.0	0.021666666666666667	0.006333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	chr1	923913
chr1	923915	923917	0.0	0.0	0.0	0.004333333333333334	0.0	0.0	0.0	0.006666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	chr1	923916
chr1	923918	923920	0.005333333333333333	0.0	0.0	0.0	0.0	0.0	0.02233333333333333	0.013000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.0	0.0	0.0	0.0	0.0	chr1	923919
chr1	923921	923923	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.009666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	923922
chr1	923924	923926	0.0	0.0	0.0	0.0	0.0	0.0	0.021666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.0	0.0085	0.005	chr1	923925
chr1	923927	923929	0.0	0.0	0.0	0.0	0.0033333333333333327	0.0	0.0	0.010666666666666666	0.0	0.0	0.0	0.006666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	chr1	923928
chr1	923945	923947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02233333333333333	0.0	0.0	0.0	0.0033333333333333327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	chr1	923946
chr1	923948	923950	0.0	0.0	0.0	0.0	0.0	0.004666666666666665	0.0	0.01833333333333333	0.008666666666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	chr1	923949
chr1	923952	923954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01966666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	923953
chr1	923956	923958	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.021	0.006999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	923957
chr1	923958	923960	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.01966666666666667	0.0	0.0	0.0	0.004	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	923959
chr1	923960	923962	0.005666666666666667	0.0	0.0	0.0	0.016	0.0	0.0	0.007333333333333334	0.0	0.0	0.0	0.003666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	chr1	923961
chr1	923970	923972	0.0	0.0	0.0	0.0	0.003666666666666667	0.0	0.0	0.007333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045000000000000005	chr1	923971
chr1	923972	923974	0.0	0.01966666666666667	0.0	0.004666666666666665	0.003666666666666667	0.0	0.0	0.027333333333333338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	chr1	923973
chr1	923980	923982	0.0	0.01966666666666667	0.004666666666666665	0.0	0.003666666666666667	0.0	0.0	0.007666666666666665	0.0	0.0	0.0	0.0	0.0	0.006500000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045000000000000005	chr1	923981
chr1	923987	923989	0.0	0.0	0.0	0.005333333333333333	0.0	0.015	0.0	0.01966666666666667	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	chr1	923988
chr1	923989	923991	0.0	0.037000000000000005	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0165	0.0	0.0	0.0	0.0	chr1	923990
chr1	923994	923996	0.006000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	923995
chr1	923998	924000	0.0	0.0	0.0	0.005666666666666667	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.012333333333333337	0.0	0.0	0.0	0.012	0.006500000000000001	0.0	0.0	0.0	0.0	0.011	chr1	923999
chr1	924001	924003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.015	0.0	0.0	0.004333333333333334	0.0075	0.008	0.0	0.0	0.009000000000000001	0.0	0.0	0.0095	0.0	0.0	chr1	924002
chr1	924006	924008	0.0	0.01966666666666667	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	924007
chr1	924021	924023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.022000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.026000000000000002	0.0	0.0	chr1	924022
chr1	924022	924024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.022000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.026000000000000002	0.0	0.0	chr1	924023
chr1	924032	924034	0.0	0.0	0.0	0.0	0.0	0.005333333333333333	0.0	0.010666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0095	0.0	0.0	0.0	0.0	0.008	0.0	0.0	chr1	924033
chr1	924041	924043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009666666666666664	0.0	0.0	0.0	0.009666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006500000000000001	0.0	chr1	924042
chr1	924043	924045	0.005333333333333333	0.0	0.0	0.0	0.0033333333333333327	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013500000000000002	0.0	0.0	0.0	0.0	0.0	0.0	chr1	924044
chr1	924051	924053	0.0	0.0	0.0	0.0	0.0030000000000000005	0.0	0.0	0.02033333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	chr1	924052
chr1	924057	924059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02066666666666667	0.0	0.0	0.0	0.0	0.0	0.0085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	924058
chr1	924063	924065	0.004333333333333334	0.0	0.0	0.004333333333333334	0.0	0.0	0.011	0.011333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	924064
chr1	924071	924073	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.005	chr1	924072
chr1	924080	924082	0.0	0.0	0.0	0.0	0.0	0.0	0.01633333333333334	0.01	0.0	0.0	0.0	0.004666666666666665	0.0	0.0	0.0	0.0	0.006	0.0	0.006500000000000001	0.0	0.0	0.0	chr1	924081
chr1	924083	924085	0.0	0.0	0.0	0.0	0.0	0.0	0.009666666666666664	0.0	0.0	0.0	0.0	0.010333333333333332	0.0	0.0	0.0	0.006500000000000001	0.0	0.0	0.0	0.0	0.0	0.0	chr1	924084
chr1	924088	924090	0.0	0.015	0.0	0.0	0.0033333333333333327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0085	0.0	0.0	0.0	0.0	0.006500000000000001	0.0	0.0	0.0	chr1	924089
chr1	924092	924094	0.0	0.0	0.0	0.0	0.003666666666666667	0.0	0.009666666666666664	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0085	0.0	0.006999999999999999	0.0	0.0	0.005	0.0	chr1	924093
chr1	924105	924107	0.003666666666666667	0.013333333333333334	0.005	0.0	0.0	0.0	0.008666666666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	chr1	924106
chr1	924109	924111	0.003666666666666667	0.013333333333333334	0.0	0.004666666666666665	0.0033333333333333327	0.0	0.009666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.0	0.006999999999999999	0.0	0.0	0.0045000000000000005	0.0	chr1	924110
chr1	924111	924113	0.003666666666666667	0.013999999999999999	0.0	0.0	0.0030000000000000005	0.0	0.00933333333333333	0.009000000000000001	0.0	0.0	0.0	0.0	0.0	0.0075	0.0	0.0	0.0	0.006999999999999999	0.006	0.0055000000000000005	0.0	0.0	chr1	924112
chr1	924115	924117	0.0	0.013333333333333334	0.005333333333333333	0.004333333333333334	0.0	0.0	0.0	0.00933333333333333	0.0	0.0	0.0	0.008	0.013500000000000002	0.0	0.0	0.015	0.0	0.0	0.006	0.0	0.0	0.0	chr1	924116
chr1	924125	924127	0.003666666666666667	0.012000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.0	0.0085	0.0	0.0	0.006	0.0	0.0	0.0	chr1	924126
chr1	924130	924132	0.017666666666666667	0.012333333333333337	0.005333333333333333	0.0	0.0	0.0	0.015666666666666666	0.009666666666666664	0.0	0.0	0.0	0.0	0.0125	0.0145	0.0	0.0	0.0	0.0	0.0135	0.006	0.0	0.009000000000000001	chr1	924131
chr1	924132	924134	0.0	0.012000000000000002	0.0	0.0	0.0	0.0	0.009000000000000001	0.009666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chr1	924133
chr1	924144	924146	0.0	0.011333333333333334	0.0	0.0	0.0	0.0	0.0	0.007333333333333334	0.0	0.0	0.0	0.012333333333333337	0.006	0.006999999999999999	0.0	0.006	0.0	0.0	0.0	0.0105	0.0	0.0045000000000000005	chr1	924145
chr1	924149	924151	0.007666666666666665	0.027999999999999997	0.009666666666666664	0.0	0.0	0.0	0.008666666666666668	0.02766666666666667	0.0	0.0	0.0	0.0	0.0255	0.014	0.0	0.0195	0.0115	0.0245	0.006	0.006	0.0	0.0205	chr1	924150
chr1	924159	924161	0.0	0.0	0.0	0.0	0.012333333333333337	0.011	0.0	0.010666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.017	0.0	0.0235	chr1	924160
chr1	924175	924177	0.004	0.011	0.009000000000000001	0.0	0.0	0.0	0.0	0.006666666666666667	0.0	0.0	0.0	0.0	0.012	0.013999999999999999	0.0	0.0115	0.011	0.0315	0.0	0.005	0.0	0.0075	chr1	924176
chr1	924178	924180	0.012000000000000002	0.006999999999999999	0.0	0.0	0.0026666666666666666	0.0	0.00933333333333333	0.012000000000000002	0.0	0.0	0.0	0.0	0.0	0.006500000000000001	0.0	0.0	0.024	0.0055000000000000005	0.0	0.0	0.0	0.011000000000000001	chr1	924179
chr1	924182	924184	0.003666666666666667	0.03133333333333333	0.00933333333333333	0.0	0.0	0.0	0.0	0.023000000000000003	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.023500000000000004	0.0145	0.0	0.006	0.0	0.011000000000000001	chr1	924183
chr1	924185	924187	0.004333333333333334	0.012333333333333337	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0075	0.006500000000000001	0.006	0.0	0.0105	chr1	924186
chr1	924190	924192	0.0	0.0	0.005	0.004333333333333334	0.012333333333333337	0.003666666666666667	0.009666666666666664	0.012000000000000002	0.009000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.006500000000000001	0.0	0.0105	0.0	0.0115	0.0	0.026500000000000003	chr1	924191
chr1	924195	924197	0.0	0.006000000000000001	0.007666666666666665	0.0	0.0	0.0	0.03033333333333333	0.019333333333333338	0.0	0.0	0.0	0.0	0.005	0.006	0.0	0.0	0.012	0.015	0.0	0.0115	0.004	0.008	chr1	924196
chr1	924201	924203	0.0	0.013333333333333334	0.0	0.0	0.0	0.003666666666666667	0.0	0.035	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.019	0.006500000000000001	0.0	0.005	0.0045000000000000005	0.026000000000000002	chr1	924202
chr1	924221	924223	0.006999999999999999	0.0	0.0	0.0	0.0	0.0	0.007666666666666665	0.023000000000000003	0.010333333333333332	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0055000000000000005	0.0	0.008	chr1	924222
chr1	924236	924238	0.004	0.0	0.0	0.0	0.0026666666666666666	0.0	0.009000000000000001	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.006999999999999999	0.005	0.0	0.0	chr1	924237
chr1	924239	924241	0.007666666666666665	0.0	0.0	0.0	0.016	0.0	0.008666666666666668	0.0	0.0	0.0	0.0	0.003666666666666667	0.0	0.005	0.0	0.0075	0.0	0.006500000000000001	0.0	0.005	0.005	0.0	chr1	924240
