DMRchr	DMRstart	DMRend	chrom	start	end	celltype
chr11	11318582	11318824	chr11	11318592	11318594	[DC]
chr11	11318582	11318824	chr11	11318614	11318616	[DC]
chr11	11318582	11318824	chr11	11318709	11318711	[DC]
chr11	11318582	11318824	chr11	11318822	11318824	[DC]
chr11	76689267	76689686	chr11	76689266	76689268	[DC]
chr11	76689267	76689686	chr11	76689280	76689282	[DC]
chr11	76689267	76689686	chr11	76689387	76689389	[DC]
chr11	76689267	76689686	chr11	76689429	76689431	[DC]
chr11	76689267	76689686	chr11	76689457	76689459	[DC]
chr11	76689267	76689686	chr11	76689468	76689470	[DC]
chr11	76689267	76689686	chr11	76689507	76689509	[DC]
chr11	76689267	76689686	chr11	76689549	76689551	[DC]
chr11	76689267	76689686	chr11	76689556	76689558	[DC]
chr11	76689267	76689686	chr11	76689607	76689609	[DC]
chr11	76689267	76689686	chr11	76689684	76689686	[DC]
chr2	60310184	60310552	chr2	60310183	60310185	[DC]
chr2	60310184	60310552	chr2	60310298	60310300	[DC]
chr2	60310184	60310552	chr2	60310303	60310305	[DC]
chr2	60310184	60310552	chr2	60310550	60310552	[DC]
chr7	140655953	140656170	chr7	140655952	140655954	[DC]
chr7	140655953	140656170	chr7	140655982	140655984	[DC]
chr7	140655953	140656170	chr7	140655988	140655990	[DC]
chr7	140655953	140656170	chr7	140656005	140656007	[DC]
chr7	140655953	140656170	chr7	140656037	140656039	[DC]
chr7	140655953	140656170	chr7	140656168	140656170	[DC]
chr7	155198302	155198364	chr7	155198301	155198303	[DC]
chr7	155198302	155198364	chr7	155198305	155198307	[DC]
chr7	155198302	155198364	chr7	155198334	155198336	[DC]
chr7	155198302	155198364	chr7	155198352	155198354	[DC]
chr7	155198302	155198364	chr7	155198362	155198364	[DC]
chr1	2301964	2302282	chr1	2301963	2301965	[CD8]
chr1	2301964	2302282	chr1	2302020	2302022	[CD8]
chr1	2301964	2302282	chr1	2302030	2302032	[CD8]
chr1	2301964	2302282	chr1	2302049	2302051	[CD8]
chr1	2301964	2302282	chr1	2302069	2302071	[CD8]
chr1	2301964	2302282	chr1	2302092	2302094	[CD8]
chr1	2301964	2302282	chr1	2302202	2302204	[CD8]
chr1	2301964	2302282	chr1	2302222	2302224	[CD8]
chr1	2301964	2302282	chr1	2302260	2302262	[CD8]
chr1	2301964	2302282	chr1	2302280	2302282	[CD8]
chr1	247328406	247328793	chr1	247328405	247328407	[CD8]
chr1	247328406	247328793	chr1	247328451	247328453	[CD8]
chr1	247328406	247328793	chr1	247328561	247328563	[CD8]
chr1	247328406	247328793	chr1	247328569	247328571	[CD8]
chr1	247328406	247328793	chr1	247328775	247328777	[CD8]
chr1	247328406	247328793	chr1	247328791	247328793	[CD8]
chr11	63877909	63878091	chr11	63877908	63877910	[CD8]
chr11	63877909	63878091	chr11	63878012	63878014	[CD8]
chr11	63877909	63878091	chr11	63878084	63878086	[CD8]
chr11	63877909	63878091	chr11	63878089	63878091	[CD8]
chr11	66315595	66316787	chr11	66315594	66315596	[CD8]
chr11	66315595	66316787	chr11	66315659	66315661	[CD8]
chr11	66315595	66316787	chr11	66315681	66315683	[CD8]
chr11	66315595	66316787	chr11	66315688	66315690	[CD8]
chr11	66315595	66316787	chr11	66315731	66315733	[CD8]
chr11	66315595	66316787	chr11	66315752	66315754	[CD8]
chr11	66315595	66316787	chr11	66315791	66315793	[CD8]
chr11	66315595	66316787	chr11	66315818	66315820	[CD8]
chr11	66315595	66316787	chr11	66315824	66315826	[CD8]
chr11	66315595	66316787	chr11	66315857	66315859	[CD8]
chr11	66315595	66316787	chr11	66315868	66315870	[CD8]
chr11	66315595	66316787	chr11	66315889	66315891	[CD8]
chr11	66315595	66316787	chr11	66315913	66315915	[CD8]
chr11	66315595	66316787	chr11	66315934	66315936	[CD8]
chr11	66315595	66316787	chr11	66316012	66316014	[CD8]
chr11	66315595	66316787	chr11	66316027	66316029	[CD8]
chr11	66315595	66316787	chr11	66316039	66316041	[CD8]
chr11	66315595	66316787	chr11	66316069	66316071	[CD8]
chr11	66315595	66316787	chr11	66316101	66316103	[CD8]
chr11	66315595	66316787	chr11	66316106	66316108	[CD8]
chr11	66315595	66316787	chr11	66316118	66316120	[CD8]
chr11	66315595	66316787	chr11	66316125	66316127	[CD8]
chr11	66315595	66316787	chr11	66316137	66316139	[CD8]
chr11	66315595	66316787	chr11	66316168	66316170	[CD8]
chr11	66315595	66316787	chr11	66316186	66316188	[CD8]
chr11	66315595	66316787	chr11	66316190	66316192	[CD8]
chr11	66315595	66316787	chr11	66316213	66316215	[CD8]
chr11	66315595	66316787	chr11	66316221	66316223	[CD8]
chr11	66315595	66316787	chr11	66316225	66316227	[CD8]
chr11	66315595	66316787	chr11	66316239	66316241	[CD8]
chr11	66315595	66316787	chr11	66316257	66316259	[CD8]
chr11	66315595	66316787	chr11	66316267	66316269	[CD8]
chr11	66315595	66316787	chr11	66316294	66316296	[CD8]
chr11	66315595	66316787	chr11	66316353	66316355	[CD8]
chr11	66315595	66316787	chr11	66316387	66316389	[CD8]
chr11	66315595	66316787	chr11	66316429	66316431	[CD8]
chr11	66315595	66316787	chr11	66316441	66316443	[CD8]
chr11	66315595	66316787	chr11	66316484	66316486	[CD8]
chr11	66315595	66316787	chr11	66316495	66316497	[CD8]
chr11	66315595	66316787	chr11	66316504	66316506	[CD8]
chr11	66315595	66316787	chr11	66316514	66316516	[CD8]
chr11	66315595	66316787	chr11	66316529	66316531	[CD8]
chr11	66315595	66316787	chr11	66316532	66316534	[CD8]
chr11	66315595	66316787	chr11	66316540	66316542	[CD8]
chr11	66315595	66316787	chr11	66316546	66316548	[CD8]
chr11	66315595	66316787	chr11	66316570	66316572	[CD8]
chr11	66315595	66316787	chr11	66316573	66316575	[CD8]
chr11	66315595	66316787	chr11	66316583	66316585	[CD8]
chr11	66315595	66316787	chr11	66316589	66316591	[CD8]
chr11	66315595	66316787	chr11	66316605	66316607	[CD8]
chr11	66315595	66316787	chr11	66316612	66316614	[CD8]
chr11	66315595	66316787	chr11	66316638	66316640	[CD8]
chr11	66315595	66316787	chr11	66316646	66316648	[CD8]
chr11	66315595	66316787	chr11	66316691	66316693	[CD8]
chr11	66315595	66316787	chr11	66316715	66316717	[CD8]
chr11	66315595	66316787	chr11	66316723	66316725	[CD8]
chr11	66315595	66316787	chr11	66316725	66316727	[CD8]
chr11	66315595	66316787	chr11	66316734	66316736	[CD8]
chr11	66315595	66316787	chr11	66316752	66316754	[CD8]
chr11	66315595	66316787	chr11	66316761	66316763	[CD8]
chr11	66315595	66316787	chr11	66316771	66316773	[CD8]
chr11	66315595	66316787	chr11	66316785	66316787	[CD8]
chr16	50081601	50082080	chr16	50081600	50081602	[CD8]
chr16	50081601	50082080	chr16	50081879	50081881	[CD8]
chr16	50081601	50082080	chr16	50081884	50081886	[CD8]
chr16	50081601	50082080	chr16	50081939	50081941	[CD8]
chr16	50081601	50082080	chr16	50082058	50082060	[CD8]
chr16	50081601	50082080	chr16	50082078	50082080	[CD8]
chr11	128861633	128862018	chr11	128861632	128861634	[Mg]
chr11	128861633	128862018	chr11	128861695	128861697	[Mg]
chr11	128861633	128862018	chr11	128861709	128861711	[Mg]
chr11	128861633	128862018	chr11	128861716	128861718	[Mg]
chr11	128861633	128862018	chr11	128861723	128861725	[Mg]
chr11	128861633	128862018	chr11	128861756	128861758	[Mg]
chr11	128861633	128862018	chr11	128861785	128861787	[Mg]
chr11	128861633	128862018	chr11	128861953	128861955	[Mg]
chr11	128861633	128862018	chr11	128861957	128861959	[Mg]
chr11	128861633	128862018	chr11	128861959	128861961	[Mg]
chr11	128861633	128862018	chr11	128861967	128861969	[Mg]
chr11	128861633	128862018	chr11	128862004	128862006	[Mg]
chr11	128861633	128862018	chr11	128862014	128862016	[Mg]
chr11	128861633	128862018	chr11	128862016	128862018	[Mg]
chr16	84286633	84286932	chr16	84286632	84286634	[Mg]
chr16	84286633	84286932	chr16	84286786	84286788	[Mg]
chr16	84286633	84286932	chr16	84286821	84286823	[Mg]
chr16	84286633	84286932	chr16	84286869	84286871	[Mg]
chr16	84286633	84286932	chr16	84286883	84286885	[Mg]
chr16	84286633	84286932	chr16	84286912	84286914	[Mg]
chr16	84286633	84286932	chr16	84286930	84286932	[Mg]
chr18	79217980	79218129	chr18	79217979	79217981	[Mg]
chr18	79217980	79218129	chr18	79217982	79217984	[Mg]
chr18	79217980	79218129	chr18	79218036	79218038	[Mg]
chr18	79217980	79218129	chr18	79218085	79218087	[Mg]
chr18	79217980	79218129	chr18	79218102	79218104	[Mg]
chr18	79217980	79218129	chr18	79218127	79218129	[Mg]
chr19	16838399	16838562	chr19	16838398	16838400	[Mg]
chr19	16838399	16838562	chr19	16838432	16838434	[Mg]
chr19	16838399	16838562	chr19	16838468	16838470	[Mg]
chr19	16838399	16838562	chr19	16838477	16838479	[Mg]
chr19	16838399	16838562	chr19	16838492	16838494	[Mg]
chr19	16838399	16838562	chr19	16838498	16838500	[Mg]
chr19	16838399	16838562	chr19	16838560	16838562	[Mg]
chr21	46566104	46566424	chr21	46566103	46566105	[Mg]
chr21	46566104	46566424	chr21	46566112	46566114	[Mg]
chr21	46566104	46566424	chr21	46566145	46566147	[Mg]
chr21	46566104	46566424	chr21	46566156	46566158	[Mg]
chr21	46566104	46566424	chr21	46566168	46566170	[Mg]
chr21	46566104	46566424	chr21	46566302	46566304	[Mg]
chr21	46566104	46566424	chr21	46566333	46566335	[Mg]
chr21	46566104	46566424	chr21	46566422	46566424	[Mg]
chr16	30766813	30767129	chr16	30766812	30766814	[Er]
chr16	30766813	30767129	chr16	30766833	30766835	[Er]
chr16	30766813	30767129	chr16	30766838	30766840	[Er]
chr16	30766813	30767129	chr16	30766858	30766860	[Er]
chr16	30766813	30767129	chr16	30766990	30766992	[Er]
chr16	30766813	30767129	chr16	30767047	30767049	[Er]
chr16	30766813	30767129	chr16	30767127	30767129	[Er]
chr2	60498183	60498381	chr2	60498182	60498184	[Er]
chr2	60498183	60498381	chr2	60498234	60498236	[Er]
chr2	60498183	60498381	chr2	60498319	60498321	[Er]
chr2	60498183	60498381	chr2	60498347	60498349	[Er]
chr2	60498183	60498381	chr2	60498361	60498363	[Er]
chr2	60498183	60498381	chr2	60498363	60498365	[Er]
chr2	60498183	60498381	chr2	60498379	60498381	[Er]
chr2	70717313	70717683	chr2	70717312	70717314	[Er]
chr2	70717313	70717683	chr2	70717367	70717369	[Er]
chr2	70717313	70717683	chr2	70717393	70717395	[Er]
chr2	70717313	70717683	chr2	70717428	70717430	[Er]
chr2	70717313	70717683	chr2	70717516	70717518	[Er]
chr2	70717313	70717683	chr2	70717600	70717602	[Er]
chr2	70717313	70717683	chr2	70717629	70717631	[Er]
chr2	70717313	70717683	chr2	70717681	70717683	[Er]
chr22	30284269	30284508	chr22	30284268	30284270	[Er]
chr22	30284269	30284508	chr22	30284302	30284304	[Er]
chr22	30284269	30284508	chr22	30284306	30284308	[Er]
chr22	30284269	30284508	chr22	30284355	30284357	[Er]
chr22	30284269	30284508	chr22	30284427	30284429	[Er]
chr22	30284269	30284508	chr22	30284500	30284502	[Er]
chr22	30284269	30284508	chr22	30284506	30284508	[Er]
chr3	12953225	12953876	chr3	12953224	12953226	[Er]
chr3	12953225	12953876	chr3	12953228	12953230	[Er]
chr3	12953225	12953876	chr3	12953231	12953233	[Er]
chr3	12953225	12953876	chr3	12953274	12953276	[Er]
chr3	12953225	12953876	chr3	12953284	12953286	[Er]
chr3	12953225	12953876	chr3	12953289	12953291	[Er]
chr3	12953225	12953876	chr3	12953294	12953296	[Er]
chr3	12953225	12953876	chr3	12953296	12953298	[Er]
chr3	12953225	12953876	chr3	12953320	12953322	[Er]
chr3	12953225	12953876	chr3	12953349	12953351	[Er]
chr3	12953225	12953876	chr3	12953356	12953358	[Er]
chr3	12953225	12953876	chr3	12953376	12953378	[Er]
chr3	12953225	12953876	chr3	12953408	12953410	[Er]
chr3	12953225	12953876	chr3	12953418	12953420	[Er]
chr3	12953225	12953876	chr3	12953429	12953431	[Er]
chr3	12953225	12953876	chr3	12953456	12953458	[Er]
chr3	12953225	12953876	chr3	12953534	12953536	[Er]
chr3	12953225	12953876	chr3	12953619	12953621	[Er]
chr3	12953225	12953876	chr3	12953624	12953626	[Er]
chr3	12953225	12953876	chr3	12953632	12953634	[Er]
chr3	12953225	12953876	chr3	12953646	12953648	[Er]
chr3	12953225	12953876	chr3	12953699	12953701	[Er]
chr3	12953225	12953876	chr3	12953723	12953725	[Er]
chr3	12953225	12953876	chr3	12953742	12953744	[Er]
chr3	12953225	12953876	chr3	12953874	12953876	[Er]
chr12	10672215	10672900	chr12	10672214	10672216	[m8]
chr12	10672215	10672900	chr12	10672243	10672245	[m8]
chr12	10672215	10672900	chr12	10672248	10672250	[m8]
chr12	10672215	10672900	chr12	10672251	10672253	[m8]
chr12	10672215	10672900	chr12	10672260	10672262	[m8]
chr12	10672215	10672900	chr12	10672332	10672334	[m8]
chr12	10672215	10672900	chr12	10672526	10672528	[m8]
chr12	10672215	10672900	chr12	10672557	10672559	[m8]
chr12	10672215	10672900	chr12	10672600	10672602	[m8]
chr12	10672215	10672900	chr12	10672632	10672634	[m8]
chr12	10672215	10672900	chr12	10672668	10672670	[m8]
chr12	10672215	10672900	chr12	10672680	10672682	[m8]
chr12	10672215	10672900	chr12	10672806	10672808	[m8]
chr12	10672215	10672900	chr12	10672898	10672900	[m8]
chr12	124769670	124770100	chr12	124769669	124769671	[m8]
chr12	124769670	124770100	chr12	124769704	124769706	[m8]
chr12	124769670	124770100	chr12	124769775	124769777	[m8]
chr12	124769670	124770100	chr12	124769789	124769791	[m8]
chr12	124769670	124770100	chr12	124769809	124769811	[m8]
chr12	124769670	124770100	chr12	124769846	124769848	[m8]
chr12	124769670	124770100	chr12	124769887	124769889	[m8]
chr12	124769670	124770100	chr12	124770001	124770003	[m8]
chr12	124769670	124770100	chr12	124770043	124770045	[m8]
chr12	124769670	124770100	chr12	124770048	124770050	[m8]
chr12	124769670	124770100	chr12	124770061	124770063	[m8]
chr12	124769670	124770100	chr12	124770098	124770100	[m8]
chr20	53581372	53581880	chr20	53581371	53581373	[m8]
chr20	53581372	53581880	chr20	53581404	53581406	[m8]
chr20	53581372	53581880	chr20	53581426	53581428	[m8]
chr20	53581372	53581880	chr20	53581436	53581438	[m8]
chr20	53581372	53581880	chr20	53581441	53581443	[m8]
chr20	53581372	53581880	chr20	53581475	53581477	[m8]
chr20	53581372	53581880	chr20	53581496	53581498	[m8]
chr20	53581372	53581880	chr20	53581519	53581521	[m8]
chr20	53581372	53581880	chr20	53581526	53581528	[m8]
chr20	53581372	53581880	chr20	53581550	53581552	[m8]
chr20	53581372	53581880	chr20	53581553	53581555	[m8]
chr20	53581372	53581880	chr20	53581569	53581571	[m8]
chr20	53581372	53581880	chr20	53581575	53581577	[m8]
chr20	53581372	53581880	chr20	53581586	53581588	[m8]
chr20	53581372	53581880	chr20	53581605	53581607	[m8]
chr20	53581372	53581880	chr20	53581611	53581613	[m8]
chr20	53581372	53581880	chr20	53581613	53581615	[m8]
chr20	53581372	53581880	chr20	53581616	53581618	[m8]
chr20	53581372	53581880	chr20	53581624	53581626	[m8]
chr20	53581372	53581880	chr20	53581685	53581687	[m8]
chr20	53581372	53581880	chr20	53581691	53581693	[m8]
chr20	53581372	53581880	chr20	53581737	53581739	[m8]
chr20	53581372	53581880	chr20	53581739	53581741	[m8]
chr20	53581372	53581880	chr20	53581745	53581747	[m8]
chr20	53581372	53581880	chr20	53581752	53581754	[m8]
chr20	53581372	53581880	chr20	53581757	53581759	[m8]
chr20	53581372	53581880	chr20	53581760	53581762	[m8]
chr20	53581372	53581880	chr20	53581791	53581793	[m8]
chr20	53581372	53581880	chr20	53581838	53581840	[m8]
chr20	53581372	53581880	chr20	53581845	53581847	[m8]
chr20	53581372	53581880	chr20	53581850	53581852	[m8]
chr20	53581372	53581880	chr20	53581853	53581855	[m8]
chr20	53581372	53581880	chr20	53581859	53581861	[m8]
chr20	53581372	53581880	chr20	53581878	53581880	[m8]
chr4	2944202	2944532	chr4	2944201	2944203	[m8]
chr4	2944202	2944532	chr4	2944262	2944264	[m8]
chr4	2944202	2944532	chr4	2944283	2944285	[m8]
chr4	2944202	2944532	chr4	2944290	2944292	[m8]
chr4	2944202	2944532	chr4	2944310	2944312	[m8]
chr4	2944202	2944532	chr4	2944348	2944350	[m8]
chr4	2944202	2944532	chr4	2944366	2944368	[m8]
chr4	2944202	2944532	chr4	2944422	2944424	[m8]
chr4	2944202	2944532	chr4	2944427	2944429	[m8]
chr4	2944202	2944532	chr4	2944474	2944476	[m8]
chr4	2944202	2944532	chr4	2944498	2944500	[m8]
chr4	2944202	2944532	chr4	2944530	2944532	[m8]
chr7	114921455	114921983	chr7	114921454	114921456	[m8]
chr7	114921455	114921983	chr7	114921467	114921469	[m8]
chr7	114921455	114921983	chr7	114921741	114921743	[m8]
chr7	114921455	114921983	chr7	114921748	114921750	[m8]
chr7	114921455	114921983	chr7	114921792	114921794	[m8]
chr7	114921455	114921983	chr7	114921794	114921796	[m8]
chr7	114921455	114921983	chr7	114921873	114921875	[m8]
chr7	114921455	114921983	chr7	114921881	114921883	[m8]
chr7	114921455	114921983	chr7	114921901	114921903	[m8]
chr7	114921455	114921983	chr7	114921907	114921909	[m8]
chr7	114921455	114921983	chr7	114921932	114921934	[m8]
chr7	114921455	114921983	chr7	114921952	114921954	[m8]
chr7	114921455	114921983	chr7	114921981	114921983	[m8]
chr1	226826557	226826733	chr1	226826556	226826558	[Mn]
chr1	226826557	226826733	chr1	226826589	226826591	[Mn]
chr1	226826557	226826733	chr1	226826601	226826603	[Mn]
chr1	226826557	226826733	chr1	226826605	226826607	[Mn]
chr1	226826557	226826733	chr1	226826689	226826691	[Mn]
chr1	226826557	226826733	chr1	226826731	226826733	[Mn]
chr10	113160706	113160775	chr10	113160705	113160707	[Mn]
chr10	113160706	113160775	chr10	113160741	113160743	[Mn]
chr10	113160706	113160775	chr10	113160752	113160754	[Mn]
chr10	113160706	113160775	chr10	113160773	113160775	[Mn]
chr13	50630033	50630398	chr13	50630032	50630034	[Mn]
chr13	50630033	50630398	chr13	50630061	50630063	[Mn]
chr13	50630033	50630398	chr13	50630099	50630101	[Mn]
chr13	50630033	50630398	chr13	50630357	50630359	[Mn]
chr13	50630033	50630398	chr13	50630393	50630395	[Mn]
chr13	50630033	50630398	chr13	50630396	50630398	[Mn]
chr17	76777477	76777530	chr17	76777476	76777478	[Mn]
chr17	76777477	76777530	chr17	76777480	76777482	[Mn]
chr17	76777477	76777530	chr17	76777523	76777525	[Mn]
chr17	76777477	76777530	chr17	76777528	76777530	[Mn]
