NAME	CD14	CD19	CD4	CD8	CD56
chr4:139734324	101.0	5.900000000000009	3.4000000000000052	4.100000000000009	1.0
chr1:226938125	101.0	4.499999999999999	1.0	1.0	5.400000000000009
chr13:46105107	92.99999999999997	3.3	4.200000000000005	1.0	3.60000000000001
chr19:1155185	101.0	4.0	1.75	6.900000000000009	3.4000000000000097
chr3:187969130	101.0	8.09999999999999	1.0	1.0	1.0
chr2:54628797	1.0	92.9	1.0	1.0	1.0
chr2:30159708	6.6000000000000085	101.0	1.0	1.0	1.0
chr7:1980464	1.0	93.90000000000002	1.0	1.0	2.7999999999999994
chr13:30443169	1.0	97.29999999999997	1.0	1.0	4.999999999999999
chr22:42860597	1.0	101.0	1.0	3.60000000000001	5.300000000000001
chr8:109574926	1.0	94.3	4.449999999999999	3.60000000000001	1.0
chr3:13021665	2.0	98.60000000000001	1.0	5.5	2.90000000000001
chr19:1649124	1.0	87.29999999999998	1.0	7.2	3.60000000000001
chr4:477601	4.2	101.0	1.0	1.0	8.09999999999999
chr14:103692392	1.0	99.89999999999998	4.6000000000000005	3.7	1.0
chr11:129947822	1.0	93.29999999999997	2.8000000000000047	3.3	4.0
chr4:184396284	3.4000000000000097	101.0	4.049999999999995	1.0	2.5
chr1:24748642	1.0	101.0	5.20000000000001	1.0	5.5
chr18:13620828	1.0	90.30000000000001	1.0	1.0	7.6999999999999895
chr6:44258658	3.4000000000000097	96.89999999999999	1.0	4.100000000000009	4.999999999999999
chr5:290802	3.4000000000000097	91.0	4.549999999999995	1.0	6.900000000000009
chr15:42457138	4.7	101.0	1.0	1.0	4.999999999999999
chr13:110653458	3.5	81.60000000000001	1.5	1.0	3.7
chr17:43402295	3.4000000000000097	82.50000000000001	6.549999999999999	1.0	1.0
chr2:100394307	3.3	88.50000000000001	2.5500000000000047	2.59999999999999	3.4000000000000097
chr2:239369402	5.5	86.40000000000002	2.050000000000005	3.3	1.0
chr5:82814118	1.0	61.5	2.8000000000000047	1.0	3.7
chr10:131766302	4.0	92.09999999999998	2.1	6.0	1.0
chr6:20998867	2.3	66.29999999999998	1.0	1.0	5.5
chr2:88859676	3.5	79.00000000000001	3.200000000000005	3.1000000000000103	1.0
chr15:32899497	4.100000000000009	93.90000000000002	1.0	1.0	7.6999999999999895
chr8:41665962	6.700000000000001	95.70000000000002	3.2000000000000046	1.0	2.2
chr11:76277970	4.400000000000009	101.0	3.25	6.6000000000000085	4.0
chr6:166849913	1.0	101.0	4.2	3.4000000000000097	3.8
chr3:66387032	3.0	99.40000000000003	2.800000000000005	1.0	8.5
chr17:16972228	2.7	98.10000000000001	5.15	6.30000000000001	1.0
chr14:52546192	1.0	80.30000000000001	3.25	3.1000000000000103	2.5
chr6:42242161	1.0	64.0	2.6500000000000004	1.0	3.3
chr10:48684158	4.100000000000009	94.19999999999997	6.750000000000005	1.0	4.8
chr1:15830893	3.5	92.99999999999997	4.3999999999999995	1.0	4.400000000000009
chr16:83941111	1.0	78.8	4.600000000000005	4.400000000000009	3.2
chr1:226640949	4.600000000000009	97.60000000000001	1.0	4.600000000000009	9.09999999999999
chr19:54662031	1.0	91.20000000000002	2.25	5.200000000000001	4.400000000000009
chr3:197674768	2.7	101.0	3.7500000000000004	2.5	5.8000000000000105
chr12:50111031	1.0	101.0	3.25	6.0	4.300000000000001
chr4:184955129	3.5	95.5	2.0	3.1000000000000103	6.199999999999999
chr17:28742653	3.7	62.5	4.449999999999995	1.0	1.0
chr15:57509905	6.30000000000001	101.0	1.0	1.0	6.900000000000009
chr2:161353451	1.0	50.999999999999986	1.0	1.0	1.0
chr3:24508012	1.0	98.10000000000001	4.699999999999995	6.6000000000000085	4.0
chr6:110811410	4.2	98.70000000000003	2.9	3.60000000000001	7.89999999999999
chr19:50418096	1.0	77.70000000000003	5.899999999999999	1.0	2.7999999999999994
chr2:233202499	1.0	94.89999999999998	4.549999999999995	3.3	7.10000000000001
chr12:110686410	1.0	101.0	9.350000000000003	4.999999999999999	5.400000000000009
chr19:35124088	2.40000000000001	59.50000000000001	2.5	1.0	1.0
chr6:33630226	3.9000000000000097	1.0	90.19999999999999	1.0	3.9000000000000097
chr22:42571975	1.0	1.0	53.69999999999999	1.0	1.0
chr5:107935473	1.0	1.0	47.650000000000006	1.0	5.8000000000000105
chr19:52735947	1.0	2.7999999999999994	51.95	3.5	2.59999999999999
chr1:2296721	3.3	4.7	79.24999999999999	4.2	7.800000000000001
chr3:152837417	1.0	4.7	44.349999999999994	1.0	3.7
chr8:134501246	2.5	4.0	59.70000000000001	14.500000000000002	1.0
chr8:9324500	4.600000000000009	1.0	51.349999999999994	3.7	6.80000000000001
chr7:150743338	1.0	1.0	64.35000000000002	25.999999999999993	1.0
chr2:391376	4.300000000000001	5.300000000000001	43.199999999999996	8.69999999999999	1.0
chr12:55935857	4.7	1.0	97.05000000000001	73.2	3.4000000000000097
chr12:55935512	1.0	3.7	64.89999999999999	27.700000000000006	3.7
chrX:136647499	5.5	6.30000000000001	46.150000000000006	3.9000000000000097	1.0
chr7:4739711	1.0	1.7999999999999972	77.4	15.600000000000001	11.8
chr8:22646064	4.0	1.0	89.45	47.7	5.600000000000009
chr12:55935831	3.0	3.8	96.94999999999999	73.2	3.60000000000001
chr4:177312377	1.0	4.300000000000001	23.5	1.0	1.0
chr2:112182832	1.0	19.4	94.6	43.20000000000001	3.3
chr5:40854890	1.0	3.60000000000001	30.299999999999997	1.0	5.8000000000000105
chr6:30738969	3.9000000000000097	5.10000000000001	61.75000000000001	6.900000000000009	3.4000000000000097
chr2:43152357	3.2	3.9000000000000097	61.699999999999996	21.000000000000007	5.8000000000000105
chr15:56958177	3.8	2.5	88.24999999999997	69.0	5.200000000000001
chr1:111226511	1.0	3.0	84.65	68.89999999999999	9.09999999999999
chr8:60865300	1.0	3.9000000000000097	79.29999999999998	32.1	4.8
chr1:27834274	1.0	1.0	23.5	1.0	1.0
chr10:84173007	1.0	3.7	38.45	3.2	3.2
chr7:155998262	3.1000000000000103	4.999999999999999	96.65	69.40000000000002	8.899999999999991
chr20:1950820	1.0	1.0	27.799999999999997	1.0	7.2
chr14:22496487	1.0	4.999999999999999	82.10000000000002	47.2	7.10000000000001
chr17:80812555	1.0	4.400000000000009	64.4	11.400000000000002	8.69999999999999
chr1:28096628	4.8	1.0	30.14999999999999	1.0	1.0
chr6:122432417	1.0	1.0	18.449999999999996	1.0	1.0
chr15:73992787	7.2	8.199999999999992	58.20000000000001	15.600000000000001	2.5
chr14:99215373	1.0	3.2	93.55000000000001	81.4	9.7
chr5:131974768	3.7	3.7	82.6	59.80000000000002	3.1000000000000103
chr5:178594494	3.8	1.0	18.150000000000006	1.0	1.0
chr1:41657792	3.7	2.59999999999999	71.85	30.400000000000006	6.0
chr2:46171709	3.2	4.2	42.449999999999996	10.09999999999999	8.39999999999999
chr4:108108884	6.6000000000000085	1.0	92.65	78.8	1.0
chr12:46524282	1.0	3.9000000000000097	93.05000000000001	78.1	4.300000000000001
chr6:29614895	1.0	1.0	18.150000000000006	1.0	1.0
chr8:10411406	1.0	5.5	51.30000000000001	8.899999999999991	4.300000000000001
chr2:217436342	1.0	11.0	50.999999999999986	1.0	3.9000000000000097
chr15:85793400	3.5	15.799999999999999	61.0	13.500000000000002	1.0
chr4:99894978	5.5	4.2	32.64999999999999	1.0	1.0
chr1:44801673	7.6999999999999895	15.799999999999999	98.85	46.499999999999986	1.0
chr13:40188013	4.400000000000009	3.1000000000000103	82.99999999999999	69.79999999999998	5.200000000000001
chr19:17968164	1.0	4.8	21.25	1.0	4.8
chr14:73492984	6.30000000000001	6.400000000000008	52.8	1.0	8.999999999999998
chr14:99215420	4.100000000000009	2.90000000000001	76.10000000000002	70.8	4.8
chr11:66316102	5.5	1.0	3.8000000000000043	86.40000000000002	6.0
chr22:36166354	1.0	1.0	4.849999999999995	74.89999999999999	6.900000000000009
chr2:86785687	3.7	1.0	3.4000000000000052	92.69999999999997	14.0
chr11:66316226	1.0	4.0	3.4500000000000046	93.29999999999997	7.2
chr22:36166368	1.0	4.2	7.650000000000001	63.499999999999986	4.600000000000009
chr2:86821624	3.7	5.600000000000009	4.950000000000005	81.29999999999998	1.0
chr5:1097259	3.4000000000000097	2.3	4.250000000000011	69.19999999999999	9.59999999999999
chr12:132443687	4.2	3.9000000000000097	19.200000000000003	56.29999999999999	3.2
chr2:241112393	2.7	4.2	12.35	54.3	1.0
chr11:66316070	5.400000000000009	10.5	8.5	95.19999999999999	6.400000000000008
chr4:40243500	8.5	2.3	5.65	42.29999999999999	4.7
chr1:9721210	4.8	4.499999999999999	7.150000000000006	50.999999999999986	6.5
chr4:1363285	1.0	1.0	1.950000000000005	12.9	1.0
chr7:98988810	3.60000000000001	6.900000000000009	5.000000000000005	35.300000000000004	4.8
chr8:143250356	4.100000000000009	2.09999999999999	5.449999999999995	22.400000000000002	3.0
chr19:1090979	6.700000000000001	9.899999999999991	18.900000000000002	91.29999999999997	22.099999999999998
chr11:66316692	13.400000000000002	11.0	13.1	81.49999999999997	13.299999999999999
chr21:14060536	1.0	1.0	2.9	9.3	1.0
chr10:110834912	10.5	12.099999999999998	27.849999999999994	73.90000000000002	11.500000000000002
chr5:1097550	12.099999999999998	10.5	5.95000000000001	76.59999999999998	41.0
chr4:3242529	1.0	1.0	2.1	8.299999999999999	1.0
chr5:177471672	6.30000000000001	12.099999999999998	12.150000000000002	71.00000000000001	23.199999999999992
chr1:202835336	8.5	7.500000000000001	10.350000000000001	46.00000000000001	12.9
chr11:66314575	13.699999999999998	14.0	32.150000000000006	89.0	20.400000000000002
chr2:86813755	15.3	23.199999999999992	24.499999999999996	75.99999999999999	8.09999999999999
chr13:114071037	1.0	1.0	1.0	1.0	72.4
chr3:15731383	3.5	1.0	1.0	1.0	101.0
chr16:75465518	1.0	1.0	1.0	3.5	65.69999999999999
chr17:82209295	2.7999999999999994	1.0	2.15	1.0	96.20000000000003
chr6:111750180	4.0	3.4000000000000097	3.25	1.0	79.8
chr12:109451626	1.0	1.0	3.3500000000000054	3.4000000000000097	91.90000000000002
chr12:128814936	3.7	1.900000000000006	2.6500000000000004	5.700000000000001	94.00000000000001
chr6:10733310	1.0	1.0	1.75	13.800000000000002	91.50000000000001
chr4:77167582	1.0	1.0	4.0	5.5	101.0
chr1:15407348	1.0	5.300000000000001	1.0	4.0	94.50000000000001
chr1:6294948	1.0	1.0	3.1	5.300000000000001	91.90000000000002
chr14:99453985	1.0	2.7999999999999994	1.0	6.0	60.40000000000001
chr2:8282202	1.0	4.8	2.75	3.9000000000000097	99.10000000000001
chrX:3708788	1.0	4.300000000000001	1.0	9.3	97.29999999999997
chr12:10312673	1.0	5.700000000000001	3.4500000000000046	3.4000000000000097	98.00000000000001
chr11:3100170	1.0	1.0	3.550000000000005	1.0	71.79999999999998
chr19:40714111	1.0	4.999999999999999	3.1500000000000004	1.0	78.3
chr5:61344312	5.400000000000009	1.0	6.049999999999995	1.0	98.39999999999998
chr1:1222701	3.9000000000000097	1.0	2.9	11.7	97.00000000000001
chr19:54531091	1.0	3.5	1.0	3.9000000000000097	77.2
chr2:96267545	1.0	5.300000000000001	2.9	15.3	96.79999999999998
chr2:231528353	1.0	1.0	2.2000000000000046	3.2	59.29999999999999
chr12:68225813	1.0	1.0	1.0	14.300000000000002	75.99999999999999
chr12:124424107	7.10000000000001	1.0	3.4500000000000046	3.60000000000001	99.5
chr6:170444225	4.0	1.0	2.95	10.09999999999999	101.0
chr8:140525802	1.0	3.8	1.0	4.7	71.89999999999999
chr10:124642307	6.400000000000008	3.2	1.0	3.7	98.10000000000001
chr7:940007	1.0	3.4000000000000097	1.0	11.0	91.0
chr12:68159616	3.1000000000000103	4.0	1.0	7.59999999999999	94.3
chr15:59315925	3.9000000000000097	6.30000000000001	2.25	1.0	83.90000000000002
chr13:109733829	3.7	3.4000000000000097	4.4	4.0	82.39999999999999
chr10:125063468	3.3	2.2	3.0	6.5	93.4
chr4:39770231	1.0	1.0	1.0	1.0	42.699999999999996
chr5:126360007	3.7	6.10000000000001	1.0	4.400000000000009	92.4
chr22:46371279	3.7	7.89999999999999	1.0	9.7	97.00000000000001
chr1:39737951	1.0	6.30000000000001	1.0	1.0	72.4
chr19:18149540	1.0	2.7	4.100000000000005	8.09999999999999	85.89999999999999
chr15:85702203	1.0	5.200000000000001	6.0	1.0	91.0
chr12:124424374	3.5	2.7999999999999994	1.65	4.7	96.1
chr6:157172639	1.0	4.400000000000009	1.0	3.60000000000001	66.50000000000001
chr2:231528545	1.0	2.59999999999999	2.75	7.2	82.2
chr3:187138652	1.0	3.5	3.050000000000005	10.299999999999999	86.99999999999997
chr14:104717839	1.0	1.0	3.4000000000000097	1.0	69.40000000000002
chr7:1972152	1.0	4.400000000000009	1.0	4.999999999999999	57.40000000000001
chr12:31791622	4.7	1.0	7.250000000000001	1.0	81.60000000000001
chr2:421661	1.0	1.0	8.5	6.6000000000000085	83.59999999999997
chr2:241925460	1.0	2.40000000000001	7.200000000000006	3.7	90.69999999999999
chr7:2362705	4.0	3.9000000000000097	2.1	1.0	91.50000000000001
chr1:30929395	14.300000000000002	1.0	6.549999999999999	1.0	84.90000000000003
chr7:5355258	3.60000000000001	3.4000000000000097	1.0	1.0	58.79999999999999
