chrom	start	end	Tregs-Bcell	Tregs-Myloid	Tregs-NK	Tregs-NaiveCD4	Tregs-NaiveCD8	Tregs-PMNlike	Tregs-cm4	Tregs-cm8	Tregs-ed8	Tregs-em4	Tregs-em8	maxdelta	mindelta	Avgdelta
chr1	924043	924045	0.012250000000000002	0.009937500000000002	0.013500000000000002	0.008166666666666671	0.013500000000000002	0.013500000000000002	0.013500000000000002	0.013500000000000002	0.013500000000000002	0.013500000000000002	0.013500000000000002	0.013500000000000002	0.008166666666666671	0.012577651515151516
chr1	924083	924085	0.006500000000000001	0.004687500000000001	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.0030555555555555557	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.0030555555555555557	0.00602209595959596
chr1	924092	924094	0.007125	0.003125000000000001	0.0085	0.0085	0.0085	0.007388888888888889	0.0085	0.0085	0.0015000000000000011	0.0085	0.0085	0.0085	0.0015000000000000011	0.0071489898989899
chr1	924115	924117	0.013	0.01325	0.010666666666666668	0.015	0.001666666666666667	0.011	0.015	0.0014999999999999994	0.015	0.015	0.015	0.015	0.0014999999999999994	0.011462121212121212
chr1	924125	924127	0.0085	0.0085	0.0085	0.0048333333333333344	-0.0035000000000000014	0.007166666666666668	0.0085	0.0085	0.0085	0.0085	0.0015000000000000011	0.0085	-0.0035000000000000014	0.006318181818181819
chr1	924149	924151	0.01075	0.0126875	0.0195	0.011833333333333336	-0.0085	0.018166666666666668	0.0135	-0.006000000000000003	-0.005000000000000001	0.008	0.0055000000000000005	0.0195	-0.0085	0.0073124999999999996
chr1	924159	924161	-0.004500000000000002	0.0019375	0.006	0.006	0.006	0.006	-0.011	0.006	0.006	0.006	0.006	0.006	-0.011	0.0031306818181818176
chr1	924175	924177	0.00625	0.01025	0.0115	0.0075	0.0004999999999999987	0.0115	0.0065	-0.0005000000000000004	-0.02	0.0004999999999999987	-0.0025000000000000005	0.0115	-0.02	0.0028636363636363638
chr1	924190	924192	-0.006625000000000001	6.250000000000006e-05	0.0021666666666666666	0.006500000000000001	0.006500000000000001	0.006500000000000001	-0.004999999999999999	0.006500000000000001	-0.004	0.006500000000000001	0.006500000000000001	0.006500000000000001	-0.006625000000000001	0.0023276515151515157
chr1	924236	924238	0.02	0.01725	0.021	0.017	0.021	0.019444444444444445	0.016	0.021	0.021	0.021	0.021	0.021	0.016	0.019608585858585856
chr1	924239	924241	0.0014999999999999994	0.005875	0.0075	-0.00016666666666666653	0.0075	0.0051666666666666675	0.0025	0.0075	0.0009999999999999992	0.0075	0.0025	0.0075	-0.00016666666666666653	0.004397727272727273
chr1	924273	924275	0.003500000000000003	0.017	0.012	0.008333333333333333	0.017	0.015555555555555557	0.006	0.006500000000000001	-0.008499999999999997	0.006	0.008	0.017	-0.008499999999999997	0.00830808080808081
chr1	924276	924278	-0.036875000000000005	0.013500000000000002	0.015	0.011	0.009666666666666669	0.01388888888888889	0.015	0.010000000000000002	0.0010000000000000026	-0.002	0.005000000000000001	0.015	-0.036875000000000005	0.005016414141414141
chr1	924278	924280	-0.003875	0.006	0.006	0.006	0.006	0.004888888888888889	0.006	0.001	-0.0009999999999999992	0.006	-0.0035	0.006	-0.003875	0.0030467171717171713
chr1	924284	924286	-0.006	0.0049375	0.006	-0.002666666666666668	0.000666666666666667	0.006	0.001	-0.019000000000000003	-0.026500000000000003	-0.0215	-0.013000000000000001	0.006	-0.026500000000000003	-0.0063693181818181835
chr1	924313	924315	-0.020000000000000004	0.004562500000000001	0.0018333333333333344	0.006500000000000001	-0.015166666666666669	0.0016111111111111118	0.006500000000000001	0.0015000000000000007	-0.006	-0.021	-0.004	0.006500000000000001	-0.021	-0.003969065656565657
chr1	924346	924348	-0.006625000000000001	0.006	0.006	0.0016666666666666661	-0.0016666666666666661	0.0037777777777777783	-0.004999999999999999	-0.009000000000000001	-0.033000000000000015	-0.016	-0.021000000000000005	0.006	-0.033000000000000015	-0.006804292929292932
chr1	924371	924373	-0.0017499999999999998	0.0039375	0.006	0.006	0.006	0.006	0.006	0.001	-0.0009999999999999992	0.006	0.006	0.006	-0.0017499999999999998	0.0040170454545454546
chr1	924405	924407	-0.0011249999999999993	0.004	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.006500000000000001	-0.0004999999999999987	-0.0095	0.006500000000000001	0.006500000000000001	-0.0095	0.003488636363636363
chr1	924435	924437	-0.011500000000000002	0.0023750000000000004	-0.011166666666666668	0.0025000000000000005	0.006500000000000001	0.006500000000000001	0.0025000000000000005	0.006500000000000001	-0.014999999999999998	0.006500000000000001	0.006500000000000001	0.006500000000000001	-0.014999999999999998	0.0002007575757575759
chr1	924438	924440	-0.017625000000000002	0.002875	-0.011166666666666668	-0.010166666666666671	-0.0011666666666666655	0.006500000000000001	-0.0045000000000000005	0.006500000000000001	-0.043	0.0015000000000000007	-0.0215	0.006500000000000001	-0.043	-0.008340909090909092
chr1	924461	924463	0.0016250000000000017	0.011	0.011	0.007000000000000001	-0.013666666666666669	0.011	1.7347234759768067e-18	0.005000000000000001	0.011	0.011	0.011	0.011	-0.013666666666666669	0.005996212121212121
chr1	924508	924510	-0.005375000000000003	0.0090625	0.0105	0.0068333333333333345	-0.014833333333333337	0.0105	0.0009999999999999992	-0.026	-0.033	-0.015	-0.037000000000000005	0.0105	-0.037000000000000005	-0.008482954545454545
chr1	924516	924518	-0.0053750000000000004	0.0054375	0.0075	0.0038333333333333327	-0.014833333333333334	0.005611111111111111	-0.0025000000000000005	-0.021	-0.0075000000000000015	-0.006000000000000003	-0.032	0.0075	-0.032	-0.006075126262626263
chr1	924522	924524	-0.0017500000000000016	0.0032500000000000003	0.01	0.01	-0.0020000000000000018	0.009111111111111113	0.01	-0.012	0.004	0.01	-0.004999999999999999	0.01	-0.012	0.0032373737373737376
chr1	924531	924533	0.004375	-0.0004999999999999996	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.006500000000000001	-0.0345	0.006500000000000001	0.006500000000000001	-0.0004999999999999987	0.006500000000000001	-0.0345	0.0013068181818181816
chr1	924543	924545	0.02075	0.0186875	0.024	0.014666666666666666	0.0009999999999999974	0.021888888888888892	0.0085	0.0059999999999999975	0.024	0.024	0.024	0.024	0.0009999999999999974	0.01704482323232323
chr1	924562	924564	0.040875000000000015	0.048187500000000015	0.043166666666666666	0.047500000000000014	0.01883333333333333	0.050722222222222224	0.040500000000000015	0.0435	0.002500000000000009	0.052500000000000005	0.012000000000000009	0.052500000000000005	0.002500000000000009	0.03638952020202021
chr1	924577	924579	-0.009249999999999998	0.004000000000000003	0.004000000000000001	0.0013333333333333348	-0.0016666666666666653	0.006666666666666668	-0.0215	0.0025000000000000005	-0.004	0.009000000000000001	-0.0345	0.009000000000000001	-0.0345	-0.003946969696969696
chr1	924589	924591	-0.022375	-0.006875	-0.005333333333333333	-0.013666666666666666	-0.01533333333333333	-0.005333333333333333	-0.012	-0.012	-0.006999999999999999	-0.022000000000000002	-0.039	-0.005333333333333333	-0.039	-0.014628787878787878
chr1	924601	924603	-0.000625000000000004	0.016937499999999998	0.0215	0.017499999999999998	0.0215	0.0215	0.0215	-0.0040000000000000036	-0.0095	-0.010500000000000002	0.006999999999999999	0.0215	-0.010500000000000002	0.009346590909090907
chr1	924624	924626	0.006500000000000001	0.005375	0.01	0.005333333333333334	-0.02866666666666667	0.006666666666666665	0.01	0.004	0.01	0.01	-0.01	0.01	-0.02866666666666667	0.00265530303030303
chr1	924627	924629	-0.01125	0.009750000000000002	0.02	0.006	0.007999999999999998	0.015333333333333334	0.006999999999999999	0.0135	-0.0045000000000000005	0.02	0.001499999999999998	0.02	-0.01125	0.007757575757575758
chr1	924632	924634	-0.01175	0.0143125	0.0195	0.007499999999999999	-0.028500000000000008	0.0195	0.0035	0.0195	-0.035	-0.010500000000000002	0.0195	0.0195	-0.035	0.0015965909090909077
chr1	924639	924641	-0.01425	-0.00018750000000000106	-0.004333333333333335	0.002666666666666665	-0.008333333333333333	0.0061111111111111106	0.0014999999999999987	0.0014999999999999987	-0.023	-0.0075	-0.035	0.0061111111111111106	-0.035	-0.007347853535353537
chr1	924672	924674	-0.002750000000000001	-0.0011874999999999993	0.006500000000000001	-0.0021666666666666657	0.006500000000000001	0.006500000000000001	0.006500000000000001	0.006500000000000001	-0.009000000000000001	-0.006500000000000001	-0.002	0.006500000000000001	-0.009000000000000001	0.0008087121212121211
chr1	924706	924708	-0.002875	0.0019375000000000004	0.0055000000000000005	0.0055000000000000005	-0.009166666666666668	0.004722222222222222	0.0055000000000000005	0.0005000000000000004	-0.001	-0.006999999999999999	0.0055000000000000005	0.0055000000000000005	-0.009166666666666668	0.0008289141414141418
chr1	924710	924712	-0.02537500000000001	0.010875	0.01583333333333333	0.013499999999999998	0.004833333333333332	0.010388888888888885	0.002999999999999996	-0.0015000000000000011	0.006499999999999999	0.007499999999999995	0.013499999999999998	0.01583333333333333	-0.02537500000000001	0.005368686868686866
chr1	924717	924719	-0.0095	-0.0015000000000000007	0.005	0.005	-0.03033333333333333	0.003	0.005	0.005	-0.014500000000000002	-0.013	-0.008999999999999998	0.005	-0.03033333333333333	-0.004984848484848484
chr1	924724	924726	-0.033	-0.0023124999999999995	0.0006666666666666661	0.0016666666666666663	-0.007666666666666665	0.0007777777777777783	-0.012	-0.0115	-0.06050000000000001	-0.0005000000000000004	-0.008	0.0016666666666666663	-0.06050000000000001	-0.012033459595959596
chr1	924726	924728	-0.028000000000000004	-0.0010624999999999992	0.01	0.006333333333333333	0.002666666666666666	0.007111111111111112	-0.0010000000000000009	-0.026500000000000003	-0.026	-0.018500000000000003	-0.0029999999999999988	0.01	-0.028000000000000004	-0.0070864898989899
chr1	924730	924732	-0.027875	0.0004374999999999995	0.00033333333333333386	-0.004000000000000001	-0.015	0.0041111111111111105	-0.0005000000000000004	-0.0245	-0.055999999999999994	-0.006000000000000001	-0.0285	0.0041111111111111105	-0.055999999999999994	-0.014317550505050507
chr1	924732	924734	-0.027750000000000004	0.009937499999999998	0.010166666666666664	0.005499999999999998	-0.012166666666666671	0.0145	0.003499999999999998	0.004999999999999999	-0.0085	0.008999999999999998	-0.0059999999999999975	0.0145	-0.027750000000000004	0.0002897727272727257
chr1	924750	924752	-0.038875	0.0175625	0.026	0.01966666666666667	0.005666666666666671	0.024444444444444446	0.026	-0.006499999999999999	0.026	0.011500000000000005	0.009000000000000001	0.026	-0.038875	0.01095138888888889
chr1	924763	924765	-0.06075000000000001	0.011875	0.0085	0.008833333333333334	-0.01816666666666666	0.0125	-0.0035	0.0125	-0.029999999999999995	-0.017	-0.027999999999999997	0.0125	-0.06075000000000001	-0.009382575757575758
chr1	924771	924773	-0.04150000000000001	0.0022500000000000003	0.0045000000000000005	0.0045000000000000005	-0.0028333333333333327	0.0045000000000000005	-0.0004999999999999996	0.0045000000000000005	-0.017	0.0045000000000000005	-0.006999999999999999	0.0045000000000000005	-0.04150000000000001	-0.0040075757575757575
chr1	924778	924780	-0.036375000000000005	0.0024374999999999987	0.006999999999999999	0.006999999999999999	-0.014333333333333332	0.004333333333333333	-0.0025000000000000022	0.006999999999999999	0.0014999999999999987	0.0019999999999999987	0.006999999999999999	0.006999999999999999	-0.036375000000000005	-0.0013579545454545467
chr1	924790	924792	-0.07725	0.0161875	0.011833333333333336	0.0125	-0.0125	0.0195	-0.0055000000000000005	-0.0085	0.0029999999999999988	-0.0015000000000000011	-0.015500000000000003	0.0195	-0.07725	-0.005248106060606061
chr1	924793	924795	-0.046875	0.005624999999999999	0.0033333333333333322	0.006999999999999999	-0.016999999999999998	0.005222222222222222	-0.008	-0.012000000000000005	-0.016	-0.0025000000000000022	0.0004999999999999987	0.006999999999999999	-0.046875	-0.007335858585858585
chr1	924800	924802	-0.048	0.013499999999999998	0.0185	0.001166666666666663	0.011833333333333331	0.015055555555555556	-0.0005000000000000039	0.0185	-0.004500000000000004	-0.0095	0.0019999999999999983	0.0185	-0.048	0.0016414141414141396
chr1	924804	924806	-0.010250000000000004	0.0063750000000000005	0.011	0.003666666666666668	-0.0056666666666666645	0.011	-0.0025000000000000005	-0.0009999999999999992	0.005000000000000001	-0.007999999999999998	-0.006500000000000001	0.011	-0.010250000000000004	0.00028409090909090935
chr1	924814	924816	-0.04325000000000001	0.032625	0.036000000000000004	0.03266666666666667	0.011666666666666669	0.03477777777777778	0.036000000000000004	0.032	0.018500000000000003	0.012500000000000004	-0.004499999999999997	0.036000000000000004	-0.04325000000000001	0.018089646464646468
chr1	924818	924820	-0.018125	0.0025000000000000005	0.0085	-0.0075	-0.0021666666666666657	-5.5555555555555226e-05	-0.0055000000000000005	-0.0035	-0.0085	-0.02	-0.008	0.0085	-0.02	-0.005667929292929293
chr1	924854	924856	0.003500000000000003	0.014437500000000002	0.01316666666666667	0.015166666666666669	-0.023166666666666662	0.014055555555555556	0.009000000000000001	0.018500000000000003	-0.004	0.0035000000000000014	0.0005000000000000004	0.018500000000000003	-0.023166666666666662	0.005878156565656567
chr1	924860	924862	0.002	-0.0014375000000000006	0.004	0.004	-0.003	0.0025555555555555557	0.004	0.004	-0.0005000000000000004	0.004	0.004	0.004	-0.003	0.0021470959595959595
chr1	924862	924864	0.012375	0.013	0.0145	0.011166666666666668	0.00016666666666666913	0.012722222222222223	0.0095	0.0145	0.0035	0.0145	0.0035	0.0145	0.00016666666666666913	0.009948232323232324
chr1	924865	924867	0.005	0.0035	0.006	-0.0030000000000000014	-0.001333333333333334	0.006	-0.0030000000000000014	0.006	-0.0009999999999999992	0.002	0.006	0.006	-0.0030000000000000014	0.0023787878787878787
chr1	924901	924903	-0.003625	0.006874999999999999	0.0095	0.0095	0.0008333333333333318	0.0085	0.0095	0.0095	0.0095	0.0025000000000000005	-0.012	0.0095	-0.012	0.004598484848484849
chr1	924912	924914	0.0030000000000000005	-0.0018124999999999988	0.0055000000000000005	0.0055000000000000005	-0.0045	0.0055000000000000005	0.0055000000000000005	0.0055000000000000005	0.0055000000000000005	0.0055000000000000005	0.0055000000000000005	0.0055000000000000005	-0.0045	0.0036988636363636373
chr1	924929	924931	0.01225	0.0130625	0.015	0.015	0.015	0.013222222222222224	0.015	0.015	0.015	0.009000000000000001	0.006	0.015	0.006	0.013048611111111113
chr1	924938	924940	0.007499999999999995	0.014687499999999997	0.0205	0.0205	0.0205	0.015722222222222217	0.0205	0.0205	0.006499999999999999	0.0205	0.0205	0.0205	0.006499999999999999	0.01708270202020202
chr1	925029	925031	0.011625	0.023	0.013000000000000001	0.004	-0.0049999999999999975	0.023	0.023	0.023	0.023	0.015	0.023	0.023	-0.0049999999999999975	0.016056818181818183
chr1	925082	925084	0.012999999999999998	0.023875	0.03	0.0085	0.03	0.03	0.03	0.03	0.0145	0.02	0.0185	0.03	0.0085	0.022579545454545453
chr1	925086	925088	-0.002125000000000002	0.022000000000000002	0.029	0.029	-0.004500000000000004	0.029	0.029	0.029	0.014	0.019	0.029	0.029	-0.004500000000000004	0.02021590909090909
chr1	925088	925090	-0.014125	0.020562500000000004	0.026	-0.0010000000000000009	0.0095	0.026	-0.016999999999999994	-0.051	0.007000000000000003	0.006000000000000003	0.014000000000000002	0.026	-0.051	0.0023579545454545468
chr1	925097	925099	0.029	0.0445	0.053	0.038	0.053	0.053	0.008999999999999994	0.053	0.053	0.022000000000000002	0.053	0.053	0.008999999999999994	0.04186363636363637
chr1	925106	925108	0.011125	0.010125000000000002	0.025	-0.0003333333333333313	-0.014333333333333337	0.022444444444444447	0.0029999999999999988	0.025	0.013999999999999999	0.003500000000000003	0.0010000000000000009	0.025	-0.014333333333333337	0.009138888888888889
chr1	925165	925167	0.002125000000000002	0.005000000000000001	0.017	0.017	-0.024666666666666663	0.017	0.0075000000000000015	0.017	0.017	0.017	0.017	0.017	-0.024666666666666663	0.009905303030303032
chr1	925170	925172	-0.037249999999999985	0.004562500000000001	0.005666666666666667	0.0009999999999999992	-0.033	0.007666666666666669	-0.0105	-0.037000000000000005	0.0010000000000000009	0.0010000000000000009	-0.008499999999999997	0.007666666666666669	-0.037249999999999985	-0.009577651515151513
chr1	925179	925181	-0.028624999999999994	0.0096875	0.012	-0.011000000000000005	-0.027333333333333338	0.0027777777777777783	-0.032	-0.035500000000000004	0.002	-0.009499999999999998	0.002	0.012	-0.035500000000000004	-0.010499368686868687
chr1	925183	925185	-0.003625	0.0125625	0.020166666666666663	0.0275	-0.015833333333333338	0.021277777777777774	0.0145	-0.0205	0.0105	-0.017499999999999998	0.006499999999999999	0.0275	-0.0205	0.005049873737373735
chr1	925196	925198	-0.009125000000000005	0.0031875	0.0115	0.0115	-0.015166666666666669	0.007944444444444445	0.0115	-0.0020000000000000018	-0.038500000000000006	-0.011000000000000001	0.0009999999999999992	0.0115	-0.038500000000000006	-0.00265088383838384
chr1	925219	925221	0.0007499999999999973	0.007874999999999998	0.0006666666666666644	0.007666666666666665	-0.02033333333333333	0.014	0.0049999999999999975	0.014	0.0009999999999999974	0.014	-0.0245	0.014	-0.0245	0.0018295454545454537
chr1	925248	925250	-0.0059999999999999975	0.0035625	-0.0095	-0.0024999999999999988	-0.04116666666666667	0.0115	0.0024999999999999988	0.0115	-0.10300000000000001	-0.0205	-0.04200000000000001	0.0115	-0.10300000000000001	-0.01778219696969697
chr1	925259	925261	0.004500000000000004	0.0184375	-0.017166666666666663	0.026500000000000003	-0.01883333333333333	0.018000000000000002	0.026500000000000003	0.026500000000000003	-0.034	0.014000000000000002	0.0025000000000000022	0.026500000000000003	-0.034	0.006085227272727275
chr1	925272	925274	0.021999999999999992	0.0365	0.034833333333333334	0.020833333333333332	0.007499999999999994	0.0435	0.022000000000000002	0.004499999999999997	-0.02650000000000001	0.0185	-0.012000000000000005	0.0435	-0.02650000000000001	0.0156060606060606
chr1	925314	925316	0.00425	0.027187500000000003	0.028999999999999998	0.02233333333333333	0.028999999999999998	0.020111111111111114	0.011000000000000001	3.4694469519536134e-18	-0.040000000000000015	0.018000000000000002	-0.009499999999999998	0.028999999999999998	-0.040000000000000015	0.010125631313131316
chr1	925318	925320	-0.003374999999999996	0.015312500000000003	0.019000000000000003	0.019000000000000003	0.008000000000000002	0.010888888888888892	0.009500000000000005	0.012000000000000005	-0.06699999999999999	-0.0024999999999999953	-0.006499999999999999	0.019000000000000003	-0.06699999999999999	0.0013023989898989937
chr1	925328	925330	-0.057000000000000016	0.01075	0.0038333333333333314	0.01083333333333333	-0.009166666666666663	0.014722222222222218	0.0005000000000000004	0.0225	-0.012000000000000005	-0.0145	-0.04450000000000001	0.0225	-0.057000000000000016	-0.006729797979797983
chr1	925332	925334	-0.06962500000000002	0.0022500000000000003	-0.006	0.0033333333333333327	-0.005333333333333332	0.01	-0.017	-0.0055	-0.1075	-0.0125	-0.0435	0.01	-0.1075	-0.022852272727272728
chr1	925335	925337	-0.004874999999999999	-0.0007499999999999988	0.0021666666666666674	0.0105	0.0025000000000000005	0.007388888888888889	-0.009000000000000003	-0.004999999999999999	-0.024	-0.025	0.0010000000000000009	0.0105	-0.025	-0.004097222222222222
chr1	925363	925365	0.007499999999999995	0.016999999999999998	-0.002166666666666671	0.0255	0.01583333333333333	0.0255	0.016	0.012499999999999995	0.0255	0.001499999999999998	-0.0115	0.0255	-0.0115	0.012106060606060603
chr1	925367	925369	0.0033749999999999995	0.0056875	0.0095	0.0095	0.0095	0.0095	0.0014999999999999994	-0.002	-0.0145	0.0095	-0.0225	0.0095	-0.0225	0.0017329545454545458
chr1	925369	925371	-0.06225	0.0024375000000000004	0.005833333333333335	0.0025000000000000005	-0.011166666666666663	0.00727777777777778	-0.027499999999999997	-0.0155	-0.0725	-0.027499999999999997	-0.07250000000000001	0.00727777777777778	-0.07250000000000001	-0.024624368686868684
chr1	925383	925385	-0.009625000000000002	0.017125	0.02066666666666667	0.02033333333333333	0.025	0.025	0.008	0.0010000000000000009	-0.032999999999999995	0.025	0.013999999999999999	0.025	-0.032999999999999995	0.010318181818181818
chr1	925386	925388	0.0165	0.0043125	0.008833333333333334	0.012166666666666666	0.0165	0.0165	-0.0010000000000000009	0.0115	0.0165	0.0165	-0.0059999999999999975	0.0165	-0.0059999999999999975	0.010210227272727274
chr1	925421	925423	0.0335	0.0298125	0.0335	0.019166666666666672	0.012833333333333335	0.0335	0.0335	0.0335	0.0335	0.0335	0.0165	0.0335	0.012833333333333335	0.0284375
chr1	925450	925452	0.009625000000000002	0.0019375000000000015	0.011	0.0010000000000000009	0.011	0.007333333333333334	0.0025000000000000005	0.011	-0.028500000000000008	0.0015000000000000011	-0.010499999999999995	0.011	-0.028500000000000008	0.0016268939393939397
chr1	925473	925475	0.002624999999999999	0.0020714285714285713	0.0048333333333333344	-0.00016666666666666742	0.0095	0.0032777777777777783	0.0014999999999999994	0.0095	0.0014999999999999994	-0.0010000000000000009	-0.0245	0.0095	-0.0245	0.0008309884559884556
