chrom	start	end	B_cell-NK	B_cell-CD8	B_cell-CD4	B_cell-Mono	maxdelta	mindelta	Avgdelta
chr1	924149	924151	-0.05499999999999998	-0.16983333333333328	0.11166666666666668	0.11166666666666668	0.11166666666666668	-0.16983333333333328	-0.0003749999999999795
chr1	924159	924161	0.05400000000000002	0.14633333333333334	0.2973333333333333	0.20033333333333336	0.2973333333333333	0.05400000000000002	0.1745
chr1	924175	924177	0.08999999999999997	0.12966666666666665	0.16666666666666666	0.053666666666666654	0.16666666666666666	0.053666666666666654	0.10999999999999999
chr1	924178	924180	-0.1643333333333333	0.1701666666666667	0.2456666666666667	0.18666666666666668	0.2456666666666667	-0.1643333333333333	0.10954166666666668
chr1	924182	924184	-0.0073333333333333315	-0.002333333333333326	0.11166666666666668	-0.054666666666666655	0.11166666666666668	-0.054666666666666655	0.011833333333333342
chr1	924185	924187	0.07800000000000001	-0.12566666666666662	0.14933333333333335	0.11233333333333334	0.14933333333333335	-0.12566666666666662	0.05350000000000002
chr1	924190	924192	-0.08333333333333333	-0.04266666666666667	0.012000000000000009	-0.027	0.012000000000000009	-0.08333333333333333	-0.03525
chr1	924195	924197	0.043	0.08600000000000001	0.028666666666666674	0.125	0.125	0.028666666666666674	0.07066666666666667
chr1	924201	924203	0.06566666666666668	0.0050000000000000044	0.0036666666666666787	0.06300000000000001	0.06566666666666668	0.0036666666666666787	0.03433333333333334
chr1	924221	924223	0.07566666666666665	0.011666666666666629	0.08599999999999998	-0.12966666666666668	0.08599999999999998	-0.12966666666666668	0.010916666666666644
chr1	924236	924238	0.1753333333333334	0.15433333333333338	0.11300000000000004	0.15733333333333338	0.1753333333333334	0.11300000000000004	0.15000000000000005
chr1	924239	924241	-0.055666666666666635	0.05266666666666667	0.115	-0.1406666666666667	0.115	-0.1406666666666667	-0.0071666666666666615
chr1	924243	924245	0.0873333333333334	0.13983333333333334	0.27233333333333337	0.17500000000000004	0.27233333333333337	0.0873333333333334	0.16862500000000002
chr1	924256	924258	0.12533333333333332	-0.129	0.292	0.09300000000000001	0.292	-0.129	0.09533333333333334
chr1	924269	924271	0.18433333333333332	0.20033333333333336	0.10033333333333336	0.051333333333333335	0.20033333333333336	0.051333333333333335	0.13408333333333336
chr1	924273	924275	0.218	0.09999999999999998	0.292	-0.014000000000000068	0.292	-0.014000000000000068	0.14899999999999997
chr1	924276	924278	0.04933333333333331	0.1238333333333333	0.2703333333333333	0.021833333333333288	0.2703333333333333	0.021833333333333288	0.11633333333333329
chr1	924278	924280	0.036999999999999984	0.20316666666666666	0.2103333333333333	0.21466666666666664	0.21466666666666664	0.036999999999999984	0.16629166666666664
chr1	924284	924286	-0.09933333333333333	0.2956666666666667	0.26233333333333336	0.20216666666666666	0.2956666666666667	-0.09933333333333333	0.16520833333333335
chr1	924287	924289	-0.1363333333333333	0.11466666666666668	0.17400000000000002	0.06666666666666665	0.17400000000000002	-0.1363333333333333	0.05475000000000001
chr1	924293	924295	-0.1835	-0.17999999999999994	0.07733333333333334	-0.0965	0.07733333333333334	-0.1835	-0.09566666666666665
chr1	924297	924299	-0.4188333333333334	-0.1813333333333333	-0.041	-0.11383333333333336	-0.041	-0.4188333333333334	-0.18875000000000003
chr1	924300	924302	-0.261	-0.1485	0.029	0.0325	0.0325	-0.261	-0.087
chr1	924305	924307	-0.16416666666666668	0.06683333333333333	0.127	-0.16516666666666668	0.127	-0.16516666666666668	-0.03387500000000001
chr1	924313	924315	-0.0053333333333333574	-0.021833333333333343	0.11800000000000001	-0.09983333333333336	0.11800000000000001	-0.09983333333333336	-0.0022500000000000124
chr1	924317	924319	-0.08133333333333334	-0.03333333333333334	-0.04733333333333334	-0.15233333333333332	-0.03333333333333334	-0.15233333333333332	-0.07858333333333334
chr1	924326	924328	0.01966666666666669	0.0821666666666667	0.1446666666666667	-0.0938333333333333	0.1446666666666667	-0.0938333333333333	0.038166666666666696
chr1	924328	924330	-0.3421666666666666	0.0028333333333333266	-0.021000000000000005	-0.2216666666666667	0.0028333333333333266	-0.3421666666666666	-0.1455
chr1	924330	924332	0.010999999999999982	-0.04300000000000004	0.015666666666666648	-0.0645	0.015666666666666648	-0.0645	-0.020208333333333352
chr1	924338	924340	-0.016666666666666663	0.11183333333333334	-0.0056666666666666254	0.0033333333333333552	0.11183333333333334	-0.016666666666666663	0.02320833333333335
chr1	924346	924348	-0.015333333333333362	0.02866666666666665	0.12799999999999995	-0.06983333333333336	0.12799999999999995	-0.06983333333333336	0.017874999999999967
chr1	924353	924355	0.06249999999999997	0.15149999999999994	0.13066666666666665	-0.10850000000000004	0.15149999999999994	-0.10850000000000004	0.05904166666666663
chr1	924355	924357	-0.0866666666666667	-0.1771666666666667	-0.010333333333333332	-0.1861666666666667	-0.010333333333333332	-0.1861666666666667	-0.11508333333333334
chr1	924371	924373	-0.1015	0.067	0.166	-0.03466666666666668	0.166	-0.1015	0.02420833333333333
chr1	924376	924378	-0.19250000000000006	-0.14350000000000004	-0.0060000000000000045	-0.0606666666666667	-0.0060000000000000045	-0.19250000000000006	-0.1006666666666667
chr1	924392	924394	-0.2755	-0.06200000000000001	-0.1585	-0.3073333333333333	-0.06200000000000001	-0.3073333333333333	-0.2008333333333333
chr1	924395	924397	0.026666666666666672	0.009666666666666657	0.2766666666666667	-0.06766666666666665	0.2766666666666667	-0.06766666666666665	0.06133333333333335
chr1	924398	924400	-0.15650000000000006	-0.0705	-0.126	-0.4666666666666666	-0.0705	-0.4666666666666666	-0.20491666666666666
chr1	924405	924407	-0.14266666666666672	0.10033333333333333	0.03633333333333332	-0.1763333333333334	0.10033333333333333	-0.1763333333333334	-0.045583333333333365
chr1	924413	924415	-0.1721666666666667	-0.11366666666666668	0.036333333333333336	-0.21766666666666667	0.036333333333333336	-0.21766666666666667	-0.11679166666666668
chr1	924422	924424	-0.0155	0.027666666666666676	-0.083	-0.12233333333333332	0.027666666666666676	-0.12233333333333332	-0.04829166666666666
chr1	924427	924429	-0.1345	-0.21766666666666667	0.07400000000000001	-0.09266666666666666	0.07400000000000001	-0.21766666666666667	-0.09270833333333334
chr1	924438	924440	-0.07100000000000001	-0.09133333333333332	0.07533333333333334	-0.06766666666666665	0.07533333333333334	-0.09133333333333332	-0.03866666666666666
chr1	924456	924458	-0.09366666666666668	-0.019333333333333327	-0.13033333333333333	-0.3766666666666667	-0.019333333333333327	-0.3766666666666667	-0.15500000000000003
chr1	924461	924463	-0.118	-0.22333333333333336	-0.0625	-0.4043333333333334	-0.0625	-0.4043333333333334	-0.20204166666666667
chr1	924463	924465	0.00633333333333333	-0.30466666666666664	-0.11983333333333335	-0.242	0.00633333333333333	-0.30466666666666664	-0.16504166666666667
chr1	924489	924491	0.07766666666666668	0.03200000000000003	0.14300000000000002	-0.13199999999999995	0.14300000000000002	-0.13199999999999995	0.03016666666666669
chr1	924498	924500	0.16666666666666666	0.05566666666666667	0.16666666666666666	0.1	0.16666666666666666	0.05566666666666667	0.12225
chr1	924508	924510	0.007833333333333303	-0.07466666666666666	-0.01933333333333334	0.08066666666666665	0.08066666666666665	-0.07466666666666666	-0.0013750000000000116
chr1	924510	924512	0.14400000000000002	0.03400000000000003	0.03400000000000003	0.09266666666666667	0.14400000000000002	0.03400000000000003	0.07616666666666669
chr1	924522	924524	0.08533333333333334	0.06400000000000003	0.17500000000000002	0.07500000000000001	0.17500000000000002	0.06400000000000003	0.09983333333333334
chr1	924525	924527	0.015000000000000013	0.13699999999999998	0.13699999999999998	0.052000000000000005	0.13699999999999998	0.015000000000000013	0.08524999999999999
chr1	924543	924545	0.1321666666666667	0.2886666666666667	0.2886666666666667	0.2886666666666667	0.2886666666666667	0.1321666666666667	0.24954166666666666
chr1	924555	924557	0.13000000000000006	-0.008833333333333332	0.2135	0.013500000000000012	0.2135	-0.008833333333333332	0.08704166666666668
chr1	924558	924560	0.2261666666666667	0.1986666666666667	0.3096666666666667	0.2096666666666667	0.3096666666666667	0.1986666666666667	0.2360416666666667
chr1	924562	924564	-0.007500000000000007	0.08633333333333335	0.134	0.034	0.134	-0.007500000000000007	0.06170833333333334
chr1	924573	924575	0.16666666666666666	0.16666666666666666	0.16666666666666666	-0.1333333333333334	0.16666666666666666	-0.1333333333333334	0.09166666666666665
chr1	924577	924579	0.09666666666666668	0.03916666666666668	0.22166666666666668	0.22166666666666668	0.22166666666666668	0.03916666666666668	0.14479166666666668
chr1	924582	924584	0.134	0.134	-0.032499999999999966	0.134	0.134	-0.032499999999999966	0.09237500000000001
chr1	924589	924591	0.111	-0.188	-0.0555	0.111	0.111	-0.188	-0.005375000000000001
chr1	924594	924596	0.21733333333333332	-0.031166666666666683	-0.1156666666666666	-0.20116666666666666	0.21733333333333332	-0.20116666666666666	-0.03266666666666665
chr1	924598	924600	0.050666666666666686	0.05083333333333337	0.05083333333333337	0.01733333333333334	0.05083333333333337	0.01733333333333334	0.04241666666666669
chr1	924601	924603	-0.032666666666666684	0.15633333333333332	0.18983333333333333	0.15733333333333335	0.18983333333333333	-0.032666666666666684	0.11770833333333333
chr1	924607	924609	-0.0050000000000000044	-0.0050000000000000044	0.07850000000000001	0.07850000000000001	0.07850000000000001	-0.0050000000000000044	0.036750000000000005
chr1	924627	924629	0.2235	0.05649999999999994	-0.11000000000000004	0.265	0.265	-0.11000000000000004	0.10874999999999997
chr1	924632	924634	0.22333333333333333	0.05683333333333335	0.22333333333333333	0.3733333333333333	0.3733333333333333	0.05683333333333335	0.21920833333333334
chr1	924661	924663	0.2743333333333333	-0.025666666666666667	0.23266666666666666	0.3158333333333333	0.3158333333333333	-0.025666666666666667	0.19929166666666664
chr1	924667	924669	0.08333333333333334	-0.175	0.08333333333333334	0.027	0.08333333333333334	-0.175	0.004666666666666674
chr1	924672	924674	0.16666666666666669	-0.225	0.08333333333333334	-0.005500000000000005	0.16666666666666669	-0.225	0.004875000000000004
chr1	924696	924698	0.0656666666666667	-0.056666666666666636	0.12133333333333338	0.10566666666666667	0.12133333333333338	-0.056666666666666636	0.059000000000000025
chr1	924706	924708	0.11099999999999996	-0.11133333333333334	0.010999999999999982	-0.028833333333333374	0.11099999999999996	-0.11133333333333334	-0.004541666666666693
chr1	924710	924712	0.08866666666666664	-0.10200000000000004	0.13866666666666666	-0.07800000000000007	0.13866666666666666	-0.10200000000000004	0.0118333333333333
chr1	924717	924719	0.10033333333333333	-0.21166666666666675	0.13866666666666666	-0.01450000000000004	0.13866666666666666	-0.21166666666666675	0.003208333333333299
chr1	924724	924726	0.2063333333333333	0.044999999999999984	0.2896666666666667	-0.10550000000000004	0.2896666666666667	-0.10550000000000004	0.10887499999999997
chr1	924726	924728	0.3453333333333333	-0.11266666666666668	0.262	0.023833333333333317	0.3453333333333333	-0.11266666666666668	0.129625
chr1	924730	924732	0.11033333333333337	-0.05199999999999999	0.04933333333333337	-0.02283333333333332	0.11033333333333337	-0.05199999999999999	0.021208333333333357
chr1	924732	924734	0.0613333333333333	-0.20866666666666667	0.08366666666666664	0.04949999999999996	0.08366666666666664	-0.20866666666666667	-0.003541666666666693
chr1	924738	924740	0.07033333333333333	-0.1206666666666667	0.038000000000000006	-0.16133333333333333	0.07033333333333333	-0.16133333333333333	-0.04341666666666667
chr1	924750	924752	-0.2306666666666667	-0.2543333333333333	-0.11933333333333335	-0.16999999999999998	-0.11933333333333335	-0.2543333333333333	-0.19358333333333333
chr1	924763	924765	-0.10166666666666667	-0.249	-0.0373333333333333	-0.025666666666666667	-0.025666666666666667	-0.249	-0.10341666666666667
chr1	924766	924768	-0.12466666666666665	-0.23633333333333334	-0.06999999999999998	-0.107	-0.06999999999999998	-0.23633333333333334	-0.13449999999999998
chr1	924771	924773	-0.08499999999999999	-0.2313333333333333	-0.12566666666666665	-0.12899999999999998	-0.08499999999999999	-0.2313333333333333	-0.14275
chr1	924778	924780	-0.007666666666666669	-0.19299999999999995	-0.15266666666666662	-0.10216666666666667	-0.007666666666666669	-0.19299999999999995	-0.11387499999999998
chr1	924790	924792	-0.009666666666666645	-0.2373333333333333	-0.0016666666666666494	0.011333333333333348	0.011333333333333348	-0.2373333333333333	-0.05933333333333332
chr1	924793	924795	-0.06766666666666668	-0.11266666666666672	0.16466666666666666	-0.023333333333333345	0.16466666666666666	-0.11266666666666672	-0.009750000000000023
chr1	924800	924802	0.03033333333333335	-0.10066666666666672	0.09933333333333334	0.036000000000000004	0.09933333333333334	-0.10066666666666672	0.016249999999999994
chr1	924802	924804	-0.13633333333333333	-0.18566666666666667	-0.14766666666666664	-0.08733333333333332	-0.08733333333333332	-0.18566666666666667	-0.13924999999999998
chr1	924804	924806	-0.14899999999999994	-0.18100000000000002	-0.09166666666666666	-0.10766666666666667	-0.09166666666666666	-0.18100000000000002	-0.13233333333333333
chr1	924814	924816	-0.011666666666666672	-0.25266666666666665	0.05799999999999999	-0.021333333333333343	0.05799999999999999	-0.25266666666666665	-0.056916666666666664
chr1	924818	924820	-0.02266666666666667	-0.3026666666666667	0.03599999999999999	-0.12066666666666664	0.03599999999999999	-0.3026666666666667	-0.10250000000000001
chr1	924846	924848	-0.14800000000000002	-0.21666666666666667	0.138	-0.03966666666666663	0.138	-0.21666666666666667	-0.06658333333333333
chr1	924854	924856	0.1985	0.035666666666666715	0.12000000000000002	0.06200000000000003	0.1985	0.035666666666666715	0.1040416666666667
chr1	924860	924862	0.021833333333333343	-0.09766666666666662	0.19333333333333336	0.05533333333333335	0.19333333333333336	-0.09766666666666662	0.043208333333333356
chr1	924862	924864	0.15816666666666668	-0.0069999999999999785	0.10500000000000002	0.06133333333333335	0.15816666666666668	-0.0069999999999999785	0.07937500000000001
chr1	924865	924867	-0.02583333333333332	-0.04766666666666666	0.14066666666666666	0.02700000000000001	0.14066666666666666	-0.04766666666666666	0.023541666666666673
chr1	924876	924878	0.07316666666666669	0.059000000000000025	0.25	0.15033333333333335	0.25	0.059000000000000025	0.13312500000000002
chr1	924883	924885	-0.013833333333333336	0.01366666666666663	0.11733333333333333	0.06666666666666665	0.11733333333333333	-0.013833333333333336	0.04595833333333332
chr1	924895	924897	-0.04416666666666666	-0.09000000000000002	0.11466666666666668	0.068	0.11466666666666668	-0.09000000000000002	0.012125
chr1	924901	924903	0.003500000000000003	-0.06833333333333333	0.218	0.13466666666666666	0.218	-0.06833333333333333	0.07195833333333333
chr1	924905	924907	-0.11300000000000003	-0.1406666666666667	0.012999999999999984	0.01666666666666665	0.01666666666666665	-0.1406666666666667	-0.05600000000000002
chr1	924907	924909	-0.4928333333333334	0.0020000000000000018	0.12633333333333333	0.12833333333333333	0.12833333333333333	-0.4928333333333334	-0.05904166666666668
chr1	924912	924914	-0.14016666666666666	-0.0003333333333332966	0.1506666666666667	-0.14466666666666667	0.1506666666666667	-0.14466666666666667	-0.03362499999999998
chr1	924929	924931	0.02183333333333332	0.0398333333333333	0.2733333333333333	0.023333333333333317	0.2733333333333333	0.02183333333333332	0.08958333333333332
chr1	924938	924940	0.02249999999999996	0.02249999999999996	0.025999999999999968	-0.26533333333333337	0.025999999999999968	-0.26533333333333337	-0.04858333333333337
chr1	924952	924954	0.11783333333333335	0.06283333333333335	0.11766666666666667	0.061666666666666675	0.11783333333333335	0.061666666666666675	0.09
chr1	924955	924957	-0.03283333333333338	0.10066666666666664	0.25299999999999995	0.04599999999999999	0.25299999999999995	-0.03283333333333338	0.0917083333333333
chr1	924967	924969	0.14950000000000002	-0.031333333333333324	0.2325	0.13100000000000006	0.2325	-0.031333333333333324	0.12041666666666669
chr1	924973	924975	0.15683333333333332	0.21333333333333326	0.3233333333333333	0.09966666666666664	0.3233333333333333	0.09966666666666664	0.19829166666666664
chr1	924980	924982	0.10016666666666668	-0.06699999999999995	0.26666666666666666	0.067	0.26666666666666666	-0.06699999999999995	0.09170833333333335
chr1	924982	924984	-0.09999999999999998	0.23600000000000002	0.3	0.3230000000000001	0.3230000000000001	-0.09999999999999998	0.18975000000000003
chr1	924989	924991	0.013500000000000012	-0.08316666666666668	-0.035	-0.07383333333333336	0.013500000000000012	-0.08316666666666668	-0.04462500000000001
chr1	925006	925008	-0.096	-0.23750000000000004	-0.096	-0.16049999999999998	-0.096	-0.23750000000000004	-0.1475
chr1	925011	925013	0.05	-0.14500000000000002	-0.2	-0.12099999999999995	0.05	-0.2	-0.104
chr1	925019	925021	0.14816666666666667	0.026166666666666668	0.11366666666666665	0.05099999999999999	0.14816666666666667	0.026166666666666668	0.08474999999999999
chr1	925029	925031	0.14083333333333334	0.2093333333333333	0.03983333333333333	0.171	0.2093333333333333	0.03983333333333333	0.14024999999999999
chr1	925038	925040	-0.08600000000000002	-0.3978333333333333	-0.196	-0.3255	-0.08600000000000002	-0.3978333333333333	-0.2513333333333333
chr1	925046	925048	-0.08600000000000002	-0.3275	0.0555	-0.336	0.0555	-0.336	-0.17350000000000002
chr1	925065	925067	-0.07466666666666666	0.11333333333333336	-0.23966666666666664	-0.0726666666666666	0.11333333333333336	-0.23966666666666664	-0.06841666666666664
chr1	925067	925069	-0.12033333333333335	-0.11700000000000005	0.03816666666666668	-0.17633333333333334	0.03816666666666668	-0.17633333333333334	-0.09387500000000001
chr1	925082	925084	-0.03999999999999998	-0.1706666666666666	-0.0693333333333333	-0.21499999999999994	-0.03999999999999998	-0.21499999999999994	-0.12374999999999997
chr1	925084	925086	-0.4206666666666666	-0.2023333333333333	-0.01899999999999999	-0.07199999999999998	-0.01899999999999999	-0.4206666666666666	-0.17849999999999996
chr1	925086	925088	-0.4166666666666667	-0.19933333333333333	-0.06666666666666665	-0.08999999999999997	-0.06666666666666665	-0.4166666666666667	-0.19316666666666665
chr1	925088	925090	-0.16616666666666666	0.034333333333333334	0.05600000000000002	0.021666666666666667	0.05600000000000002	-0.16616666666666666	-0.01354166666666666
chr1	925097	925099	-0.08166666666666668	-0.2436666666666667	-0.111	-0.17616666666666667	-0.08166666666666668	-0.2436666666666667	-0.153125
chr1	925106	925108	-0.0060000000000000045	-0.04200000000000001	0.07566666666666666	-0.14350000000000004	0.07566666666666666	-0.14350000000000004	-0.02895833333333335
chr1	925115	925117	-0.06266666666666662	0.0646666666666667	0.08900000000000002	-0.21516666666666664	0.08900000000000002	-0.21516666666666664	-0.031041666666666634
chr1	925122	925124	-0.2425	-0.05466666666666667	-0.034333333333333334	-0.2715	-0.034333333333333334	-0.2715	-0.15075
