chrom	start	end	Mono-B_cell	Mono-CD4	Mono-NK	Mono-CD8	maxdelta	mindelta	Avgdelta
chr1	923760	923762	0.005333333333333329	0.009999999999999995	-0.084	-0.17766666666666664	0.009999999999999995	-0.17766666666666664	-0.06158333333333333
chr1	923764	923766	0.2146666666666667	0.07466666666666669	0.17200000000000004	0.09100000000000004	0.2146666666666667	0.07466666666666669	0.13808333333333336
chr1	923774	923776	-0.128	-0.14066666666666666	-0.09866666666666668	-0.28800000000000003	-0.09866666666666668	-0.28800000000000003	-0.16383333333333333
chr1	923781	923783	0.009666666666666657	0.039333333333333324	-0.006333333333333344	-0.24366666666666675	0.039333333333333324	-0.24366666666666675	-0.05025000000000003
chr1	923792	923794	-0.005333333333333329	0.016666666666666663	0.03766666666666666	-0.06633333333333334	0.03766666666666666	-0.06633333333333334	-0.004333333333333337
chr1	923812	923814	0.068	0.16466666666666668	-0.032	0.1711666666666667	0.1711666666666667	-0.032	0.09295833333333334
chr1	923824	923826	0.11100000000000004	-0.08949999999999994	0.10100000000000003	0.10450000000000004	0.11100000000000004	-0.08949999999999994	0.05675000000000004
chr1	923833	923835	0.08466666666666668	0.21366666666666667	-0.034333333333333334	-0.11133333333333334	0.21366666666666667	-0.11133333333333334	0.03816666666666667
chr1	923838	923840	0.092	0.207	-0.015333333333333362	-0.060666666666666674	0.207	-0.060666666666666674	0.05574999999999999
chr1	923842	923844	-0.11966666666666667	0.046999999999999986	-0.09133333333333332	-0.04133333333333334	0.046999999999999986	-0.11966666666666667	-0.051333333333333335
chr1	923847	923849	-0.01766666666666669	0.10266666666666664	-0.14300000000000002	0.014333333333333309	0.10266666666666664	-0.14300000000000002	-0.010916666666666689
chr1	923856	923858	-0.155	-0.07933333333333334	-0.13866666666666666	0.029666666666666664	0.029666666666666664	-0.155	-0.08583333333333333
chr1	923858	923860	-0.005666666666666667	-0.2828333333333334	-0.1663333333333333	-0.16433333333333333	-0.005666666666666667	-0.2828333333333334	-0.15479166666666666
chr1	923866	923868	0.113	0.14333333333333334	0.03233333333333335	0.14333333333333334	0.14333333333333334	0.03233333333333335	0.10800000000000001
chr1	923868	923870	0.046999999999999986	0.046999999999999986	-0.11100000000000003	0.02566666666666666	0.046999999999999986	-0.11100000000000003	0.002166666666666651
chr1	923871	923873	-0.03333333333333333	-0.0885	-0.19433333333333333	-0.105	-0.03333333333333333	-0.19433333333333333	-0.10529166666666666
chr1	924088	924090	-0.044499999999999984	0.1845	0.01783333333333334	0.094	0.1845	-0.044499999999999984	0.06295833333333334
chr1	924092	924094	-0.10649999999999997	0.256	0.256	-0.03949999999999998	0.256	-0.10649999999999997	0.09150000000000001
chr1	924105	924107	-0.09233333333333338	0.142	-0.02466666666666667	0.03199999999999999	0.142	-0.09233333333333338	0.014249999999999981
chr1	924109	924111	-0.15983333333333336	0.0625	-0.034166666666666665	0.006999999999999999	0.0625	-0.15983333333333336	-0.031125
chr1	924115	924117	-0.0013333333333333253	0.20333333333333334	0.20333333333333334	-0.2401666666666667	0.20333333333333334	-0.2401666666666667	0.04129166666666666
chr1	924125	924127	-0.16699999999999998	-0.26883333333333337	-0.07566666666666673	0.14766666666666664	0.14766666666666664	-0.26883333333333337	-0.09095833333333336
chr1	924130	924132	-0.25	-0.125	-0.12633333333333333	-0.1875	-0.125	-0.25	-0.17220833333333332
chr1	924132	924134	-0.21666666666666665	0.07033333333333333	-0.05599999999999998	-0.11566666666666668	0.07033333333333333	-0.21666666666666665	-0.0795
chr1	924159	924161	-0.20033333333333336	0.097	-0.14633333333333332	-0.054000000000000006	0.097	-0.20033333333333336	-0.07591666666666667
chr1	924175	924177	-0.053666666666666654	0.113	0.03633333333333333	0.076	0.113	-0.053666666666666654	0.04291666666666667
chr1	924178	924180	-0.18666666666666668	0.059000000000000004	-0.35100000000000003	-0.0165	0.059000000000000004	-0.35100000000000003	-0.12379166666666667
chr1	924182	924184	0.054666666666666655	0.16633333333333333	0.047333333333333324	0.05233333333333333	0.16633333333333333	0.047333333333333324	0.08016666666666666
chr1	924185	924187	-0.11233333333333334	0.037000000000000005	-0.034333333333333334	-0.238	0.037000000000000005	-0.238	-0.08691666666666667
chr1	924190	924192	0.027	0.039000000000000014	-0.056333333333333326	-0.015666666666666676	0.039000000000000014	-0.056333333333333326	-0.0014999999999999961
chr1	924195	924197	-0.125	-0.09633333333333333	-0.08200000000000003	-0.039	-0.039	-0.125	-0.08558333333333333
chr1	924201	924203	-0.06300000000000001	-0.059333333333333335	0.0026666666666666644	-0.05800000000000001	0.0026666666666666644	-0.06300000000000001	-0.044416666666666674
chr1	924221	924223	0.12966666666666668	0.21566666666666667	0.2053333333333333	0.1413333333333333	0.21566666666666667	0.12966666666666668	0.173
chr1	924236	924238	-0.15733333333333338	-0.04433333333333332	0.018000000000000016	-0.0029999999999999892	0.018000000000000016	-0.15733333333333338	-0.046666666666666676
chr1	924239	924241	0.1406666666666667	0.2556666666666667	0.08500000000000005	0.19333333333333336	0.2556666666666667	0.08500000000000005	0.16866666666666671
chr1	924243	924245	-0.17500000000000004	0.09733333333333333	-0.08766666666666664	-0.03516666666666668	0.09733333333333333	-0.17500000000000004	-0.05012500000000001
chr1	924256	924258	-0.09300000000000001	0.199	0.032333333333333325	-0.222	0.199	-0.222	-0.020916666666666674
chr1	924269	924271	-0.051333333333333335	0.049000000000000016	0.133	0.14900000000000002	0.14900000000000002	-0.051333333333333335	0.06991666666666668
chr1	924273	924275	0.014000000000000068	0.30600000000000005	0.23200000000000004	0.11400000000000005	0.30600000000000005	0.014000000000000068	0.16650000000000004
chr1	924276	924278	-0.021833333333333288	0.24850000000000005	0.027500000000000024	0.102	0.24850000000000005	-0.021833333333333288	0.08904166666666669
chr1	924278	924280	-0.21466666666666664	-0.004333333333333314	-0.17766666666666667	-0.011499999999999995	-0.004333333333333314	-0.21466666666666664	-0.10204166666666666
chr1	924284	924286	-0.20216666666666666	0.06016666666666669	-0.3015	0.09350000000000004	0.09350000000000004	-0.3015	-0.08749999999999998
chr1	924287	924289	-0.06666666666666665	0.10733333333333336	-0.203	0.04800000000000003	0.10733333333333336	-0.203	-0.028583333333333318
chr1	924293	924295	0.0965	0.17383333333333334	-0.087	-0.08349999999999994	0.17383333333333334	-0.087	0.024958333333333346
chr1	924297	924299	0.11383333333333336	0.07283333333333335	-0.30500000000000005	-0.06749999999999995	0.11383333333333336	-0.30500000000000005	-0.046458333333333324
chr1	924300	924302	-0.0325	-0.003500000000000003	-0.29350000000000004	-0.18100000000000002	-0.003500000000000003	-0.29350000000000004	-0.12762500000000002
chr1	924305	924307	0.16516666666666668	0.2921666666666667	0.0010000000000000009	0.23199999999999998	0.2921666666666667	0.0010000000000000009	0.17258333333333334
chr1	924313	924315	0.09983333333333336	0.21783333333333332	0.0945	0.07800000000000001	0.21783333333333332	0.07800000000000001	0.12254166666666667
chr1	924317	924319	0.15233333333333332	0.10499999999999997	0.07099999999999998	0.11899999999999998	0.15233333333333332	0.07099999999999998	0.11183333333333331
chr1	924326	924328	0.0938333333333333	0.2385	0.1135	0.17600000000000002	0.2385	0.0938333333333333	0.1554583333333333
chr1	924328	924330	0.2216666666666667	0.20066666666666672	-0.12049999999999995	0.22450000000000006	0.22450000000000006	-0.12049999999999995	0.13158333333333339
chr1	924330	924332	0.0645	0.08016666666666665	0.07549999999999997	0.021499999999999964	0.08016666666666665	0.021499999999999964	0.060416666666666646
chr1	924338	924340	-0.0033333333333333552	-0.00899999999999998	-0.020000000000000014	0.1085	0.1085	-0.020000000000000014	0.01904166666666666
chr1	924346	924348	0.06983333333333336	0.19783333333333333	0.054499999999999986	0.0985	0.19783333333333333	0.054499999999999986	0.10516666666666669
chr1	924353	924355	0.10850000000000004	0.2391666666666667	0.171	0.26	0.26	0.10850000000000004	0.19466666666666668
chr1	924355	924357	0.1861666666666667	0.17583333333333334	0.0995	0.009000000000000008	0.1861666666666667	0.009000000000000008	0.11762500000000001
chr1	924371	924373	0.03466666666666668	0.2006666666666667	-0.06683333333333333	0.10166666666666667	0.2006666666666667	-0.06683333333333333	0.06754166666666668
chr1	924376	924378	0.0606666666666667	0.0546666666666667	-0.13183333333333333	-0.08283333333333334	0.0606666666666667	-0.13183333333333333	-0.02483333333333332
chr1	924392	924394	0.3073333333333333	0.14883333333333332	0.031833333333333325	0.2453333333333333	0.3073333333333333	0.031833333333333325	0.1833333333333333
chr1	924395	924397	0.06766666666666665	0.3443333333333333	0.09433333333333332	0.07733333333333331	0.3443333333333333	0.06766666666666665	0.14591666666666664
chr1	924398	924400	0.4666666666666666	0.3406666666666666	0.3101666666666666	0.3961666666666666	0.4666666666666666	0.3101666666666666	0.37841666666666657
chr1	924405	924407	0.1763333333333334	0.21266666666666675	0.03366666666666668	0.2766666666666667	0.2766666666666667	0.03366666666666668	0.1748333333333334
chr1	924413	924415	0.21766666666666667	0.254	0.04549999999999999	0.104	0.254	0.04549999999999999	0.15529166666666666
chr1	924422	924424	0.12233333333333332	0.0393333333333333	0.10683333333333332	0.14999999999999994	0.14999999999999994	0.0393333333333333	0.10462499999999997
chr1	924427	924429	0.09266666666666666	0.16666666666666666	-0.04183333333333336	-0.12500000000000006	0.16666666666666666	-0.12500000000000006	0.023124999999999972
chr1	924435	924437	0.3013333333333333	0.3013333333333333	0.155	0.15133333333333335	0.3013333333333333	0.15133333333333335	0.22724999999999998
chr1	924438	924440	0.06766666666666665	0.14300000000000002	-0.0033333333333333552	-0.02366666666666667	0.14300000000000002	-0.02366666666666667	0.04591666666666666
chr1	924456	924458	0.3766666666666667	0.24633333333333335	0.28300000000000003	0.3573333333333334	0.3766666666666667	0.24633333333333335	0.31583333333333335
chr1	924461	924463	0.4043333333333334	0.3418333333333334	0.2863333333333334	0.181	0.4043333333333334	0.181	0.30337500000000006
chr1	924463	924465	0.242	0.12216666666666667	0.2483333333333333	-0.06266666666666665	0.2483333333333333	-0.06266666666666665	0.13745833333333332
chr1	924489	924491	0.13199999999999995	0.275	0.2096666666666666	0.16399999999999998	0.275	0.13199999999999995	0.19516666666666665
chr1	924498	924500	-0.1	0.06666666666666668	0.06666666666666668	-0.04433333333333332	0.06666666666666668	-0.1	-0.002749999999999992
chr1	924508	924510	-0.08066666666666665	-0.1	-0.07283333333333335	-0.15533333333333332	-0.07283333333333335	-0.15533333333333332	-0.10220833333333333
chr1	924510	924512	-0.09266666666666667	-0.058666666666666666	0.05133333333333333	-0.058666666666666666	0.05133333333333333	-0.09266666666666667	-0.03966666666666667
chr1	924522	924524	-0.07500000000000001	0.1	0.010333333333333332	-0.010999999999999982	0.1	-0.07500000000000001	0.006083333333333336
chr1	924525	924527	-0.052000000000000005	0.085	-0.036999999999999984	0.085	0.085	-0.052000000000000005	0.020250000000000004
chr1	924555	924557	-0.013500000000000012	0.2	0.11650000000000002	-0.022333333333333344	0.2	-0.022333333333333344	0.07016666666666668
chr1	924558	924560	-0.2096666666666667	0.1	0.016500000000000015	-0.010999999999999982	0.1	-0.2096666666666667	-0.026041666666666664
chr1	924562	924564	-0.034	0.1	-0.04150000000000001	0.052333333333333336	0.1	-0.04150000000000001	0.019208333333333334
chr1	924573	924575	0.1333333333333334	0.30000000000000004	0.30000000000000004	0.30000000000000004	0.30000000000000004	0.1333333333333334	0.2583333333333334
chr1	924594	924596	0.20116666666666666	0.08550000000000002	0.4185	0.16999999999999996	0.4185	0.08550000000000002	0.21879166666666666
chr1	924598	924600	-0.01733333333333334	0.03350000000000003	0.033333333333333354	0.03350000000000003	0.03350000000000003	-0.01733333333333334	0.02075000000000002
chr1	924601	924603	-0.15733333333333335	0.0325	-0.19000000000000006	-0.0010000000000000286	0.0325	-0.19000000000000006	-0.07895833333333335
chr1	924624	924626	-0.34450000000000003	-0.17783333333333332	-0.17800000000000002	-0.34450000000000003	-0.17783333333333332	-0.34450000000000003	-0.2612083333333334
chr1	924627	924629	-0.265	-0.375	-0.04149999999999998	-0.2085	-0.04149999999999998	-0.375	-0.2225
chr1	924632	924634	-0.3733333333333333	-0.15	-0.15	-0.3165	-0.15	-0.3733333333333333	-0.24745833333333334
chr1	924661	924663	-0.3158333333333333	-0.08316666666666668	-0.04150000000000001	-0.3415	-0.04150000000000001	-0.3415	-0.1955
chr1	924667	924669	-0.027	0.05633333333333335	0.05633333333333335	-0.202	0.05633333333333335	-0.202	-0.029083333333333326
chr1	924672	924674	0.005500000000000005	0.08883333333333335	0.1721666666666667	-0.2195	0.1721666666666667	-0.2195	0.011750000000000017
chr1	924696	924698	-0.10566666666666667	0.01566666666666669	-0.03999999999999998	-0.16233333333333333	0.01566666666666669	-0.16233333333333333	-0.07308333333333332
chr1	924706	924708	0.028833333333333374	0.03983333333333336	0.13983333333333334	-0.08249999999999996	0.13983333333333334	-0.08249999999999996	0.03150000000000003
chr1	924710	924712	0.07800000000000007	0.21666666666666676	0.1666666666666667	-0.02399999999999997	0.21666666666666676	-0.02399999999999997	0.10933333333333341
chr1	924717	924719	0.01450000000000004	0.15316666666666667	0.11483333333333336	-0.19716666666666668	0.15316666666666667	-0.19716666666666668	0.02133333333333335
chr1	924724	924726	0.10550000000000004	0.3951666666666667	0.3118333333333334	0.15050000000000002	0.3951666666666667	0.10550000000000004	0.24075000000000008
chr1	924726	924728	-0.023833333333333317	0.2381666666666667	0.3215	-0.1365	0.3215	-0.1365	0.09983333333333334
chr1	924730	924732	0.02283333333333332	0.07216666666666667	0.13316666666666668	-0.029166666666666674	0.13316666666666668	-0.029166666666666674	0.04975
chr1	924732	924734	-0.04949999999999996	0.03416666666666668	0.011833333333333336	-0.25816666666666666	0.03416666666666668	-0.25816666666666666	-0.06541666666666665
chr1	924738	924740	0.16133333333333333	0.19933333333333333	0.23166666666666666	0.04066666666666663	0.23166666666666666	0.04066666666666663	0.15825
chr1	924750	924752	0.16999999999999998	0.05066666666666664	-0.0606666666666667	-0.08433333333333333	0.16999999999999998	-0.08433333333333333	0.018916666666666648
chr1	924763	924765	0.025666666666666667	-0.011666666666666629	-0.07599999999999997	-0.2233333333333333	0.025666666666666667	-0.2233333333333333	-0.0713333333333333
chr1	924766	924768	0.107	0.03700000000000003	-0.017666666666666636	-0.12933333333333336	0.107	-0.12933333333333336	-0.0007499999999999937
chr1	924771	924773	0.12899999999999998	0.003333333333333327	0.043999999999999984	-0.10233333333333333	0.12899999999999998	-0.10233333333333333	0.01849999999999999
chr1	924778	924780	0.10216666666666667	-0.05049999999999994	0.0945	-0.09083333333333328	0.10216666666666667	-0.09083333333333328	0.01383333333333336
chr1	924790	924792	-0.011333333333333348	-0.012999999999999998	-0.02099999999999999	-0.2486666666666667	-0.011333333333333348	-0.2486666666666667	-0.07350000000000001
chr1	924793	924795	0.023333333333333345	0.188	-0.044333333333333336	-0.08933333333333338	0.188	-0.08933333333333338	0.01941666666666666
chr1	924800	924802	-0.036000000000000004	0.06333333333333334	-0.005666666666666653	-0.13666666666666671	0.06333333333333334	-0.13666666666666671	-0.028750000000000008
chr1	924802	924804	0.08733333333333332	-0.060333333333333315	-0.049	-0.09833333333333334	0.08733333333333332	-0.09833333333333334	-0.030083333333333337
chr1	924804	924806	0.10766666666666667	0.016000000000000028	-0.041333333333333284	-0.0733333333333333	0.10766666666666667	-0.0733333333333333	0.0022500000000000298
chr1	924814	924816	0.021333333333333343	0.07933333333333334	0.00966666666666667	-0.2313333333333333	0.07933333333333334	-0.2313333333333333	-0.03024999999999999
chr1	924818	924820	0.12066666666666664	0.15666666666666665	0.098	-0.182	0.15666666666666665	-0.182	0.048333333333333325
chr1	924846	924848	0.03966666666666663	0.17766666666666664	-0.1083333333333334	-0.17700000000000005	0.17766666666666664	-0.17700000000000005	-0.017000000000000046
chr1	924854	924856	-0.06200000000000003	0.058	0.13649999999999998	-0.02633333333333332	0.13649999999999998	-0.06200000000000003	0.026541666666666658
chr1	924860	924862	-0.05533333333333335	0.138	-0.0335	-0.15299999999999994	0.138	-0.15299999999999994	-0.02595833333333332
chr1	924862	924864	-0.06133333333333335	0.043666666666666666	0.09683333333333333	-0.06833333333333333	0.09683333333333333	-0.06833333333333333	0.0027083333333333265
chr1	924865	924867	-0.02700000000000001	0.11366666666666665	-0.05283333333333333	-0.07466666666666667	0.11366666666666665	-0.07466666666666667	-0.01020833333333334
chr1	924876	924878	-0.15033333333333335	0.09966666666666668	-0.07716666666666666	-0.09133333333333332	0.09966666666666668	-0.15033333333333335	-0.05479166666666666
chr1	924883	924885	-0.06666666666666665	0.05066666666666668	-0.08049999999999999	-0.05300000000000002	0.05066666666666668	-0.08049999999999999	-0.03737499999999999
chr1	924895	924897	-0.068	0.04666666666666667	-0.11216666666666666	-0.15800000000000006	0.04666666666666667	-0.15800000000000006	-0.07287500000000002
chr1	924901	924903	-0.13466666666666666	0.08333333333333333	-0.13116666666666665	-0.203	0.08333333333333333	-0.203	-0.096375
chr1	924905	924907	-0.01666666666666665	-0.003666666666666665	-0.12966666666666665	-0.15733333333333333	-0.003666666666666665	-0.15733333333333333	-0.07683333333333332
chr1	924907	924909	-0.12833333333333333	-0.0020000000000000018	-0.6211666666666666	-0.12633333333333333	-0.0020000000000000018	-0.6211666666666666	-0.2194583333333333
chr1	924912	924914	0.14466666666666667	0.2953333333333333	0.004500000000000004	0.14433333333333334	0.2953333333333333	0.004500000000000004	0.14720833333333333
chr1	924929	924931	-0.023333333333333317	0.25	-0.0015000000000000011	0.016499999999999987	0.25	-0.023333333333333317	0.06041666666666667
chr1	924938	924940	0.26533333333333337	0.2913333333333333	0.2878333333333333	0.2878333333333333	0.2913333333333333	0.26533333333333337	0.2830833333333333
chr1	924952	924954	-0.061666666666666675	0.056	0.05616666666666667	0.001166666666666677	0.05616666666666667	-0.061666666666666675	0.012916666666666668
chr1	924955	924957	-0.04599999999999999	0.207	-0.07883333333333338	0.054666666666666634	0.207	-0.07883333333333338	0.03420833333333331
chr1	924967	924969	-0.13100000000000006	0.10149999999999998	0.018499999999999992	-0.16233333333333336	0.10149999999999998	-0.16233333333333336	-0.04333333333333336
chr1	924973	924975	-0.09966666666666664	0.22366666666666665	0.05716666666666668	0.11366666666666665	0.22366666666666665	-0.09966666666666664	0.07370833333333333
chr1	924980	924982	-0.067	0.19966666666666666	0.033166666666666685	-0.13399999999999995	0.19966666666666666	-0.13399999999999995	0.007958333333333345
chr1	924982	924984	-0.3230000000000001	-0.023000000000000048	-0.423	-0.08700000000000005	-0.023000000000000048	-0.423	-0.21400000000000005
chr1	924989	924991	0.07383333333333336	0.038833333333333366	0.08733333333333337	-0.009333333333333305	0.08733333333333337	-0.009333333333333305	0.0476666666666667
chr1	925006	925008	0.16049999999999998	0.0645	0.0645	-0.07700000000000007	0.16049999999999998	-0.07700000000000007	0.05312499999999998
chr1	925011	925013	0.12099999999999995	-0.07900000000000004	0.17099999999999996	-0.02400000000000005	0.17099999999999996	-0.07900000000000004	0.04724999999999995
chr1	925019	925021	-0.05099999999999999	0.06266666666666665	0.09716666666666668	-0.02483333333333332	0.09716666666666668	-0.05099999999999999	0.021000000000000005
chr1	925029	925031	-0.171	-0.13116666666666668	-0.03016666666666665	0.0383333333333333	0.0383333333333333	-0.171	-0.07350000000000001
chr1	925038	925040	0.3255	0.1295	0.2395	-0.0723333333333333	0.3255	-0.0723333333333333	0.1555416666666667
chr1	925046	925048	0.336	0.3915	0.25	0.008500000000000008	0.3915	0.008500000000000008	0.2465
chr1	925065	925067	0.0726666666666666	-0.16700000000000004	-0.0020000000000000573	0.186	0.186	-0.16700000000000004	0.022416666666666626
chr1	925067	925069	0.17633333333333334	0.2145	0.056	0.0593333333333333	0.2145	0.056	0.12654166666666666
chr1	925082	925084	0.21499999999999994	0.14566666666666664	0.17499999999999996	0.044333333333333336	0.21499999999999994	0.044333333333333336	0.14499999999999996
chr1	925084	925086	0.07199999999999998	0.052999999999999985	-0.34866666666666657	-0.13033333333333333	0.07199999999999998	-0.34866666666666657	-0.08849999999999998
chr1	925086	925088	0.08999999999999997	0.023333333333333317	-0.3266666666666668	-0.10933333333333337	0.08999999999999997	-0.3266666666666668	-0.08066666666666672
chr1	925088	925090	-0.021666666666666667	0.034333333333333355	-0.1878333333333333	0.01266666666666666	0.034333333333333355	-0.1878333333333333	-0.04062499999999999
chr1	925097	925099	0.17616666666666667	0.06516666666666668	0.0945	-0.0675	0.17616666666666667	-0.0675	0.06708333333333333
chr1	925106	925108	0.14350000000000004	0.2191666666666667	0.13750000000000004	0.10150000000000003	0.2191666666666667	0.10150000000000003	0.1504166666666667
chr1	925115	925117	0.21516666666666664	0.3041666666666667	0.15250000000000002	0.2798333333333334	0.3041666666666667	0.15250000000000002	0.23791666666666667
chr1	925122	925124	0.2715	0.23716666666666664	0.029000000000000026	0.21683333333333327	0.2715	0.029000000000000026	0.188625
chr1	925152	925154	0.07733333333333338	0.3516666666666667	0.27	0.14066666666666666	0.3516666666666667	0.07733333333333338	0.2099166666666667
chr1	925376	925378	0.2743333333333333	0.3993333333333333	-0.044999999999999984	0.14933333333333332	0.3993333333333333	-0.044999999999999984	0.1945
chr1	925380	925382	0.18233333333333326	0.14933333333333332	0.066	0.024000000000000018	0.18233333333333326	0.024000000000000018	0.10541666666666664
chr1	925383	925385	-0.07716666666666673	0.2993333333333333	0.2993333333333333	0.02099999999999991	0.2993333333333333	-0.07716666666666673	0.13562499999999994
chr1	925386	925388	-0.01566666666666669	0.2333333333333333	-0.1	0.16666666666666666	0.2333333333333333	-0.1	0.07108333333333332
chr1	925421	925423	0.1726666666666666	0.366	-0.05066666666666675	0.2713333333333333	0.366	-0.05066666666666675	0.1898333333333333
