chrom	start	end	CD4-CD8	CD4-Mono	CD4-NK	CD4-B_cell	maxdelta	mindelta	Avgdelta
chr1	923694	923696	0.06133333333333335	0.09466666666666664	0.08066666666666666	-0.014000000000000012	0.09466666666666664	-0.014000000000000012	0.055666666666666656
chr1	923705	923707	-0.12733333333333335	0.07299999999999998	0.184	-0.01499999999999996	0.184	-0.12733333333333335	0.028666666666666667
chr1	923710	923712	-0.033	-0.13899999999999996	-0.008333333333333331	-0.10866666666666668	-0.008333333333333331	-0.13899999999999996	-0.07225
chr1	923712	923714	-0.21233333333333326	-0.013666666666666688	-0.012999999999999984	-0.013999999999999985	-0.012999999999999984	-0.21233333333333326	-0.06324999999999997
chr1	923737	923739	-0.16099999999999998	-0.05833333333333336	0.010666666666666658	-0.03633333333333336	0.010666666666666658	-0.16099999999999998	-0.061250000000000006
chr1	923739	923741	-0.052999999999999985	0.022999999999999996	0.05266666666666667	-0.0806666666666667	0.05266666666666667	-0.0806666666666667	-0.014500000000000006
chr1	923741	923743	-0.11666666666666665	-0.115	-0.061333333333333365	0.01266666666666666	0.01266666666666666	-0.11666666666666665	-0.07008333333333334
chr1	923760	923762	-0.18766666666666665	-0.009999999999999995	-0.094	-0.004666666666666665	-0.004666666666666665	-0.18766666666666665	-0.07408333333333332
chr1	923764	923766	0.016333333333333342	-0.07466666666666669	0.09733333333333334	0.14	0.14	-0.07466666666666669	0.04475
chr1	923774	923776	-0.14733333333333334	0.14066666666666666	0.04199999999999995	0.012666666666666632	0.14066666666666666	-0.14733333333333334	0.011999999999999974
chr1	923781	923783	-0.2830000000000001	-0.039333333333333324	-0.04566666666666667	-0.029666666666666668	-0.029666666666666668	-0.2830000000000001	-0.0994166666666667
chr1	923792	923794	-0.083	-0.016666666666666663	0.021	-0.021999999999999992	0.021	-0.083	-0.025166666666666664
chr1	923799	923801	-0.05933333333333336	0.039333333333333324	-0.11666666666666665	0.039333333333333324	0.039333333333333324	-0.11666666666666665	-0.02433333333333334
chr1	923812	923814	0.006500000000000007	-0.16466666666666668	-0.19666666666666666	-0.09666666666666666	0.006500000000000007	-0.19666666666666666	-0.112875
chr1	923824	923826	0.194	0.08949999999999994	0.1905	0.2005	0.2005	0.08949999999999994	0.168625
chr1	923833	923835	-0.325	-0.21366666666666667	-0.248	-0.129	-0.129	-0.325	-0.22891666666666666
chr1	923838	923840	-0.26766666666666666	-0.207	-0.22233333333333336	-0.115	-0.115	-0.26766666666666666	-0.203
chr1	923842	923844	-0.08833333333333332	-0.046999999999999986	-0.1383333333333333	-0.16666666666666666	-0.046999999999999986	-0.16666666666666666	-0.11008333333333331
chr1	923847	923849	-0.08833333333333332	-0.10266666666666664	-0.2456666666666667	-0.12033333333333332	-0.08833333333333332	-0.2456666666666667	-0.13924999999999998
chr1	923856	923858	0.109	0.07933333333333334	-0.05933333333333333	-0.07566666666666666	0.109	-0.07566666666666666	0.013333333333333343
chr1	923858	923860	0.11850000000000002	0.2828333333333334	0.11650000000000005	0.2771666666666667	0.2828333333333334	0.11650000000000005	0.19875000000000004
chr1	923871	923873	-0.0165	0.0885	-0.10583333333333332	0.05516666666666666	0.0885	-0.10583333333333332	0.005333333333333334
chr1	924088	924090	-0.0905	-0.1845	-0.16666666666666666	-0.229	-0.0905	-0.229	-0.16766666666666666
chr1	924105	924107	-0.11	-0.142	-0.16666666666666666	-0.23433333333333334	-0.11	-0.23433333333333334	-0.16325
chr1	924109	924111	-0.0555	-0.0625	-0.09666666666666666	-0.22233333333333336	-0.0555	-0.22233333333333336	-0.10925000000000001
chr1	924125	924127	0.4165	0.26883333333333337	0.19316666666666665	0.10183333333333333	0.4165	0.10183333333333333	0.24508333333333335
chr1	924130	924132	-0.0625	0.125	-0.0013333333333333253	-0.125	0.125	-0.125	-0.01595833333333333
chr1	924132	924134	-0.18600000000000005	-0.07033333333333333	-0.12633333333333333	-0.287	-0.07033333333333333	-0.287	-0.16741666666666666
chr1	924159	924161	-0.151	-0.097	-0.2433333333333333	-0.2973333333333333	-0.097	-0.2973333333333333	-0.19716666666666666
chr1	924175	924177	-0.037000000000000005	-0.113	-0.07666666666666667	-0.16666666666666666	-0.037000000000000005	-0.16666666666666666	-0.09833333333333333
chr1	924178	924180	-0.0755	-0.059000000000000004	-0.41	-0.2456666666666667	-0.059000000000000004	-0.41	-0.19754166666666667
chr1	924182	924184	-0.114	-0.16633333333333333	-0.119	-0.11166666666666668	-0.11166666666666668	-0.16633333333333333	-0.12775
chr1	924185	924187	-0.275	-0.037000000000000005	-0.07133333333333333	-0.14933333333333335	-0.037000000000000005	-0.275	-0.13316666666666668
chr1	924190	924192	-0.05466666666666668	-0.039000000000000014	-0.09533333333333334	-0.012000000000000009	-0.012000000000000009	-0.09533333333333334	-0.05025000000000002
chr1	924195	924197	0.057333333333333326	0.09633333333333333	0.014333333333333325	-0.028666666666666674	0.09633333333333333	-0.028666666666666674	0.03483333333333333
chr1	924201	924203	0.0013333333333333253	0.059333333333333335	0.062	-0.0036666666666666787	0.062	-0.0036666666666666787	0.029749999999999995
chr1	924221	924223	-0.07433333333333335	-0.21566666666666667	-0.010333333333333332	-0.08599999999999998	-0.010333333333333332	-0.21566666666666667	-0.09658333333333333
chr1	924236	924238	0.04133333333333333	0.04433333333333332	0.06233333333333334	-0.11300000000000004	0.06233333333333334	-0.11300000000000004	0.008749999999999987
chr1	924239	924241	-0.06233333333333334	-0.2556666666666667	-0.17066666666666666	-0.115	-0.06233333333333334	-0.2556666666666667	-0.15091666666666667
chr1	924243	924245	-0.1325	-0.09733333333333333	-0.185	-0.27233333333333337	-0.09733333333333333	-0.27233333333333337	-0.17179166666666668
chr1	924256	924258	-0.42100000000000004	-0.199	-0.16666666666666666	-0.292	-0.16666666666666666	-0.42100000000000004	-0.26966666666666667
chr1	924269	924271	0.1	-0.049000000000000016	0.08399999999999999	-0.10033333333333336	0.1	-0.10033333333333336	0.008666666666666656
chr1	924273	924275	-0.192	-0.30600000000000005	-0.07400000000000001	-0.292	-0.07400000000000001	-0.30600000000000005	-0.21600000000000003
chr1	924276	924278	-0.14650000000000002	-0.24850000000000005	-0.221	-0.2703333333333333	-0.14650000000000002	-0.2703333333333333	-0.22158333333333335
chr1	924278	924280	-0.007166666666666681	0.004333333333333314	-0.17333333333333334	-0.2103333333333333	0.004333333333333314	-0.2103333333333333	-0.09662499999999999
chr1	924284	924286	0.03333333333333333	-0.06016666666666669	-0.3616666666666667	-0.26233333333333336	0.03333333333333333	-0.3616666666666667	-0.16270833333333334
chr1	924287	924289	-0.05933333333333333	-0.10733333333333336	-0.3103333333333333	-0.17400000000000002	-0.05933333333333333	-0.3103333333333333	-0.16275
chr1	924293	924295	-0.25733333333333325	-0.17383333333333334	-0.2608333333333333	-0.07733333333333334	-0.07733333333333334	-0.2608333333333333	-0.19233333333333333
chr1	924297	924299	-0.1403333333333333	-0.07283333333333335	-0.3778333333333334	0.041	0.041	-0.3778333333333334	-0.1375
chr1	924300	924302	-0.1775	0.003500000000000003	-0.29000000000000004	-0.029	0.003500000000000003	-0.29000000000000004	-0.12325000000000001
chr1	924305	924307	-0.060166666666666674	-0.2921666666666667	-0.2911666666666667	-0.127	-0.060166666666666674	-0.2921666666666667	-0.19262500000000002
chr1	924313	924315	-0.13983333333333334	-0.21783333333333332	-0.12333333333333335	-0.11800000000000001	-0.11800000000000001	-0.21783333333333332	-0.14975000000000002
chr1	924317	924319	0.014	-0.10499999999999997	-0.034	0.04733333333333334	0.04733333333333334	-0.10499999999999997	-0.01941666666666666
chr1	924326	924328	-0.0625	-0.2385	-0.125	-0.1446666666666667	-0.0625	-0.2385	-0.14266666666666666
chr1	924328	924330	0.02383333333333333	-0.20066666666666672	-0.32116666666666666	0.021000000000000005	0.02383333333333333	-0.32116666666666666	-0.11925000000000001
chr1	924330	924332	-0.058666666666666686	-0.08016666666666665	-0.004666666666666665	-0.015666666666666648	-0.004666666666666665	-0.08016666666666665	-0.039791666666666656
chr1	924338	924340	0.11749999999999995	0.00899999999999998	-0.011000000000000038	0.0056666666666666254	0.11749999999999995	-0.011000000000000038	0.030291666666666633
chr1	924346	924348	-0.09933333333333333	-0.19783333333333333	-0.14333333333333334	-0.12799999999999995	-0.09933333333333333	-0.19783333333333333	-0.142125
chr1	924353	924355	0.020833333333333332	-0.2391666666666667	-0.06816666666666668	-0.13066666666666665	0.020833333333333332	-0.2391666666666667	-0.10429166666666667
chr1	924355	924357	-0.16683333333333336	-0.17583333333333334	-0.07633333333333336	0.010333333333333332	0.010333333333333332	-0.17583333333333334	-0.10216666666666668
chr1	924371	924373	-0.099	-0.2006666666666667	-0.2675	-0.166	-0.099	-0.2675	-0.18329166666666669
chr1	924376	924378	-0.13750000000000004	-0.0546666666666667	-0.18650000000000005	0.0060000000000000045	0.0060000000000000045	-0.18650000000000005	-0.0931666666666667
chr1	924392	924394	0.0965	-0.14883333333333332	-0.117	0.1585	0.1585	-0.14883333333333332	-0.0027083333333333334
chr1	924395	924397	-0.267	-0.3443333333333333	-0.25	-0.2766666666666667	-0.25	-0.3443333333333333	-0.2845
chr1	924398	924400	0.055500000000000015	-0.3406666666666666	-0.030500000000000024	0.126	0.126	-0.3406666666666666	-0.04741666666666666
chr1	924405	924407	0.064	-0.21266666666666675	-0.17900000000000005	-0.03633333333333332	0.064	-0.21266666666666675	-0.09100000000000003
chr1	924413	924415	-0.15	-0.254	-0.2085	-0.036333333333333336	-0.036333333333333336	-0.254	-0.16220833333333334
chr1	924422	924424	0.11066666666666668	-0.0393333333333333	0.0675	0.083	0.11066666666666668	-0.0393333333333333	0.055458333333333346
chr1	924427	924429	-0.2916666666666667	-0.16666666666666666	-0.2085	-0.07400000000000001	-0.07400000000000001	-0.2916666666666667	-0.18520833333333336
chr1	924438	924440	-0.16666666666666666	-0.14300000000000002	-0.14633333333333334	-0.07533333333333334	-0.07533333333333334	-0.16666666666666666	-0.13283333333333333
chr1	924456	924458	0.111	-0.24633333333333335	0.03666666666666665	0.13033333333333333	0.13033333333333333	-0.24633333333333335	0.007916666666666655
chr1	924461	924463	-0.16083333333333336	-0.3418333333333334	-0.055500000000000015	0.0625	0.0625	-0.3418333333333334	-0.12391666666666667
chr1	924463	924465	-0.18483333333333327	-0.12216666666666667	0.12616666666666668	0.11983333333333335	0.12616666666666668	-0.18483333333333327	-0.015249999999999979
chr1	924489	924491	-0.111	-0.275	-0.06533333333333334	-0.14300000000000002	-0.06533333333333334	-0.275	-0.14858333333333335
chr1	924508	924510	-0.05533333333333332	0.1	0.027166666666666645	0.01933333333333334	0.1	-0.05533333333333332	0.02279166666666667
chr1	924522	924524	-0.111	-0.1	-0.08966666666666667	-0.17500000000000002	-0.08966666666666667	-0.17500000000000002	-0.11891666666666667
chr1	924555	924557	-0.22233333333333336	-0.2	-0.08349999999999999	-0.2135	-0.08349999999999999	-0.22233333333333336	-0.17983333333333335
chr1	924558	924560	-0.111	-0.1	-0.08349999999999999	-0.3096666666666667	-0.08349999999999999	-0.3096666666666667	-0.15104166666666669
chr1	924562	924564	-0.04766666666666667	-0.1	-0.1415	-0.134	-0.04766666666666667	-0.1415	-0.10579166666666667
chr1	924582	924584	0.16649999999999998	0.16649999999999998	0.16649999999999998	0.032499999999999966	0.16649999999999998	0.032499999999999966	0.13299999999999998
chr1	924589	924591	-0.1325	0.16649999999999998	0.16649999999999998	0.0555	0.16649999999999998	-0.1325	0.06399999999999999
chr1	924594	924596	0.08449999999999994	-0.08550000000000002	0.333	0.1156666666666666	0.333	-0.08550000000000002	0.11191666666666664
chr1	924601	924603	-0.03350000000000003	-0.0325	-0.22250000000000006	-0.18983333333333333	-0.0325	-0.22250000000000006	-0.11958333333333335
chr1	924624	924626	-0.16666666666666669	0.17783333333333332	-0.00016666666666670382	-0.16666666666666669	0.17783333333333332	-0.16666666666666669	-0.03891666666666669
chr1	924627	924629	0.16649999999999998	0.375	0.3335	0.11000000000000004	0.375	0.11000000000000004	0.24625000000000002
chr1	924661	924663	-0.2583333333333333	0.08316666666666668	0.041666666666666664	-0.23266666666666666	0.08316666666666668	-0.2583333333333333	-0.09154166666666666
chr1	924672	924674	-0.3083333333333333	-0.08883333333333335	0.08333333333333333	-0.08333333333333334	0.08333333333333333	-0.3083333333333333	-0.09929166666666667
chr1	924696	924698	-0.17800000000000002	-0.01566666666666669	-0.05566666666666667	-0.12133333333333338	-0.01566666666666669	-0.17800000000000002	-0.09266666666666669
chr1	924706	924708	-0.12233333333333332	-0.03983333333333336	0.1	-0.010999999999999982	0.1	-0.12233333333333332	-0.018291666666666664
chr1	924710	924712	-0.2406666666666667	-0.21666666666666676	-0.05	-0.13866666666666666	-0.05	-0.2406666666666667	-0.16150000000000003
chr1	924717	924719	-0.3503333333333334	-0.15316666666666667	-0.03833333333333333	-0.13866666666666666	-0.03833333333333333	-0.3503333333333334	-0.17012500000000003
chr1	924724	924726	-0.2446666666666667	-0.3951666666666667	-0.08333333333333333	-0.2896666666666667	-0.08333333333333333	-0.3951666666666667	-0.25320833333333337
chr1	924726	924728	-0.3746666666666667	-0.2381666666666667	0.08333333333333333	-0.262	0.08333333333333333	-0.3746666666666667	-0.197875
chr1	924730	924732	-0.10133333333333336	-0.07216666666666667	0.061	-0.04933333333333337	0.061	-0.10133333333333336	-0.04045833333333335
chr1	924732	924734	-0.2923333333333333	-0.03416666666666668	-0.022333333333333344	-0.08366666666666664	-0.022333333333333344	-0.2923333333333333	-0.108125
chr1	924738	924740	-0.1586666666666667	-0.19933333333333333	0.032333333333333325	-0.038000000000000006	0.032333333333333325	-0.19933333333333333	-0.09091666666666667
chr1	924750	924752	-0.13499999999999995	-0.05066666666666664	-0.11133333333333334	0.11933333333333335	0.11933333333333335	-0.13499999999999995	-0.044416666666666646
chr1	924763	924765	-0.21166666666666667	0.011666666666666629	-0.06433333333333335	0.0373333333333333	0.0373333333333333	-0.21166666666666667	-0.05675000000000003
chr1	924766	924768	-0.1663333333333334	-0.03700000000000003	-0.05466666666666667	0.06999999999999998	0.06999999999999998	-0.1663333333333334	-0.047000000000000035
chr1	924771	924773	-0.10566666666666666	-0.003333333333333327	0.040666666666666657	0.12566666666666665	0.12566666666666665	-0.10566666666666666	0.01433333333333333
chr1	924778	924780	-0.04033333333333333	0.05049999999999994	0.14499999999999996	0.15266666666666662	0.15266666666666662	-0.04033333333333333	0.0769583333333333
chr1	924790	924792	-0.2356666666666667	0.012999999999999998	-0.007999999999999993	0.0016666666666666494	0.012999999999999998	-0.2356666666666667	-0.05725000000000001
chr1	924793	924795	-0.2773333333333334	-0.188	-0.2323333333333333	-0.16466666666666666	-0.16466666666666666	-0.2773333333333334	-0.21558333333333332
chr1	924800	924802	-0.20000000000000007	-0.06333333333333334	-0.06899999999999999	-0.09933333333333334	-0.06333333333333334	-0.20000000000000007	-0.10791666666666669
chr1	924802	924804	-0.038000000000000034	0.060333333333333315	0.011333333333333306	0.14766666666666664	0.14766666666666664	-0.038000000000000034	0.04533333333333331
chr1	924804	924806	-0.08933333333333332	-0.016000000000000028	-0.0573333333333333	0.09166666666666666	0.09166666666666666	-0.08933333333333332	-0.01775
chr1	924814	924816	-0.31066666666666665	-0.07933333333333334	-0.06966666666666665	-0.05799999999999999	-0.05799999999999999	-0.31066666666666665	-0.12941666666666665
chr1	924818	924820	-0.3386666666666667	-0.15666666666666665	-0.058666666666666666	-0.03599999999999999	-0.03599999999999999	-0.3386666666666667	-0.14750000000000002
chr1	924846	924848	-0.3546666666666667	-0.17766666666666664	-0.28600000000000003	-0.138	-0.138	-0.3546666666666667	-0.23908333333333334
chr1	924854	924856	-0.08433333333333333	-0.058	0.07849999999999999	-0.12000000000000002	0.07849999999999999	-0.12000000000000002	-0.045958333333333344
chr1	924860	924862	-0.29100000000000004	-0.138	-0.1715	-0.19333333333333336	-0.138	-0.29100000000000004	-0.19845833333333335
chr1	924862	924864	-0.11199999999999999	-0.043666666666666666	0.053166666666666654	-0.10500000000000002	0.053166666666666654	-0.11199999999999999	-0.051875000000000004
chr1	924865	924867	-0.18833333333333327	-0.11366666666666665	-0.16649999999999998	-0.14066666666666666	-0.11366666666666665	-0.18833333333333327	-0.15229166666666666
chr1	924876	924878	-0.191	-0.09966666666666668	-0.17683333333333334	-0.25	-0.09966666666666668	-0.25	-0.179375
chr1	924883	924885	-0.1036666666666667	-0.05066666666666668	-0.13116666666666665	-0.11733333333333333	-0.05066666666666668	-0.13116666666666665	-0.10070833333333334
chr1	924895	924897	-0.2046666666666667	-0.04666666666666667	-0.15883333333333333	-0.11466666666666668	-0.04666666666666667	-0.2046666666666667	-0.13120833333333334
chr1	924901	924903	-0.2863333333333333	-0.08333333333333333	-0.2145	-0.218	-0.08333333333333333	-0.2863333333333333	-0.20054166666666665
chr1	924905	924907	-0.15366666666666667	0.003666666666666665	-0.126	-0.012999999999999984	0.003666666666666665	-0.15366666666666667	-0.07225000000000001
chr1	924907	924909	-0.12433333333333332	0.0020000000000000018	-0.6191666666666666	-0.12633333333333333	0.0020000000000000018	-0.6191666666666666	-0.2169583333333333
chr1	924912	924914	-0.151	-0.2953333333333333	-0.2908333333333333	-0.1506666666666667	-0.1506666666666667	-0.2953333333333333	-0.2219583333333333
chr1	924929	924931	-0.2335	-0.25	-0.2515	-0.2733333333333333	-0.2335	-0.2733333333333333	-0.2520833333333333
chr1	924938	924940	-0.003500000000000003	-0.2913333333333333	-0.003500000000000003	-0.025999999999999968	-0.003500000000000003	-0.2913333333333333	-0.08108333333333331
chr1	924952	924954	-0.05483333333333332	-0.056	0.00016666666666667607	-0.11766666666666667	0.00016666666666667607	-0.11766666666666667	-0.057083333333333326
chr1	924955	924957	-0.15233333333333335	-0.207	-0.2858333333333333	-0.25299999999999995	-0.15233333333333335	-0.2858333333333333	-0.22454166666666664
chr1	924967	924969	-0.26383333333333336	-0.10149999999999998	-0.08299999999999999	-0.2325	-0.08299999999999999	-0.26383333333333336	-0.17020833333333335
chr1	924973	924975	-0.11	-0.22366666666666665	-0.16649999999999998	-0.3233333333333333	-0.11	-0.3233333333333333	-0.20587499999999997
chr1	924980	924982	-0.3336666666666666	-0.19966666666666666	-0.16649999999999998	-0.26666666666666666	-0.16649999999999998	-0.3336666666666666	-0.24162499999999998
chr1	924982	924984	-0.064	0.023000000000000048	-0.4	-0.3	0.023000000000000048	-0.4	-0.18524999999999997
chr1	924989	924991	-0.04816666666666666	-0.038833333333333366	0.048500000000000015	0.035	0.048500000000000015	-0.04816666666666666	-0.0008750000000000008
chr1	925011	925013	0.054999999999999986	0.07900000000000004	0.25	0.2	0.25	0.054999999999999986	0.14600000000000002
chr1	925019	925021	-0.08749999999999998	-0.06266666666666665	0.03450000000000003	-0.11366666666666665	0.03450000000000003	-0.11366666666666665	-0.057333333333333306
chr1	925029	925031	0.16949999999999998	0.13116666666666668	0.10100000000000003	-0.03983333333333333	0.16949999999999998	-0.03983333333333333	0.09045833333333334
chr1	925038	925040	-0.2018333333333333	-0.1295	0.11	0.196	0.196	-0.2018333333333333	-0.00633333333333333
chr1	925046	925048	-0.38299999999999995	-0.3915	-0.1415	-0.0555	-0.0555	-0.3915	-0.24287499999999998
chr1	925065	925067	0.353	0.16700000000000004	0.16499999999999998	0.23966666666666664	0.353	0.16499999999999998	0.2311666666666667
chr1	925067	925069	-0.15516666666666673	-0.2145	-0.15850000000000006	-0.03816666666666668	-0.03816666666666668	-0.2145	-0.14158333333333337
chr1	925082	925084	-0.1013333333333333	-0.14566666666666664	0.02933333333333332	0.0693333333333333	0.0693333333333333	-0.14566666666666664	-0.03708333333333333
chr1	925084	925086	-0.18333333333333326	-0.052999999999999985	-0.4016666666666666	0.01899999999999999	0.01899999999999999	-0.4016666666666666	-0.15474999999999997
chr1	925086	925088	-0.13266666666666668	-0.023333333333333317	-0.3500000000000001	0.06666666666666665	0.06666666666666665	-0.3500000000000001	-0.10983333333333337
chr1	925088	925090	-0.02166666666666669	-0.034333333333333355	-0.22216666666666665	-0.05600000000000002	-0.02166666666666669	-0.22216666666666665	-0.08354166666666668
chr1	925097	925099	-0.13266666666666668	-0.06516666666666668	0.02933333333333332	0.111	0.111	-0.13266666666666668	-0.01437500000000001
chr1	925106	925108	-0.11766666666666667	-0.2191666666666667	-0.08166666666666668	-0.07566666666666666	-0.07566666666666666	-0.2191666666666667	-0.12354166666666667
chr1	925115	925117	-0.024333333333333318	-0.3041666666666667	-0.15166666666666664	-0.08900000000000002	-0.024333333333333318	-0.3041666666666667	-0.14229166666666665
chr1	925122	925124	-0.020333333333333342	-0.23716666666666664	-0.20816666666666664	0.034333333333333334	0.034333333333333334	-0.23716666666666664	-0.10783333333333331
chr1	925152	925154	-0.21100000000000002	-0.3516666666666667	-0.08166666666666668	-0.2743333333333333	-0.08166666666666668	-0.3516666666666667	-0.22966666666666666
chr1	925376	925378	-0.25	-0.3993333333333333	-0.4443333333333333	-0.125	-0.125	-0.4443333333333333	-0.30466666666666664
chr1	925380	925382	-0.1253333333333333	-0.14933333333333332	-0.08333333333333331	0.033	0.033	-0.14933333333333332	-0.08124999999999999
chr1	925386	925388	-0.06666666666666668	-0.2333333333333333	-0.3333333333333333	-0.249	-0.06666666666666668	-0.3333333333333333	-0.22058333333333333
chr1	925421	925423	-0.09466666666666666	-0.366	-0.4166666666666667	-0.19333333333333333	-0.09466666666666666	-0.4166666666666667	-0.26766666666666666
chr1	925439	925441	0.07383333333333332	0.03316666666666665	-0.2335	-0.07783333333333334	0.07383333333333332	-0.2335	-0.05108333333333335
chr1	925442	925444	-0.3	-0.11433333333333336	-0.3333333333333333	-0.289	-0.11433333333333336	-0.3333333333333333	-0.25916666666666666
chr1	925444	925446	0.08316666666666665	0.09983333333333333	-0.2335	-0.06383333333333333	0.09983333333333333	-0.2335	-0.028583333333333336
chr1	925450	925452	-0.44166666666666665	-0.10333333333333332	-0.389	-0.464	-0.10333333333333332	-0.464	-0.3495
chr1	925475	925477	-0.013666666666666688	0.10199999999999998	-0.1	-0.10833333333333332	0.10199999999999998	-0.10833333333333332	-0.03000000000000001
chr1	925482	925484	0.035666666666666624	0.13699999999999996	0.010333333333333306	0.16099999999999995	0.16099999999999995	0.010333333333333306	0.08599999999999997
chr1	925489	925491	-0.030666666666666675	0.022333333333333344	-0.13333333333333333	-0.14400000000000004	0.022333333333333344	-0.14400000000000004	-0.07141666666666668
