NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB
2.166303	1.689853	16.111111	5.139197	4.954666	3.137924	6.275223	3.724135	1.52419	2.923583	4.98608	3.596773	3.175212	6.048618	6.072304	6.183392	5.324485	1.981369	0.925006	5.523969	4.258462	4.278144
3.948881	5.499995	18.333333	0.366374	10.286484	1.866421	8.189914	0.574624	0.797396	6.564705	4.178951	0.079893	8.033263	4.344212	5.962014	7.385562	1.574714	2.094457	2.85217	1.736421	4.819257	0.51096
3.649765	6.626413	20.555556	5.354897	6.288277	0.557683	2.481118	0.965284	0.971729	6.427885	4.644971	2.263753	5.804675	6.148579	1.762722	5.556799	0.282827	3.968577	2.66876	3.074282	4.981119	4.964332
2.892054	6.941876	22.777778	6.265849	2.240272	0.801096	5.427978	3.707068	5.254069	6.332389	2.666323	1.589913	2.150056	6.974608	3.124515	3.022776	2.115355	3.356758	1.179526	3.676238	5.227484	2.276018
4.764654	4.235056	25.0	2.039566	1.068775	4.644204	3.438962	1.438682	5.858687	3.809841	0.629361	0.273912	2.73246	6.079726	3.550862	5.839756	5.922501	0.195367	4.093323	4.984931	2.131223	7.268152
3.684214	2.075443	6.490822	5.0	3.095844	4.49066	7.25416	6.543111	6.073234	6.921435	7.854411	0.331797	5.814388	6.965739	7.152524	1.075788	1.227495	6.474206	4.122354	2.024993	2.912621	2.414761
5.347923	1.858607	0.992166	7.222222	8.43292	6.299276	1.562309	6.370223	2.486239	0.660439	0.396012	4.183861	3.537643	6.475669	6.843147	9.208314	3.108594	2.652015	3.746744	9.710639	7.99977	0.905269
8.639781	1.094107	5.088891	9.444444	2.60016	0.19198	3.339275	3.934549	7.652896	6.630274	5.973643	2.126123	9.8595	7.225597	3.817783	1.902061	4.713421	9.097048	0.331653	5.509253	0.380064	0.447499
2.216559	3.883252	2.786389	11.666667	3.502855	4.497629	1.16021	3.251228	8.942712	0.251401	7.997047	7.520438	6.153979	6.043376	1.140535	5.386989	3.899498	3.28909	7.96117	2.220802	1.866895	4.361279
2.21307	5.731118	2.955657	13.888889	2.137343	7.179656	4.447395	3.243195	7.059366	7.630712	2.55925	6.784772	4.725385	3.006671	1.975014	0.473679	8.183067	2.708938	0.710857	3.957284	5.994383	2.4343
5.374534	5.007567	2.328282	16.111111	2.135552	3.490053	6.691944	7.313624	7.219839	5.750843	6.546595	4.401069	7.143018	0.230233	1.214977	1.568353	3.779578	0.815719	1.547181	4.992092	4.408019	1.929816
0.080105	4.341841	5.846284	18.333333	8.322021	3.535832	1.878463	2.666661	9.056288	3.6368	4.749313	7.506755	3.345304	0.846849	6.570748	2.480021	0.040764	5.004585	2.51414	1.590625	2.930399	4.722871
1.661056	6.108405	5.496984	20.555556	2.848985	2.944233	3.491113	3.459857	4.751003	4.373936	4.903614	4.800397	2.013073	4.838663	2.176	3.289744	7.240997	0.353836	4.362819	5.535899	3.348039	1.445791
5.629299	1.866735	1.829692	22.777778	1.827551	5.395256	5.094194	4.845483	3.2635	1.351668	0.965508	3.580713	5.961907	0.338095	5.578954	5.435955	4.958958	2.866587	4.282173	2.262549	6.188635	3.698812
2.380981	4.823062	0.637102	25.0	0.668269	7.21812	2.380212	7.147121	0.025123	3.010634	2.464413	3.482221	1.588628	5.201683	7.862496	5.447467	4.010638	5.279317	0.212686	1.713961	2.61641	6.829457
2.987903	2.668115	8.016964	2.385783	5.0	8.399062	1.639585	7.780945	6.410179	4.80966	4.707842	2.5767	8.638828	7.900247	4.008059	4.767108	2.593528	4.789126	1.53153	4.777344	0.557393	3.054096
3.489422	11.65803	8.329932	3.146021	7.222222	0.924306	3.722883	0.86263	2.050721	2.969473	0.328997	9.007943	4.901539	0.385816	0.697456	3.806056	3.252858	12.127691	3.49201	5.669285	6.868794	5.085916
0.078493	7.973464	5.605813	6.824787	9.444444	0.402418	7.367153	1.554187	2.81148	7.458334	4.748154	4.615843	3.241519	3.338027	1.620219	1.988689	2.85184	5.737914	5.975903	7.795923	1.42251	7.142884
3.254684	1.539461	5.86121	3.507452	11.666667	1.383196	3.025994	2.004598	5.236205	4.801723	8.580053	6.704999	4.038108	0.523251	0.016778	1.268179	8.14348	5.674304	8.440982	5.679428	0.952262	7.696986
2.260628	3.965013	5.309741	6.287312	13.888889	6.951812	1.833649	5.295241	3.612005	4.497259	0.617389	1.023393	6.335388	1.400067	3.8386	5.316076	0.360997	6.809885	6.978915	5.822476	5.024345	2.570922
7.174589	5.294517	0.511475	2.827427	16.111111	0.993045	3.547086	2.068505	2.168329	7.821776	7.782357	2.458922	8.471054	4.475657	0.788937	0.996193	4.421038	0.58103	2.751267	2.122668	8.287369	8.345649
2.110565	4.575707	2.456575	0.717514	18.333333	1.6962	2.817146	3.015234	7.475489	0.815749	6.835728	5.269743	4.143248	6.438653	4.953051	5.218387	0.824368	5.746562	1.492696	3.328216	4.692863	7.042972
3.415528	0.351802	4.286692	4.305617	20.555556	5.968261	6.813987	5.876063	2.622102	1.673776	5.283886	1.390087	2.261232	2.167558	5.14248	0.641744	4.911276	5.73135	6.335118	1.215806	4.800051	4.250029
0.835362	3.433169	6.394568	1.956226	22.777778	4.379392	6.580654	5.012382	0.395206	6.061939	0.768385	2.049386	3.409237	3.699633	5.483373	2.799683	0.694039	4.667153	5.920483	1.183947	5.664833	5.833172
0.135339	6.415879	2.98902	5.271519	25.0	4.233189	2.212511	3.060893	2.375335	5.106867	4.577056	2.074271	3.865609	3.585435	5.186378	1.839882	6.864425	2.109364	2.491392	4.814615	1.130786	4.660232
7.043383	4.086329	0.980334	6.536533	7.156565	5.0	4.653793	3.360216	5.857056	5.352791	6.199012	1.957839	3.665618	2.718012	6.813435	3.453772	2.050367	5.957782	5.022003	6.407832	0.255732	5.471597
4.077166	4.107049	1.537003	6.223266	0.196656	7.222222	3.410547	4.950432	1.830548	5.797316	5.640626	3.305968	3.403258	9.273316	6.781064	7.941679	0.338992	1.353961	7.787817	6.440365	7.826669	0.554081
0.443436	0.380543	5.774457	1.649209	8.217345	9.444444	4.618705	8.868178	3.319515	1.21597	5.308685	4.25222	4.905923	8.109708	7.498577	1.699524	5.89227	10.601736	1.144246	4.272679	1.374498	1.008132
1.289753	3.355279	3.838655	0.662874	6.384253	11.666667	2.602803	2.496764	8.283877	5.124664	3.288199	5.226485	7.307676	5.581212	1.451365	4.962841	4.222744	0.206362	3.083696	3.47386	8.654894	6.835077
1.943861	3.125089	4.691577	6.222765	1.456776	13.888889	7.24629	7.024519	3.769156	5.819237	4.572401	6.735341	7.127108	0.405126	3.777414	4.39194	3.445438	5.119939	6.488977	0.239831	1.434257	1.074071
1.020443	4.975701	8.012983	6.544017	6.674567	16.111111	5.419715	6.725365	0.912942	4.92512	6.574308	5.017003	2.651107	2.960679	7.003034	0.795366	1.277831	7.866021	3.10104	0.848979	0.157904	0.424765
3.479681	0.546785	4.025761	3.734804	4.893188	18.333333	2.706864	6.950104	3.168079	1.042204	3.629454	1.550986	5.894157	7.129221	5.051625	2.992189	6.085849	4.688394	6.269309	3.180437	2.374712	2.272862
6.436721	4.807398	7.116825	0.114645	7.232345	20.555556	4.481604	2.810237	7.322579	7.292763	5.719172	0.79801	4.806451	0.282635	2.262433	0.310578	1.369353	6.357113	3.288442	0.421388	5.86639	0.347363
2.373438	4.44913	2.015402	6.165206	7.859981	22.777778	3.054667	1.882619	0.972667	0.504236	6.316282	8.069853	0.738627	0.292021	6.259459	7.933735	3.319774	6.962549	1.087276	0.063805	4.440215	2.461279
5.07613	1.218103	3.154307	5.592336	3.899645	25.0	0.854858	2.871454	5.814109	2.957252	6.28516	0.679295	2.042913	3.314341	2.362321	3.492322	5.878338	5.473362	0.224334	4.090205	5.381299	4.337916
6.342817	1.450178	1.038845	5.879529	7.39252	4.171193	5.0	4.179119	3.724369	6.408339	1.06633	3.776201	5.203478	3.606684	1.841161	5.965844	3.025342	5.230235	6.133179	5.111	6.036639	7.416997
7.125992	0.903154	6.922682	7.066988	4.348306	5.52145	7.222222	3.511279	2.73022	0.816611	7.333027	5.356833	6.255023	5.341859	4.395327	3.136077	0.151429	1.445551	6.316425	2.44182	6.860325	4.797401
2.656176	6.514044	7.32138	6.44756	7.477276	3.537814	9.444444	3.528787	1.983643	3.996503	2.023726	3.572511	4.077832	7.474083	5.267918	2.277158	0.841473	2.93882	5.014328	6.031001	0.261342	7.312181
5.779662	3.097089	4.153699	6.531981	1.433197	7.605341	11.666667	0.348112	1.569478	5.609659	6.4639	4.581329	5.69784	1.163534	5.350463	5.443082	2.436056	3.718277	2.459377	2.533826	7.081517	5.275915
0.896071	2.460115	0.893415	0.121953	8.666218	4.003897	13.888889	2.283286	2.793704	7.065063	5.981054	7.228047	2.42713	2.830465	6.01865	2.885817	5.178133	6.392683	4.87183	2.425098	4.114339	6.574144
1.496229	3.422148	5.849471	0.127211	7.887063	1.385823	16.111111	5.524065	3.804548	2.010358	0.847673	1.827391	5.168969	2.347266	6.453137	7.572724	0.151552	5.067582	5.068406	4.875705	6.620996	6.380571
8.340544	2.613968	4.262018	3.417894	8.365974	4.994324	18.333333	3.568169	2.850886	2.227643	1.29453	1.005785	0.089871	4.559191	4.729835	3.364009	8.212341	0.150295	2.982624	7.232595	7.320472	0.083698
4.400338	0.109347	4.779603	5.605272	3.436063	5.345385	20.555556	5.717238	5.571734	5.529821	3.323887	3.4685	2.014627	4.311193	1.092393	1.881574	1.043427	4.811798	5.648176	2.89127	5.410194	3.052605
6.534802	6.36456	0.428002	4.184857	0.230744	0.119359	22.777778	1.367913	4.1861	1.825174	4.751951	2.624878	6.819492	0.765641	4.386722	5.757675	7.090706	7.311632	4.432874	2.022453	0.555108	5.461581
0.219554	3.811558	2.329773	5.757623	4.133356	0.617593	25.0	3.030355	4.302035	2.824729	4.153289	4.850232	4.133649	5.710983	4.97327	5.353136	0.17928	4.815134	3.650359	5.841032	2.474495	1.838566
1.895494	7.601752	7.130095	5.769341	7.987035	2.46881	5.773791	5.0	3.964898	6.262371	0.52767	6.450206	0.575277	3.133054	3.595807	8.086245	6.171678	0.249551	6.298538	2.683289	3.337095	5.038002
5.709952	6.933273	1.09071	7.308727	6.274279	6.685788	2.459308	7.222222	2.085148	2.960682	2.628776	5.758494	7.120819	5.421501	0.712892	6.347188	5.40474	6.648773	1.38922	1.072105	3.921329	4.844075
2.784362	4.268477	6.472614	4.999083	4.453213	5.169928	7.166458	9.444444	0.259009	6.910361	2.206858	6.048104	0.866641	4.22573	4.422205	3.790687	5.590056	4.788386	4.740396	4.17548	4.298622	2.918886
5.992244	1.221209	4.391584	7.947731	3.178675	1.484406	3.34846	11.666667	2.328547	3.12225	1.346296	1.035732	7.050595	6.723152	4.104512	8.165062	0.92381	8.152454	4.140276	6.157932	7.020379	0.498029
5.622674	1.570791	6.866424	5.521576	2.504607	3.001873	1.098153	13.888889	5.435937	5.357568	2.535305	1.328725	4.524028	2.976519	6.824104	5.089649	2.692955	0.541695	5.879034	6.503137	5.698374	4.537981
5.765175	3.908122	6.102407	2.071063	3.825946	2.699307	6.968353	16.111111	1.663154	6.162058	2.481034	7.392373	0.633963	6.409956	4.867771	0.909037	0.099723	5.3748	5.668153	6.271842	0.279956	4.334696
7.615215	2.534206	0.911064	1.659332	6.684054	6.103437	5.905329	18.333333	3.59756	2.688002	0.672041	3.326966	0.157333	7.692788	7.782595	1.822549	0.210827	2.881077	1.128695	7.784516	4.832824	5.67626
5.477994	5.408699	3.761012	1.801601	1.976585	2.954899	4.351096	20.555556	7.370038	4.392824	0.681749	6.19485	1.109326	1.957256	6.158428	4.498143	1.221097	3.397396	0.180565	5.816129	5.317209	5.41755
1.260753	1.832678	4.749873	4.776513	2.117537	6.330648	5.498755	22.777778	0.338151	3.341535	7.327258	2.218412	4.818862	6.202818	5.549445	0.590947	5.17308	1.867214	3.980712	2.503194	2.345359	4.398479
2.193553	0.728715	4.328238	6.413107	1.413072	4.945429	2.795292	25.0	3.421213	6.164704	4.684755	5.419488	3.151606	2.678445	5.987472	0.798137	1.215456	3.184152	0.854628	2.196817	5.875041	6.550681
5.509757	6.363881	6.837826	6.499052	5.600271	5.071739	6.294028	4.765246	5.0	2.850842	0.724816	5.336792	0.872947	3.816315	7.880877	3.702002	0.106525	7.666319	6.67547	3.602461	1.343799	3.479032
6.838429	4.625365	1.103635	4.44858	0.967502	3.373123	0.372584	6.351252	7.222222	6.998641	3.603664	4.846743	7.8725	6.971187	7.222787	3.992206	5.980831	1.911726	3.210313	4.675496	4.764876	2.646336
5.318325	4.760868	5.371328	2.378818	5.888939	5.653422	1.69107	5.263469	9.444444	3.54747	2.288028	0.112164	4.614669	3.681415	7.125793	1.316066	0.773989	7.183266	6.973838	3.781258	6.653515	6.177844
7.039799	5.164136	6.813686	4.403888	7.928773	1.243447	2.61872	1.698496	11.666667	2.458999	1.566973	5.902529	0.582611	4.525746	2.017035	7.07785	5.292829	5.083443	4.855592	4.502577	3.987596	3.568607
7.072395	1.556634	1.303516	5.920104	2.553193	2.50557	3.743851	6.759412	13.888889	3.217745	3.584647	2.350501	0.059015	1.08724	3.315404	6.201914	6.25649	5.291242	6.835405	6.750873	3.516343	6.229615
7.642938	1.982955	4.60081	1.088314	6.390358	1.408507	8.49393	0.927405	16.111111	4.050385	1.565473	0.459987	8.202773	0.292548	5.816485	7.274189	7.463747	3.359821	5.205228	1.075783	0.3933	6.193953
0.652236	3.034388	8.062675	2.982568	7.799307	0.443188	2.303033	5.509835	18.333333	5.266442	1.98866	1.250767	0.619465	5.702011	5.681629	7.029601	3.073221	5.446146	5.236372	2.612042	0.54046	6.432617
1.685699	5.693755	2.973242	6.404069	2.137949	5.733317	3.655147	6.636659	20.555556	1.027558	0.362693	3.795098	3.208087	6.619958	6.335603	4.08712	3.516766	1.667117	5.407354	0.362755	2.004728	6.129774
5.92457	4.415881	4.739169	5.631461	5.159491	6.723796	6.607371	2.736586	22.777778	5.740597	1.708033	0.225793	0.296975	1.617867	1.916962	4.046156	1.525593	2.227554	5.25711	0.681776	3.642881	6.396597
5.678367	1.419883	1.606059	5.876996	2.968947	5.95744	3.50449	0.849191	25.0	5.30346	2.552476	5.473755	4.664511	5.738629	0.651187	5.487207	6.058454	5.943807	0.612545	1.474084	0.114999	3.063514
1.652271	1.284804	2.521426	2.623335	4.359954	4.720099	9.129528	7.015127	0.850242	5.0	4.17435	7.018149	5.301848	6.980259	4.259753	1.391419	0.974795	1.594325	9.262905	5.113835	9.257278	5.514298
5.378725	0.793278	4.158534	1.911771	7.738646	6.000413	2.732797	1.190463	7.414515	7.222222	7.268251	0.140122	5.394385	7.910432	3.983601	7.887598	2.830622	0.409583	5.665084	1.420149	7.2561	5.292708
3.730233	7.713669	6.018334	1.705861	3.973192	5.41524	1.794609	6.345169	5.144072	9.444444	6.041734	2.099038	4.317539	6.283422	5.870811	9.207689	0.775731	2.311749	1.71965	1.389732	4.23068	4.467403
4.060236	0.895376	3.619507	3.821914	1.846794	5.57361	0.807335	4.985129	6.508062	11.666667	2.72455	6.311275	2.607831	6.717366	5.703365	4.408302	1.964958	6.760917	7.386823	4.078186	0.489422	7.062374
0.643225	5.24299	5.108031	3.845228	4.459835	2.393462	8.467221	4.213784	6.168985	13.888889	4.759919	2.669687	0.387216	7.106333	5.393193	2.864867	1.698889	3.434893	1.990859	3.39227	6.063897	5.806328
2.126943	1.878903	4.719047	6.068762	7.251177	3.499963	5.522256	1.221586	4.435909	16.111111	7.70129	6.102123	2.929434	0.89993	5.975799	3.015111	1.886635	0.039563	1.176598	6.677312	6.390346	4.370201
2.240499	3.161148	6.926372	4.551124	7.104157	2.183006	4.675046	0.611794	5.091604	18.333333	0.549862	5.870407	2.096253	5.671086	1.298487	2.511025	6.449144	3.278009	0.163981	7.033759	6.605889	3.594014
2.554241	3.477868	6.46649	4.707968	1.843945	4.336674	1.721565	0.654258	3.058773	20.555556	6.691151	6.466226	3.49176	4.38541	0.559223	5.583332	2.26183	4.264125	6.690024	1.771692	4.268639	4.189249
4.624556	3.727014	3.625463	2.864845	4.192967	4.359399	2.146851	5.356814	5.000881	22.777778	0.917866	4.689164	3.905904	4.09679	1.264973	5.147585	1.616312	4.104418	4.669322	4.850213	0.370889	5.689996
4.46592	3.12529	1.662559	3.186994	0.535457	4.290678	1.477308	6.417858	2.064823	25.0	3.682789	3.382505	4.459635	2.409161	1.3749	2.864367	7.334438	6.863049	5.065522	7.096035	1.048739	2.191971
7.875206	6.033831	6.73158	8.344676	0.545932	4.730791	7.94098	7.40694	3.687118	7.496086	5.0	5.194581	2.730624	2.473744	1.993547	5.123232	4.316776	1.677467	2.680947	0.457732	5.378609	2.179602
1.465244	0.887723	0.201802	1.955473	4.513475	9.422482	6.827724	1.565796	7.379246	7.378094	7.222222	4.13894	2.523687	2.761264	7.94329	0.385969	6.707847	1.103849	9.743386	9.857642	1.467433	4.547411
2.856012	3.659314	9.184224	8.518249	2.882191	10.612115	4.271659	0.754829	0.90117	2.080674	9.444444	0.725415	1.281514	8.631373	1.496091	2.322569	1.39227	7.297554	3.23598	5.057048	3.922287	9.473019
0.796035	1.254718	7.693787	6.178731	3.919637	2.187127	6.875816	2.85795	4.793414	5.195389	11.666667	0.561901	6.433398	7.517686	1.864267	7.698703	3.295031	2.082689	0.475199	3.637839	5.522802	7.491212
6.719571	2.455789	0.703272	1.549676	2.584361	4.638186	7.31103	5.02373	1.069863	5.784983	13.888889	5.366747	6.405707	1.922989	4.554869	6.879074	5.393092	2.710217	6.183842	1.721984	1.127274	6.004855
0.751817	5.915466	4.468901	1.612551	3.183347	2.878392	4.465893	2.417569	5.693085	7.678925	16.111111	7.241666	2.511581	5.058457	7.106213	1.774816	1.065418	6.45953	2.607538	3.927936	5.496911	1.572876
6.066158	0.938532	5.620452	5.118678	6.197118	4.199622	4.779375	2.591654	0.531615	0.854346	18.333333	2.70664	2.325508	7.004098	2.162381	4.277717	0.804967	4.956034	5.466114	2.601113	7.188377	5.276167
3.467907	5.871613	3.683347	1.32677	1.972043	5.039171	1.834194	6.651583	3.522535	3.910059	20.555556	0.478934	3.616436	1.125842	3.900135	5.119815	4.417571	2.360736	5.399159	2.13372	6.947139	6.665738
8.311199	5.711709	2.985223	2.83707	2.632566	7.145839	4.39536	1.977383	2.902029	5.061144	22.777778	1.947973	1.499933	3.67297	2.860994	0.178259	8.779265	4.787421	2.772886	1.500693	3.235082	2.027224
4.953495	6.637823	1.647745	3.099526	1.04005	0.9562	0.003615	3.80614	1.067643	2.497364	25.0	5.255108	3.226551	5.116985	4.435095	6.590113	5.963697	3.369973	4.753225	3.22837	4.986923	2.36436
6.296222	6.593553	3.634669	8.401877	5.532637	0.488779	4.501603	4.676626	4.485626	7.855003	6.233002	5.0	3.405832	0.610016	4.109439	6.895595	3.067066	1.750747	5.239761	7.74983	2.014285	1.457832
4.498531	5.976429	5.735618	4.898315	4.180601	4.961858	3.061264	6.504837	5.015502	5.591568	0.360489	7.222222	1.735696	3.783346	5.098108	2.773257	6.247666	6.080226	2.227954	5.899655	3.165092	4.981766
8.034043	6.855554	3.56166	0.952987	5.065035	8.349363	6.661905	8.112039	0.263987	1.5562	7.211413	9.444444	0.330756	1.397638	5.795721	2.72212	0.667583	7.397416	5.438218	5.743345	3.467364	0.971208
0.683813	4.496512	9.222017	5.866923	4.633776	2.164848	0.11854	8.286155	1.423401	4.852116	3.766929	11.666667	7.128849	2.970119	2.523218	0.928082	5.171024	0.506736	3.265941	7.814448	8.73736	3.772526
0.843957	6.09694	5.574105	7.27562	4.742556	1.452141	3.485319	1.510609	2.358024	7.480939	4.573721	13.888889	6.581825	6.878342	8.365663	7.52241	7.440279	0.270826	0.421379	0.436153	2.423801	0.376501
8.232472	4.318534	5.995618	3.280024	1.249899	3.793642	4.665086	0.512208	0.354987	1.281598	0.380019	16.111111	7.551996	5.999204	3.546488	6.551316	2.379797	8.313705	3.575759	1.360083	8.186569	2.359885
0.941636	4.2957	4.353839	5.88331	4.126467	2.941239	5.942769	2.181505	5.42179	3.645784	3.318283	18.333333	5.601515	0.264925	3.495512	1.75669	5.093535	5.256874	4.995678	4.188276	3.879015	4.082324
5.992948	6.470439	2.549258	3.736059	5.563166	2.16849	0.64045	5.096148	4.367962	3.044528	5.977003	20.555556	2.23684	5.33468	1.32033	0.824632	3.362304	6.130605	5.286963	5.498375	0.653096	3.190167
3.495996	6.219161	4.824283	1.39525	4.181651	6.973988	5.549514	2.68178	1.497412	2.105028	6.431389	22.777778	0.228304	6.966879	4.031895	4.029812	5.674538	2.48141	2.281187	0.192212	2.487635	3.4929
3.547876	4.701822	3.624222	4.963694	4.290501	3.004336	6.06804	2.698806	2.23478	0.171074	4.993354	25.0	3.154334	4.315937	3.782038	3.503883	0.963157	4.146504	3.213492	1.145003	3.974513	6.502633
5.529941	5.178276	7.419727	0.767415	1.632256	0.774324	2.735554	7.589808	4.509775	5.301863	2.117014	5.060162	5.0	7.229141	5.942525	6.45578	3.835695	3.381511	4.311208	5.028774	2.666081	7.53317
2.359974	1.46424	1.069497	2.913263	0.614528	7.500778	2.003571	5.172616	5.092879	8.727804	5.11915	11.055481	7.222222	11.591603	0.102509	5.486695	1.277458	0.18205	1.486551	5.386328	7.115444	7.055357
3.041066	7.219866	4.468549	9.137204	7.456373	6.478808	2.769989	2.841195	9.69756	6.511868	0.425432	0.533147	9.444444	6.922858	0.329482	8.543762	3.072486	1.853787	3.831882	0.698828	2.681782	2.03963
4.850256	4.485519	5.814291	6.61502	0.434913	6.758013	6.306196	1.310322	7.406781	7.228093	7.265607	1.250266	11.666667	4.764185	2.92726	7.533825	2.771488	3.566166	0.052252	1.317369	2.376973	3.298538
3.035889	6.38118	1.890696	3.71875	2.500685	5.256253	3.192275	5.402751	6.829629	4.848095	0.863036	5.773029	13.888889	2.538223	7.009897	6.57724	3.707025	3.085969	1.845909	3.35774	2.107825	6.189017
