chrom	start	end	Naive CD8 T-NK	Naive CD8 T-Mono	Naive CD8 T-B_cell	Naive CD8 T-Naive CD4 T	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2
chr1	939515	939517	0.1083333333333334	0.3976666666666667	0.09800000000000007	0.2310000000000001	0.09800000000000007	0.3976666666666667	0.20875000000000007	0.15337500000000007
chr1	927188	927190	0.11166666666666658	0.235	0.17300000000000004	0.25	0.11166666666666658	0.25	0.19241666666666665	0.15204166666666663
chr1	938627	938629	0.05333333333333323	0.4089999999999999	0.2696666666666665	0.243	0.05333333333333323	0.4089999999999999	0.2437499999999999	0.14854166666666657
chr1	933683	933685	0.2576666666666667	0.1910000000000001	0.1176666666666668	0.14733333333333332	0.1176666666666668	0.2576666666666667	0.17841666666666672	0.14804166666666677
chr1	932231	932233	0.1383333333333333	0.1196666666666667	0.25	0.18999999999999995	0.1196666666666667	0.25	0.1745	0.14708333333333334
chr1	941633	941635	0.04733333333333334	0.4746666666666667	0.3446666666666667	0.12066666666666667	0.04733333333333334	0.4746666666666667	0.2468333333333333	0.14708333333333332
chr1	935335	935337	0.1263333333333333	0.128	0.17400000000000004	0.19399999999999995	0.1263333333333333	0.19399999999999995	0.15558333333333332	0.1409583333333333
chr1	929744	929746	0.16366666666666674	0.16366666666666674	0.1270000000000001	0.16366666666666674	0.1270000000000001	0.16366666666666674	0.15450000000000008	0.1407500000000001
chr1	937960	937962	0.131	0.2696666666666666	0.1586666666666665	0.10299999999999998	0.10299999999999998	0.2696666666666666	0.16558333333333328	0.13429166666666664
chr1	933166	933168	0.28433333333333344	0.20100000000000007	0.1876666666666668	0.07966666666666677	0.07966666666666677	0.28433333333333344	0.1881666666666668	0.1339166666666668
chr1	930950	930952	0.1113333333333334	0.12683333333333335	0.18933333333333333	0.18933333333333333	0.1113333333333334	0.18933333333333333	0.15420833333333334	0.13277083333333337
chr1	937252	937254	0.20966666666666667	0.1026666666666668	0.1123333333333334	0.20966666666666667	0.1026666666666668	0.20966666666666667	0.15858333333333338	0.1306250000000001
chr1	931556	931558	0.43666666666666665	0.3966666666666666	0.07833333333333338	0.025999999999999912	0.025999999999999912	0.43666666666666665	0.23441666666666666	0.1302083333333333
chr1	937760	937762	0.2290000000000001	0.15633333333333346	0.2106666666666668	0.08566666666666678	0.08566666666666678	0.2290000000000001	0.17041666666666674	0.12804166666666678
chr1	935777	935779	0.08299999999999996	0.2496666666666666	0.18033333333333326	0.17833333333333334	0.08299999999999996	0.2496666666666666	0.1728333333333333	0.12791666666666662
chr1	936793	936795	0.2563333333333333	0.2340000000000001	0.05033333333333333	0.2753333333333333	0.05033333333333333	0.2753333333333333	0.204	0.12716666666666665
chr1	937244	937246	0.19433333333333336	0.1393333333333333	0.09666666666666668	0.19433333333333336	0.09666666666666668	0.19433333333333336	0.15616666666666668	0.12641666666666668
chr1	937622	937624	0.2473333333333333	0.14733333333333332	0.12383333333333335	0.09833333333333327	0.09833333333333327	0.2473333333333333	0.1542083333333333	0.12627083333333328
chr1	936815	936817	0.18400000000000005	0.129	0.18400000000000005	0.10066666666666667	0.10066666666666667	0.18400000000000005	0.1494166666666667	0.1250416666666667
chr1	924284	924286	0.395	0.09350000000000004	0.2956666666666667	0.03333333333333333	0.03333333333333333	0.395	0.204375	0.11885416666666666
chr1	925673	925675	0.07666666666666666	0.2991666666666667	0.13433333333333333	0.13166666666666668	0.07666666666666666	0.2991666666666667	0.16045833333333334	0.1185625
chr1	925916	925918	0.08133333333333333	0.09133333333333334	0.23800000000000004	0.21	0.08133333333333333	0.23800000000000004	0.15516666666666667	0.11825
chr1	924405	924407	0.24300000000000005	0.2766666666666667	0.10033333333333333	0.064	0.064	0.2766666666666667	0.17100000000000004	0.11750000000000002
chr1	938434	938436	0.06566666666666687	0.19866666666666666	0.254	0.15400000000000005	0.06566666666666687	0.254	0.1680833333333334	0.11687500000000013
chr1	929201	929203	0.14849999999999994	0.17700000000000005	0.1509999999999999	0.09133333333333338	0.09133333333333338	0.17700000000000005	0.14195833333333333	0.11664583333333335
chr1	937701	937703	0.1920000000000001	0.09200000000000008	0.15066666666666673	0.1253333333333333	0.09200000000000008	0.1920000000000001	0.14000000000000004	0.11600000000000006
chr1	932962	932964	0.14400000000000002	0.2263333333333333	0.1346666666666666	0.08333333333333337	0.08333333333333337	0.2263333333333333	0.14708333333333332	0.11520833333333334
chr1	929438	929440	0.18866666666666665	0.08899999999999998	0.09833333333333336	0.18866666666666665	0.08899999999999998	0.18866666666666665	0.14116666666666666	0.11508333333333332
chr1	936415	936417	0.31000000000000005	0.11433333333333352	0.19899999999999995	0.05900000000000005	0.05900000000000005	0.31000000000000005	0.1705833333333334	0.11479166666666672
chr1	935192	935194	0.14300000000000007	0.05933333333333335	0.29166666666666663	0.1753333333333334	0.05933333333333335	0.29166666666666663	0.16733333333333336	0.11333333333333336
chr1	924338	924340	0.1285	0.1085	0.11183333333333334	0.11749999999999995	0.1085	0.1285	0.11658333333333333	0.11254166666666666
chr1	937859	937861	0.14500000000000002	0.16666666666666666	0.16666666666666666	0.08416666666666661	0.08416666666666661	0.16666666666666666	0.14062499999999994	0.11239583333333328
chr1	929043	929045	0.07833333333333331	0.1218333333333333	0.12033333333333325	0.2616666666666665	0.07833333333333331	0.2616666666666665	0.14554166666666654	0.11193749999999993
chr1	935322	935324	0.09399999999999996	0.16633333333333328	0.1356666666666666	0.1176666666666666	0.09399999999999996	0.16633333333333328	0.12841666666666662	0.1112083333333333
chr1	937031	937033	0.17966666666666664	0.2353333333333332	0.06733333333333336	0.131	0.06733333333333336	0.2353333333333332	0.1533333333333333	0.11033333333333332
chr1	932731	932733	0.214	0.2566666666666667	0.18233333333333346	0.04166666666666674	0.04166666666666674	0.2566666666666667	0.17366666666666672	0.10766666666666673
chr1	935491	935493	0.04299999999999998	0.1953333333333333	0.2663333333333333	0.1786666666666667	0.04299999999999998	0.2663333333333333	0.17083333333333334	0.10691666666666666
chr1	926221	926223	0.136	0.12299999999999996	0.188	0.07933333333333331	0.07933333333333331	0.188	0.13158333333333333	0.10545833333333332
chr1	936487	936489	0.1389999999999999	0.1389999999999999	0.08333333333333326	0.1389999999999999	0.08333333333333326	0.1389999999999999	0.12508333333333324	0.10420833333333325
chr1	925709	925711	0.15533333333333332	0.07200000000000002	0.15433333333333332	0.12866666666666665	0.07200000000000002	0.15533333333333332	0.12758333333333333	0.09979166666666667
chr1	932510	932512	0.19133333333333324	0.19133333333333324	0.1503333333333332	0.052999999999999936	0.052999999999999936	0.19133333333333324	0.1464999999999999	0.09974999999999992
chr1	930057	930059	0.20100000000000007	0.20100000000000007	0.03533333333333344	0.20100000000000007	0.03533333333333344	0.20100000000000007	0.1595833333333334	0.09745833333333342
chr1	940459	940461	0.15566666666666662	0.10499999999999997	0.2423333333333333	0.05499999999999998	0.05499999999999998	0.2423333333333333	0.13949999999999996	0.09724999999999998
chr1	932813	932815	0.048000000000000036	0.2920000000000001	0.1270000000000001	0.1010000000000002	0.048000000000000036	0.2920000000000001	0.14200000000000013	0.09500000000000008
chr1	936795	936797	0.1333333333333333	0.19699999999999984	0.1526666666666665	0.055333333333333234	0.055333333333333234	0.19699999999999984	0.13458333333333322	0.09495833333333323
chr1	929210	929212	0.044499999999999984	0.1910000000000001	0.15933333333333333	0.17766666666666664	0.044499999999999984	0.1910000000000001	0.143125	0.0938125
chr1	929594	929596	0.18733333333333346	0.060000000000000275	0.12300000000000012	0.13166666666666682	0.060000000000000275	0.18733333333333346	0.12550000000000014	0.09275000000000021
chr1	927039	927041	0.061666666666666765	0.16833333333333333	0.1166666666666668	0.1443333333333333	0.061666666666666765	0.16833333333333333	0.12275000000000005	0.0922083333333334
chr1	925439	925441	0.3073333333333333	0.04066666666666667	0.15166666666666667	0.07383333333333332	0.04066666666666667	0.3073333333333333	0.143375	0.09202083333333333
chr1	941476	941478	0.29666666666666663	0.02000000000000001	0.2086666666666667	0.12899999999999998	0.02000000000000001	0.29666666666666663	0.16358333333333333	0.09179166666666667
chr1	929739	929741	0.025333333333333208	0.17516666666666658	0.17966666666666653	0.21966666666666654	0.025333333333333208	0.21966666666666654	0.14995833333333322	0.08764583333333321
chr1	932282	932284	0.1509999999999999	0.04333333333333322	0.1926666666666665	0.1389999999999999	0.04333333333333322	0.1926666666666665	0.1314999999999999	0.08741666666666656
chr1	935616	935618	0.16500000000000006	0.22333333333333336	0.22066666666666668	0.016666666666666663	0.016666666666666663	0.22333333333333336	0.1564166666666667	0.08654166666666668
chr1	930283	930285	0.16633333333333333	0.16333333333333344	0.10599999999999997	0.04933333333333334	0.04933333333333334	0.16633333333333333	0.12125000000000002	0.08529166666666668
chr1	925696	925698	0.06600000000000003	0.09433333333333337	0.06866666666666668	0.15100000000000002	0.06600000000000003	0.15100000000000002	0.09500000000000004	0.08050000000000004
chr1	927930	927932	0.10966666666666668	0.1413333333333333	0.04999999999999993	0.1413333333333333	0.04999999999999993	0.1413333333333333	0.11058333333333333	0.08029166666666662
chr1	925029	925031	0.06849999999999995	0.0383333333333333	0.2093333333333333	0.16949999999999998	0.0383333333333333	0.2093333333333333	0.12141666666666664	0.07987499999999997
chr1	937047	937049	0.10266666666666656	0.06499999999999995	0.10266666666666656	0.10266666666666656	0.06499999999999995	0.10266666666666656	0.09324999999999993	0.07912499999999995
chr1	925987	925989	0.06333333333333332	0.2016666666666667	0.245	0.02166666666666666	0.02166666666666666	0.245	0.13291666666666666	0.07729166666666666
chr1	935262	935264	0.1403333333333333	0.040333333333333284	0.193	0.07966666666666666	0.040333333333333284	0.193	0.11333333333333333	0.07683333333333331
chr1	923856	923858	0.16833333333333333	0.029666666666666664	0.18466666666666667	0.109	0.029666666666666664	0.18466666666666667	0.12291666666666667	0.07629166666666667
chr1	924328	924330	0.345	0.2245000000000001	0.0028333333333333266	0.02383333333333333	0.0028333333333333266	0.345	0.14904166666666668	0.0759375
chr1	930754	930756	0.15800000000000006	0.042333333333333216	0.07766666666666666	0.15800000000000006	0.042333333333333216	0.15800000000000006	0.109	0.0756666666666666
chr1	924353	924355	0.08900000000000001	0.26	0.15149999999999994	0.02083333333333333	0.02083333333333333	0.26	0.13033333333333333	0.07558333333333334
chr1	929512	929514	0.0916666666666668	0.06333333333333346	0.1140000000000001	0.06400000000000006	0.06333333333333346	0.1140000000000001	0.0832500000000001	0.07329166666666678
chr1	940686	940688	0.07100000000000001	0.04633333333333334	0.12333333333333332	0.15533333333333335	0.04633333333333334	0.15533333333333335	0.099	0.07266666666666667
chr1	935638	935640	0.02499999999999997	0.08433333333333326	0.10599999999999997	0.26	0.02499999999999997	0.26	0.1188333333333333	0.07191666666666664
chr1	926916	926918	0.08366666666666656	0.10733333333333328	0.15499999999999992	0.04399999999999982	0.04399999999999982	0.15499999999999992	0.09749999999999988	0.07074999999999984
chr1	929772	929774	0.05133333333333323	0.1253333333333333	0.06566666666666665	0.10733333333333328	0.05133333333333323	0.1253333333333333	0.08741666666666661	0.06937499999999992
chr1	925699	925701	0.052333333333333364	0.014000000000000026	0.12100000000000005	0.3038333333333333	0.014000000000000026	0.3038333333333333	0.12279166666666667	0.06839583333333335
chr1	926008	926010	0.19	0.06099999999999998	0.04566666666666666	0.061666666666666675	0.04566666666666666	0.19	0.08958333333333332	0.06762499999999999
chr1	938535	938537	0.05466666666666653	0.09899999999999988	0.043333333333333335	0.16566666666666666	0.043333333333333335	0.16566666666666666	0.0906666666666666	0.06699999999999998
chr1	924269	924271	0.016	0.14900000000000002	0.20033333333333336	0.1	0.016	0.20033333333333336	0.11633333333333334	0.06616666666666668
chr1	930783	930785	0.1026666666666668	0.05633333333333335	0.04600000000000004	0.13966666666666672	0.04600000000000004	0.13966666666666672	0.08616666666666672	0.06608333333333338
chr1	923812	923814	0.20316666666666666	0.1711666666666667	0.10316666666666667	0.006500000000000007	0.006500000000000007	0.20316666666666666	0.121	0.06375
chr1	931097	931099	0.06833333333333312	0.32833333333333325	0.011666666666666714	0.02933333333333332	0.011666666666666714	0.32833333333333325	0.1094166666666666	0.06054166666666666
chr1	931325	931327	0.03666666666666685	0.1216666666666668	0.1153333333333334	0.042666666666666735	0.03666666666666685	0.1216666666666668	0.07908333333333345	0.05787500000000015
chr1	924422	924424	0.043166666666666666	0.14999999999999994	0.02766666666666668	0.11066666666666668	0.02766666666666668	0.14999999999999994	0.08287499999999999	0.05527083333333334
chr1	936854	936856	0.041000000000000036	0.09666666666666668	0.09666666666666668	0.041000000000000036	0.041000000000000036	0.09666666666666668	0.06883333333333336	0.0549166666666667
chr1	928561	928563	0.028666666666666618	0.10633333333333328	0.09299999999999996	0.09666666666666668	0.028666666666666618	0.10633333333333328	0.08116666666666664	0.05491666666666663
chr1	928596	928598	0.16266666666666665	0.16266666666666665	0.01666666666666661	0.028666666666666618	0.01666666666666661	0.16266666666666665	0.09266666666666663	0.05466666666666662
chr1	930157	930159	0.14933333333333332	0.10783333333333334	0.012333333333333307	0.10766666666666667	0.012333333333333307	0.14933333333333332	0.09429166666666666	0.053312499999999985
chr1	937871	937873	0.01633333333333331	0.03933333333333322	0.15033333333333332	0.15033333333333332	0.01633333333333331	0.15033333333333332	0.08908333333333329	0.0527083333333333
chr1	922981	922983	0.09566666666666668	0.07333333333333325	0.09566666666666668	0.028999999999999918	0.028999999999999918	0.09566666666666668	0.07341666666666663	0.05120833333333327
chr1	937610	937612	0.05333333333333323	0.03183333333333327	0.09433333333333327	0.09433333333333327	0.03183333333333327	0.09433333333333327	0.06845833333333326	0.050145833333333265
chr1	935256	935258	0.01933333333333337	0.19599999999999995	0.027333333333333258	0.07133333333333336	0.01933333333333337	0.19599999999999995	0.07849999999999999	0.04891666666666668
chr1	936954	936956	0.041000000000000036	0.06100000000000005	0.06100000000000005	0.06100000000000005	0.041000000000000036	0.06100000000000005	0.05600000000000005	0.04850000000000004
chr1	928505	928507	0.15766666666666662	0.124	0.007666666666666599	0.06133333333333335	0.007666666666666599	0.15766666666666662	0.08766666666666664	0.04766666666666662
chr1	937064	937066	0.11133333333333327	0.08966666666666667	0.1123333333333334	0.013333333333333308	0.013333333333333308	0.1123333333333334	0.08166666666666668	0.047499999999999994
chr1	933361	933363	0.09866666666666668	0.08433333333333337	0.1283333333333334	0.010000000000000007	0.010000000000000007	0.1283333333333334	0.08033333333333338	0.045166666666666695
chr1	933847	933849	0.18399999999999994	0.010666666666666602	0.010333333333333306	0.10499999999999997	0.010333333333333306	0.18399999999999994	0.07749999999999996	0.04391666666666663
chr1	928167	928169	0.20933333333333332	0.03166666666666673	0.006333333333333413	0.05166666666666675	0.006333333333333413	0.20933333333333332	0.07475000000000008	0.04054166666666675
chr1	922991	922993	0.0033333333333334107	0.13	0.09733333333333337	0.06333333333333324	0.0033333333333334107	0.13	0.07350000000000001	0.03841666666666671
chr1	930608	930610	0.02199999999999991	0.06466666666666665	0.06466666666666665	0.06466666666666665	0.02199999999999991	0.06466666666666665	0.05399999999999997	0.03799999999999994
chr1	929537	929539	0.06933333333333325	0.010333333333333194	0.06766666666666665	0.10933333333333327	0.010333333333333194	0.10933333333333327	0.0641666666666666	0.037249999999999894
chr1	932406	932408	0.03433333333333344	0.02200000000000002	0.014333333333333418	0.14433333333333342	0.014333333333333418	0.14433333333333342	0.05375000000000008	0.03404166666666675
chr1	927629	927631	0.02233333333333332	0.1186666666666666	0.0023333333333331874	0.1186666666666666	0.0023333333333331874	0.1186666666666666	0.06549999999999992	0.03391666666666655
chr1	930186	930188	0.09699999999999998	0.09699999999999998	0.0139999999999999	0.012000000000000007	0.012000000000000007	0.09699999999999998	0.054999999999999966	0.03349999999999999
chr1	930280	930282	0.08899999999999998	0.01866666666666672	0.05866666666666653	0.02300000000000002	0.01866666666666672	0.08899999999999998	0.04733333333333331	0.033000000000000015
chr1	939120	939122	0.03266666666666662	0.03266666666666662	0.03266666666666662	0.03266666666666662	0.03266666666666662	0.03266666666666662	0.03266666666666662	0.03266666666666662
chr1	941379	941381	0.02066666666666669	0.02066666666666667	0.06900000000000002	0.061000000000000026	0.02066666666666667	0.06900000000000002	0.04283333333333335	0.03175000000000001
chr1	928988	928990	0.2041666666666666	0.01666666666666661	0.007333333333333246	0.0009999999999999454	0.0009999999999999454	0.2041666666666666	0.0572916666666666	0.029145833333333274
chr1	933322	933324	0.02333333333333321	0.024333333333333318	0.018999999999999902	0.06599999999999995	0.018999999999999902	0.06599999999999995	0.033166666666666594	0.02608333333333325
chr1	927917	927919	0.006999999999999895	0.03833333333333322	0.07133333333333325	0.052333333333333336	0.006999999999999895	0.07133333333333325	0.042249999999999927	0.02462499999999991
chr1	930311	930313	0.029000000000000026	0.06000000000000005	0.009000000000000008	0.06000000000000005	0.009000000000000008	0.06000000000000005	0.039500000000000035	0.02425000000000002
chr1	935633	935635	0.09866666666666662	0.06333333333333341	0.0030000000000001137	0.009000000000000008	0.0030000000000001137	0.09866666666666662	0.04350000000000004	0.023250000000000076
