chrom	start	Mono-others	Bcell-others	CD4-others	CD8-others	NK-others
chr1	44695002	0.9	-0.9755833333333332	0.9	0.9	0.9
chr9	37141180	0.9	-0.978	0.9	0.9	0.9
chr2	33530902	0.9	-0.9801666666666669	0.9	0.9	0.9
chr7	18567184	0.9	-0.9750833333333334	0.9	0.9	0.9
chr22	23752916	0.9	-0.9765	0.9	0.9	0.9
chr1	1833666	0.9	-0.9733333333333332	0.9	0.9	0.9
chr1	110385307	0.9	-0.9766666666666668	0.9	0.9	0.9
chr22	46768440	0.9	-0.9744166666666666	0.9	0.9	0.9
chr11	65407814	0.9	-0.9735	0.9	0.9	0.9
chr2	226843496	0.9	-0.9739166666666668	0.9	0.9	0.9
chr3	18214023	0.9	-0.9775833333333336	0.9	0.9	0.9
chr1	226370802	0.9	-0.9726666666666666	0.9	0.9	0.9
chr2	11755784	0.9	-0.977	0.9	0.9	0.9
chr13	33866083	0.9	-0.9753333333333334	0.9	0.9	0.9
chr5	131648202	0.9	-0.9728333333333334	0.9	0.9	0.9
chr7	47929045	0.9	-0.9736666666666668	0.9	0.9	0.9
chr3	13022026	0.9	-0.9715	0.9	0.9	0.9
chr9	131725518	0.9	-0.97525	0.9	0.9	0.9
chr14	103691667	0.9	-0.9735833333333332	0.9	0.9	0.9
chr22	23208052	0.9	-0.9708333333333334	0.9	0.9	0.9
chr17	76482268	0.9	-0.9730833333333332	0.9	0.9	0.9
chr1	110384952	0.9	-0.97675	0.9	0.9	0.9
chr9	133968593	0.9	-0.9719166666666668	0.9	0.9	0.9
chr7	18567190	0.9	-0.9698333333333332	0.9	0.9	0.9
chr8	9720462	0.9	-0.9730833333333332	0.9	0.9	0.9
chr2	208318906	0.9	-0.9719166666666668	0.9	0.9	0.9
chr12	50111030	0.9	-0.9796666666666668	0.9	0.9	0.9
chr1	110385077	0.9	-0.9758333333333332	0.9	0.9	0.9
chr3	13021643	0.9	-0.9745	0.9	0.9	0.9
chr16	46809203	0.9	-0.9698333333333332	0.9	0.9	0.9
chr3	13021084	0.9	-0.9715833333333332	0.9	0.9	0.9
chr18	79460952	0.9	-0.97225	0.9	0.9	0.9
chr3	197734234	0.9	-0.9755	0.9	0.9	0.9
chr1	110385103	0.9	-0.9710833333333334	0.9	0.9	0.9
chr3	187021912	0.9	-0.9784166666666668	0.9	0.9	0.9
chr12	132056573	0.9	-0.96925	0.9	0.9	0.9
chr3	58339373	0.9	-0.9741666666666666	0.9	0.9	0.9
chr19	18108164	0.9	-0.9743333333333334	0.9	0.9	0.9
chr16	87701745	0.9	-0.9695	0.9	0.9	0.9
chr21	33296331	0.9	-0.9735	0.9	0.9	0.9
chr4	2696557	0.9	-0.9735833333333334	0.9	0.9	0.9
chr17	82871149	0.9	-0.9696666666666666	0.9	0.9	0.9
chr7	144825673	0.9	-0.9679166666666666	0.9	0.9	0.9
chr10	12075264	0.9	-0.9741666666666666	0.9	0.9	0.9
chr14	70664676	0.9	-0.9689166666666666	0.9	0.9	0.9
chr18	21685582	0.9	-0.9694166666666668	0.9	0.9	0.9
chr3	121793555	0.9	-0.96825	0.9	0.9	0.9
chr21	33296323	0.9	-0.9754166666666668	0.9	0.9	0.9
chr17	78153415	0.9	-0.9708333333333332	0.9	0.9	0.9
chr3	16431336	0.9	-0.9696666666666668	0.9	0.9	0.9
chr15	50444624	0.9	-0.9774166666666668	0.9	0.9	0.9
chr4	2696413	0.9	-0.9735833333333332	0.9	0.9	0.9
chr6	166850024	0.9	-0.97375	0.9	0.9	0.9
chr11	75824893	0.9	-0.9768333333333332	0.9	0.9	0.9
chr6	5140175	0.9	-0.9705833333333336	0.9	0.9	0.9
chr6	5140181	0.9	-0.9753333333333334	0.9	0.9	0.9
chr1	62810037	0.9	-0.9715	0.9	0.9	0.9
chr16	50194602	0.9	-0.9723333333333332	0.9	0.9	0.9
chr4	109567055	0.9	-0.9720833333333334	0.9	0.9	0.9
chr7	18521424	0.9	-0.9759166666666668	0.9	0.9	0.9
chr4	184396283	0.9	-0.96775	0.9	0.9	0.9
chr19	11438097	0.9	-0.9674166666666668	0.9	0.9	0.9
chr3	16433907	0.9	-0.9679166666666666	0.9	0.9	0.9
chr8	22530158	0.9	-0.9726666666666666	0.9	0.9	0.9
chr4	2696564	0.9	-0.96875	0.9	0.9	0.9
chr11	75824914	0.9	-0.968	0.9	0.9	0.9
chr11	3928215	0.9	-0.9741666666666666	0.9	0.9	0.9
chr6	157560933	0.9	-0.9669166666666666	0.9	0.9	0.9
chr8	80100086	0.9	-0.9768333333333334	0.9	0.9	0.9
chr2	68787701	0.9	-0.971	0.9	0.9	0.9
chr19	16443663	0.9	-0.9669166666666666	0.9	0.9	0.9
chr22	46769354	0.9	-0.9654166666666666	0.9	0.9	0.9
chr1	1833651	0.9	-0.9719166666666668	0.9	0.9	0.9
chr11	44610413	0.9	-0.972	0.9	0.9	0.9
chr1	110385072	0.9	-0.9675833333333334	0.9	0.9	0.9
chr4	184396159	0.9	-0.97375	0.9	0.9	0.9
chr7	77906823	0.9	-0.96575	0.9	0.9	0.9
chr2	197145150	0.9	-0.9685	0.9	0.9	0.9
chr9	109966876	0.9	-0.9664166666666668	0.9	0.9	0.9
chr7	16759044	0.9	-0.96925	0.9	0.9	0.9
chr1	110385287	0.9	-0.9693333333333334	0.9	0.9	0.9
chr20	18728997	0.9	-0.9661666666666668	0.9	0.9	0.9
chr1	222733299	0.9	-0.9674166666666666	0.9	0.9	0.9
chr13	99636921	0.9	-0.9666666666666668	0.9	0.9	0.9
chr3	20164639	0.9	-0.9680833333333332	0.9	0.9	0.9
chr15	40553877	0.9	-0.9740833333333332	0.9	0.9	0.9
chr20	16392591	0.9	-0.966	0.9	0.9	0.9
chr13	99374717	0.9	-0.9678333333333332	0.9	0.9	0.9
chr11	61353976	0.9	-0.9655833333333332	0.9	0.9	0.9
chr20	41051080	0.9	-0.9675	0.9	0.9	0.9
chr18	44758506	0.9	-0.96675	0.9	0.9	0.9
chr3	71045699	0.9	-0.9666666666666666	0.9	0.9	0.9
chr1	110384789	0.9	-0.96825	0.9	0.9	0.9
chr19	50417587	0.9	-0.97	0.9	0.9	0.9
chr10	124539607	0.9	-0.96925	0.9	0.9	0.9
chr8	141118429	0.9	-0.9636666666666668	0.9	0.9	0.9
chr16	46809277	0.9	-0.96425	0.9	0.9	0.9
chr3	114005483	0.9	-0.9664166666666668	0.9	0.9	0.9
chr8	94979198	0.9	-0.9699166666666664	0.9	0.9	0.9
chr10	79098652	0.9	-0.9668333333333334	0.9	0.9	0.9
chr15	50444791	0.9	-0.97675	0.9	0.9	0.9
chr8	29054108	0.9	-0.9746666666666666	0.9	0.9	0.9
chr4	2696555	0.9	-0.9648333333333334	0.9	0.9	0.9
chr14	60815503	0.9	-0.9639166666666664	0.9	0.9	0.9
chr16	71693425	0.9	-0.9651666666666668	0.9	0.9	0.9
chr20	50816906	0.9	-0.9636666666666668	0.9	0.9	0.9
chr9	109966827	0.9	-0.9651666666666668	0.9	0.9	0.9
chr20	15986217	0.9	-0.9695833333333334	0.9	0.9	0.9
chr6	37005102	0.9	-0.9655	0.9	0.9	0.9
chr4	2696419	0.9	-0.9730833333333334	0.9	0.9	0.9
chr15	90595516	0.9	-0.9741666666666668	0.9	0.9	0.9
chr15	59411694	0.9	-0.97325	0.9	0.9	0.9
chr4	83437467	0.9	-0.97275	0.9	0.9	0.9
chr4	185392870	0.9	-0.963	0.9	0.9	0.9
chr10	119369458	0.9	-0.96525	0.9	0.9	0.9
chr11	83062774	0.9	-0.9691666666666666	0.9	0.9	0.9
chr14	103691714	0.9	-0.9676666666666668	0.9	0.9	0.9
chr11	83062779	0.9	-0.9709166666666668	0.9	0.9	0.9
chr14	103692215	0.9	-0.9633333333333332	0.9	0.9	0.9
chr10	119369474	0.9	-0.9631666666666666	0.9	0.9	0.9
chr1	107777363	0.9	-0.9665	0.9	0.9	0.9
chr17	82871565	0.9	-0.9666666666666668	0.9	0.9	0.9
chr19	38049769	0.9	-0.9706666666666668	0.9	0.9	0.9
chr3	13021664	0.9	-0.9625	0.9	0.9	0.9
chr3	16433897	0.9	-0.9678333333333332	0.9	0.9	0.9
chr8	22530034	0.9	-0.9624166666666668	0.9	0.9	0.9
chr19	1648414	0.9	-0.9675	0.9	0.9	0.9
chr12	57715589	0.9	-0.9676666666666668	0.9	0.9	0.9
chr12	131766678	0.9	-0.9686666666666668	0.9	0.9	0.9
chr2	11755823	0.9	-0.9703333333333332	0.9	0.9	0.9
chr3	18213984	0.9	-0.9798333333333332	0.9	0.9	0.9
chr10	124601381	0.9	-0.9695	0.9	0.9	0.9
chr4	39631606	0.9	-0.9645416666666664	0.9	0.9	0.9
chr22	42860509	0.9	-0.9636666666666668	0.9	0.9	0.9
chr6	110811441	0.9	-0.96375	0.9	0.9	0.9
chr4	86979715	0.9	-0.9679166666666668	0.9	0.9	0.9
chr4	2696532	0.9	-0.962	0.9	0.9	0.9
chr15	90595484	0.9	-0.9620833333333332	0.9	0.9	0.9
chr8	38279297	0.9	-0.9715833333333334	0.9	0.9	0.9
chr19	46893006	0.9	-0.9655	0.9	0.9	0.9
chr22	25643579	0.9	-0.9629166666666668	0.9	0.9	0.9
chr19	17527878	0.9	-0.9636666666666668	0.9	0.9	0.9
chr11	111416501	0.9	-0.9651666666666666	0.9	0.9	0.9
chr4	477648	0.9	-0.9701666666666668	0.9	0.9	0.9
chr15	43789670	0.9	-0.9765	0.9	0.9	0.9
chr7	74101371	0.9	-0.96275	0.9	0.9	0.9
chr19	16443657	0.9	-0.9708333333333332	0.9	0.9	0.9
chr3	114005737	0.9	-0.964	0.9	0.9	0.9
chr11	68371625	0.9	-0.9625	0.9	0.9	0.9
chr18	361593	0.9	-0.9648333333333332	0.9	0.9	0.9
chr1	160488943	0.9	-0.9656666666666668	0.9	0.9	0.9
chr7	77906723	0.9	-0.9669166666666666	0.9	0.9	0.9
chr17	82969282	0.9	-0.9664166666666668	0.9	0.9	0.9
chr9	104923957	0.9	-0.9610833333333336	0.9	0.9	0.9
chr4	184396279	0.9	-0.9703333333333334	0.9	0.9	0.9
chr17	82969219	0.9	-0.9600833333333332	0.9	0.9	0.9
chr11	35271698	0.9	-0.9602499999999998	0.9	0.9	0.9
chr20	16392619	0.9	-0.9640000000000001	0.9	0.9	0.9
chr20	50816718	0.9	-0.9615833333333332	0.9	0.9	0.9
chr14	95713441	0.9	-0.9624166666666668	0.9	0.9	0.9
chr17	51053598	0.9	-0.9633333333333334	0.9	0.9	0.9
chr9	137744975	0.9	-0.96175	0.9	0.9	0.9
chr11	65130814	0.9	-0.9635	0.9	0.9	0.9
chr19	2324511	0.9	-0.9643333333333334	0.9	0.9	0.9
chr4	2696484	0.9	-0.95925	0.9	0.9	0.9
chr17	76423964	0.9	-0.9627916666666668	0.9	0.9	0.9
chr22	46769443	0.9	-0.9734166666666668	0.9	0.9	0.9
chr6	154815338	0.9	-0.9615833333333332	0.9	0.9	0.9
chr19	1648420	0.9	-0.9788333333333334	0.9	0.9	0.9
chr19	1648945	0.9	-0.96525	0.9	0.9	0.9
chr3	114005711	0.9	-0.9649166666666666	0.9	0.9	0.9
chr12	6791005	0.9	0.9	-0.9564166666666668	0.9	0.9
chr12	6791008	0.9	0.9	-0.9525	0.9	0.9
chr12	6790525	0.9	0.9	-0.9321666666666668	0.9	0.9
chrX	136657526	0.9	0.9	-0.9239166666666664	0.9	0.9
chr18	69612609	0.9	0.9	-0.9220833333333333	0.9	0.9
chr2	111875381	0.9	0.9	-0.9424583333333332	0.9	0.9
chr12	6790271	0.9	0.9	-0.93275	0.9	0.9
chr12	6791302	0.9	0.9	-0.9090833333333332	0.9	0.9
chr8	11865664	0.9	0.9	-0.9001666666666668	0.9	0.9
chrX	136650997	0.9	0.9	-0.92325	0.9	0.9
chrX	136656934	0.9	0.9	-0.907	0.9	0.9
chr12	6790464	0.9	0.9	-0.92075	0.9	0.9
chr12	6790675	0.9	0.9	-0.906	0.9	0.9
chr1	234409259	0.9	0.9	-0.9119166666666668	0.9	0.9
chrX	136648767	0.9	0.9	-0.9145	0.9	0.9
chr12	6790720	0.9	0.9	-0.8915833333333333	0.9	0.9
chrX	136652428	0.9	0.9	-0.9069166666666668	0.9	0.9
chr1	155009328	0.9	0.9	-0.8928333333333334	0.9	0.9
chr12	6791264	0.9	0.9	-0.8867499999999999	0.9	0.9
chr9	42122166	0.9	0.9	-0.8915833333333333	0.9	0.9
chr12	6790806	0.9	0.9	-0.8914166666666667	0.9	0.9
chrX	136650954	0.9	0.9	-0.8906666666666666	0.9	0.9
chrX	79364254	0.9	0.9	-0.91275	0.9	0.9
chr1	234408800	0.9	0.9	-0.8944166666666666	0.9	0.9
chrX	136648868	0.9	0.9	-0.8951666666666668	0.9	0.9
chrX	136647813	0.9	0.9	-0.9002916666666667	0.9	0.9
chr12	6790531	0.9	0.9	-0.8940833333333333	0.9	0.9
chr12	6791045	0.9	0.9	-0.8866666666666667	0.9	0.9
chrX	136650800	0.9	0.9	-0.8987500000000002	0.9	0.9
chr12	6791058	0.9	0.9	-0.89325	0.9	0.9
chrX	136652790	0.9	0.9	-0.8775	0.9	0.9
chrX	136657087	0.9	0.9	-0.8671666666666666	0.9	0.9
chrX	136651012	0.9	0.9	-0.8915000000000001	0.9	0.9
chrX	136651637	0.9	0.9	-0.8869166666666666	0.9	0.9
chr1	155009422	0.9	0.9	-0.87725	0.9	0.9
chrX	136647818	0.9	0.9	-0.887625	0.9	0.9
chrX	136656963	0.9	0.9	-0.8825000000000001	0.9	0.9
chrX	136658121	0.9	0.9	-0.8814166666666666	0.9	0.9
chr1	155009320	0.9	0.9	-0.887	0.9	0.9
chrX	136659335	0.9	0.9	-0.8680000000000001	0.9	0.9
chrX	136652284	0.9	0.9	-0.870625	0.9	0.9
chr1	155009536	0.9	0.9	-0.8930000000000001	0.9	0.9
chrX	136657511	0.9	0.9	-0.861875	0.9	0.9
chr1	155009267	0.9	0.9	-0.89125	0.9	0.9
chrX	136657058	0.9	0.9	-0.8550833333333332	0.9	0.9
chrX	136651525	0.9	0.9	-0.8795000000000001	0.9	0.9
chr10	115154134	0.9	0.9	-0.8659583333333334	0.9	0.9
chrX	136659915	0.9	0.9	-0.863	0.9	0.9
chr12	6789987	0.9	0.9	-0.8645	0.9	0.9
chr12	6790216	0.9	0.9	-0.8758333333333334	0.9	0.9
chrX	136650180	0.9	0.9	-0.8527916666666666	0.9	0.9
chrX	136659231	0.9	0.9	-0.84925	0.9	0.9
chr2	111834616	0.9	0.9	-0.8714166666666667	0.9	0.9
chr4	21160046	0.9	0.9	-0.8556250000000001	0.9	0.9
chr12	6790788	0.9	0.9	-0.8584999999999999	0.9	0.9
chrX	136650787	0.9	0.9	-0.8819166666666667	0.9	0.9
chr8	11865672	0.9	0.9	-0.8579583333333334	0.9	0.9
chr1	155009274	0.9	0.9	-0.8746666666666667	0.9	0.9
chr8	11865734	0.9	0.9	-0.85825	0.9	0.9
chrX	136652338	0.9	0.9	-0.8616666666666667	0.9	0.9
chrX	136657125	0.9	0.9	-0.8474166666666667	0.9	0.9
chrX	136656981	0.9	0.9	-0.8438333333333333	0.9	0.9
chrX	136655045	0.9	0.9	-0.8471666666666666	0.9	0.9
chr12	6790564	0.9	0.9	-0.88	0.9	0.9
chrX	136650738	0.9	0.9	-0.8593333333333334	0.9	0.9
chr1	155009618	0.9	0.9	-0.8714166666666666	0.9	0.9
chrX	79364278	0.9	0.9	-0.8853333333333333	0.9	0.9
chrX	136656904	0.9	0.9	-0.8761666666666666	0.9	0.9
chrX	136652232	0.9	0.9	-0.8346666666666666	0.9	0.9
chrX	136659605	0.9	0.9	-0.8474166666666667	0.9	0.9
chrX	136651500	0.9	0.9	-0.8540000000000001	0.9	0.9
chrX	136652013	0.9	0.9	-0.8585833333333335	0.9	0.9
chrX	136651443	0.9	0.9	-0.8598333333333333	0.9	0.9
chr13	41356515	0.9	0.9	-0.8357083333333333	0.9	0.9
chr1	234408783	0.9	0.9	-0.8327499999999999	0.9	0.9
chrX	136651629	0.9	0.9	-0.8720833333333333	0.9	0.9
chr7	138733220	0.9	0.9	-0.84375	0.9	0.9
chrX	136647508	0.9	0.9	-0.85225	0.9	0.9
chr8	11865834	0.9	0.9	-0.8432499999999999	0.9	0.9
chr1	155009624	0.9	0.9	-0.8640833333333332	0.9	0.9
chrX	136652302	0.9	0.9	-0.8525833333333334	0.9	0.9
chrX	136653732	0.9	0.9	-0.8468333333333333	0.9	0.9
chrX	136651387	0.9	0.9	-0.8517499999999999	0.9	0.9
chr1	155009260	0.9	0.9	-0.8560833333333333	0.9	0.9
chrX	136657162	0.9	0.9	-0.8140833333333333	0.9	0.9
chrX	136650456	0.9	0.9	-0.8125833333333334	0.9	0.9
chr12	6790004	0.9	0.9	-0.8135	0.9	0.9
chrX	136648285	0.9	0.9	-0.8351666666666667	0.9	0.9
chrX	136654649	0.9	0.9	-0.8240000000000001	0.9	0.9
chrX	136648253	0.9	0.9	-0.81	0.9	0.9
chr8	11865966	0.9	0.9	-0.8006666666666666	0.9	0.9
chr12	6791605	0.9	0.9	-0.7960833333333334	0.9	0.9
chrX	136650227	0.9	0.9	-0.8095416666666666	0.9	0.9
chrX	136659946	0.9	0.9	-0.8594166666666666	0.9	0.9
chr1	2153389	0.9	0.9	-0.8523333333333333	0.9	0.9
chr1	234408885	0.9	0.9	-0.8173333333333335	0.9	0.9
chr3	129441588	0.9	0.9	-0.8086666666666668	0.9	0.9
chrX	136651255	0.9	0.9	-0.8531666666666666	0.9	0.9
chr3	16596168	0.9	0.9	-0.8535833333333334	0.9	0.9
chr8	11865519	0.9	0.9	-0.8295000000000001	0.9	0.9
chr1	107575019	0.9	0.9	-0.8445833333333332	0.9	0.9
chr6	136140901	0.9	0.9	-0.7998333333333334	0.9	0.9
chr8	11866790	0.9	0.9	-0.8016666666666667	0.9	0.9
chrX	136656122	0.9	0.9	-0.8256666666666665	0.9	0.9
chr1	107575021	0.9	0.9	-0.8338333333333333	0.9	0.9
chr12	6791645	0.9	0.9	-0.79075	0.9	0.9
chr1	234409087	0.9	0.9	-0.7909166666666666	0.9	0.9
chr1	150111787	0.9	0.9	-0.8585833333333333	0.9	0.9
chr8	1792065	0.9	0.9	-0.8034166666666667	0.9	0.9
chr7	70466843	0.9	0.9	-0.7935000000000001	0.9	0.9
chr8	1792079	0.9	0.9	-0.8029166666666666	0.9	0.9
chrX	136658641	0.9	0.9	-0.7951666666666666	0.9	0.9
chrX	136652982	0.9	0.9	-0.8306666666666668	0.9	0.9
chrX	136654814	0.9	0.9	-0.7901666666666668	0.9	0.9
chrX	136652992	0.9	0.9	-0.8321666666666667	0.9	0.9
chrX	136653780	0.9	0.9	-0.8106666666666666	0.9	0.9
chrX	136694212	0.9	0.9	-0.8227083333333334	0.9	0.9
chrX	136651941	0.9	0.9	-0.8176666666666667	0.9	0.9
chr1	234409386	0.9	0.9	-0.7980833333333334	0.9	0.9
chr1	234409340	0.9	0.9	-0.81225	0.9	0.9
chr8	60868550	0.9	0.9	-0.8270833333333332	0.9	0.9
chrX	136648278	0.9	0.9	-0.8170000000000001	0.9	0.9
chr8	118339554	0.9	0.9	-0.8053333333333332	0.9	0.9
chr8	11865470	0.9	0.9	-0.8520833333333332	0.9	0.9
chr22	29605207	0.9	0.9	-0.8148333333333333	0.9	0.9
chr8	78695573	0.9	0.9	-0.7966666666666666	0.9	0.9
chr2	42228342	0.9	0.9	-0.8066249999999999	0.9	0.9
chrX	136654033	0.9	0.9	-0.7908333333333334	0.9	0.9
chrX	136651929	0.9	0.9	-0.8291666666666667	0.9	0.9
chr12	24306178	0.9	0.9	-0.7900833333333334	0.9	0.9
chrX	136653198	0.9	0.9	-0.8428333333333333	0.9	0.9
chrX	136653200	0.9	0.9	-0.83825	0.9	0.9
chr8	60868372	0.9	0.9	-0.7785833333333333	0.9	0.9
chrX	136649548	0.9	0.9	-0.8212083333333333	0.9	0.9
chrX	136654301	0.9	0.9	-0.7942499999999999	0.9	0.9
chr2	174225911	0.9	0.9	-0.791875	0.9	0.9
chrX	136648076	0.9	0.9	-0.8030833333333334	0.9	0.9
chr2	108622803	0.9	0.9	-0.7765833333333335	0.9	0.9
chr2	203710807	0.9	0.9	-0.8541666666666667	0.9	0.9
chr1	150111932	0.9	0.9	-0.8322083333333334	0.9	0.9
chr7	77942702	0.9	0.9	-0.7813750000000002	0.9	0.9
chr7	91091887	0.9	0.9	-0.7826666666666666	0.9	0.9
chr8	11865732	0.9	0.9	-0.7739166666666666	0.9	0.9
chr22	29605227	0.9	0.9	-0.7878333333333333	0.9	0.9
chr15	76819696	0.9	0.9	-0.7932083333333333	0.9	0.9
chr18	62033250	0.9	0.9	-0.8184166666666666	0.9	0.9
chr8	1792044	0.9	0.9	-0.8168333333333334	0.9	0.9
chr8	60868504	0.9	0.9	-0.7724166666666668	0.9	0.9
chrX	38091532	0.9	0.9	-0.8545833333333334	0.9	0.9
chr1	155008964	0.9	0.9	-0.8201666666666666	0.9	0.9
chr2	160474489	0.9	0.9	-0.7765833333333332	0.9	0.9
chr8	11865736	0.9	0.9	-0.7705	0.9	0.9
chrX	79363241	0.9	0.9	-0.8194999999999999	0.9	0.9
chr9	106910316	0.9	0.9	-0.79775	0.9	0.9
chr3	108835957	0.9	0.9	-0.7723333333333333	0.9	0.9
chr8	11866751	0.9	0.9	-0.7780833333333333	0.9	0.9
chr8	11865972	0.9	0.9	-0.7675833333333333	0.9	0.9
chrX	136694114	0.9	0.9	-0.8049166666666667	0.9	0.9
chr12	6791272	0.9	0.9	-0.7657499999999999	0.9	0.9
chrX	97238879	0.9	0.9	-0.7927083333333333	0.9	0.9
chr19	15695268	0.9	0.9	-0.7709999999999999	0.9	0.9
chr12	6791402	0.9	0.9	-0.7630833333333333	0.9	0.9
chr17	57880079	0.9	0.9	-0.79575	0.9	0.9
chr3	108827110	0.9	0.9	-0.8384166666666666	0.9	0.9
chrX	136659222	0.9	0.9	-0.7695000000000001	0.9	0.9
chr4	142567021	0.9	0.9	-0.84175	0.9	0.9
chr3	191248439	0.9	0.9	-0.7767916666666668	0.9	0.9
chr5	14221640	0.9	0.9	-0.7906666666666666	0.9	0.9
chr5	56128082	0.9	0.9	-0.7900833333333334	0.9	0.9
chrX	136659179	0.9	0.9	-0.7628333333333333	0.9	0.9
chr1	155009783	0.9	0.9	-0.7595833333333333	0.9	0.9
chr22	23960019	0.9	0.9	-0.7570416666666666	0.9	0.9
chr2	63533771	0.9	0.9	-0.7722083333333333	0.9	0.9
chrX	136659169	0.9	0.9	-0.7559999999999999	0.9	0.9
chrX	136651963	0.9	0.9	-0.7721666666666668	0.9	0.9
chr18	69956485	0.9	0.9	-0.8325	0.9	0.9
chrX	136651920	0.9	0.9	-0.7636666666666667	0.9	0.9
chr8	11865619	0.9	0.9	-0.78775	0.9	0.9
chr18	69956445	0.9	0.9	-0.8024166666666667	0.9	0.9
chr1	234409078	0.9	0.9	-0.7634166666666666	0.9	0.9
chr12	40887906	0.9	0.9	-0.8050416666666668	0.9	0.9
chr8	11865996	0.9	0.9	-0.7532083333333333	0.9	0.9
chrX	79364640	0.9	0.9	-0.7724166666666666	0.9	0.9
chr8	42154467	0.9	0.9	-0.85275	0.9	0.9
chr1	171933918	0.9	0.9	-0.7624166666666667	0.9	0.9
chr2	160474457	0.9	0.9	-0.7529166666666667	0.9	0.9
chr2	203710767	0.9	0.9	-0.7955833333333334	0.9	0.9
chr8	42154407	0.9	0.9	-0.861125	0.9	0.9
chr4	56301170	0.9	0.9	-0.76	0.9	0.9
chr1	212978471	0.9	0.9	-0.7502916666666668	0.9	0.9
chr8	132927170	0.9	0.9	-0.7507083333333333	0.9	0.9
chr12	6791812	0.9	0.9	-0.7868333333333333	0.9	0.9
chr7	129876503	0.9	0.9	-0.770625	0.9	0.9
chr1	234409448	0.9	0.9	-0.8230833333333334	0.9	0.9
chrX	136657496	0.9	0.9	-0.7452500000000001	0.9	0.9
chr2	149586235	0.9	0.9	-0.7780416666666666	0.9	0.9
chr10	51317235	0.9	0.9	-0.8149583333333333	0.9	0.9
chr4	142557272	0.9	0.9	-0.7683333333333333	0.9	0.9
chrX	100830955	0.9	0.9	-0.7655833333333332	0.9	0.9
chr10	60611716	0.9	0.9	-0.8112083333333333	0.9	0.9
chr1	2153379	0.9	0.9	-0.7616666666666667	0.9	0.9
chr3	134363306	0.9	0.9	-0.8028333333333333	0.9	0.9
chrX	136649810	0.9	0.9	-0.7735416666666667	0.9	0.9
chrX	136660889	0.9	0.9	-0.7424166666666665	0.9	0.9
chr2	203711764	0.9	0.9	-0.8090833333333334	0.9	0.9
chrX	24891077	0.9	0.9	-0.7463333333333333	0.9	0.9
chr8	118339551	0.9	0.9	-0.7464999999999999	0.9	0.9
chr22	29605225	0.9	0.9	-0.7505833333333333	0.9	0.9
chrX	56780898	0.9	0.9	-0.7425833333333334	0.9	0.9
chr6	25918354	0.9	0.9	-0.8076666666666668	0.9	0.9
chrX	136694196	0.9	0.9	-0.7515000000000001	0.9	0.9
chr2	108988585	0.9	0.9	-0.7690833333333333	0.9	0.9
chr5	80140699	0.9	0.9	-0.8012083333333333	0.9	0.9
chr1	150111888	0.9	0.9	-0.8191666666666666	0.9	0.9
chr1	8420764	0.9	0.9	-0.7402500000000001	0.9	0.9
