CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
13.843806	1.193069	6.778498	6.489489	0.021544	14.056093	1.355312	11.471098	6.269627	12.75932	6.451726	10.868351	8.442065
4.507242	8.812472	2.256346	15.458905	0.046416	5.575021	7.219652	5.108325	9.697323	15.243977	7.153696	15.135553	3.785072
16.094088	3.961142	15.024819	12.034319	0.046416	3.095793	5.013942	15.863128	0.065724	10.034577	2.960998	9.867322	5.937732
6.731758	9.075391	2.511258	14.850632	0.046416	8.930291	16.089107	3.094964	0.93903	14.541007	9.630055	2.970762	10.589328
4.820395	1.81315	12.482643	9.562856	0.046416	16.703825	14.855749	6.91576	4.468002	9.27191	9.753176	5.509407	3.796712
9.369208	11.979768	4.857209	11.002971	0.046416	5.951758	9.080212	2.393775	10.243967	14.774548	8.205809	9.665405	2.428954
9.122515	11.721756	11.745015	8.06245	0.1	6.031428	12.639394	4.90902	3.67898	12.698433	10.957855	4.046674	4.286479
2.619764	7.680648	0.629864	14.288706	0.1	13.485682	15.030476	12.462726	7.573586	5.671105	11.930464	7.36902	1.15796
14.075515	3.282943	9.144864	1.954741	0.1	8.039381	1.735709	9.036584	4.74716	13.447243	14.011008	10.519668	9.905186
11.299488	1.447265	3.324922	13.504582	0.1	15.036573	8.598124	1.815505	9.424608	11.185436	0.223388	10.025975	14.014134
8.481291	7.367143	2.057886	2.045887	0.1	7.865595	8.404698	4.659595	17.222092	11.467743	9.077503	18.562283	2.688283
16.42738	4.057909	15.088055	7.19394	0.215443	16.263754	5.606536	4.752551	3.582402	1.346868	15.378691	2.906539	7.179931
8.570316	10.860313	12.053741	4.930096	0.215443	11.211425	7.187575	11.279763	8.261332	5.233971	5.113564	7.357746	7.724715
10.813931	9.500959	12.943564	14.648579	0.215443	3.928467	0.174408	1.250868	11.070505	11.512723	8.987951	12.955904	1.996699
2.984534	9.787902	13.028466	9.35752	0.215443	1.285332	13.05645	12.226895	10.227453	2.250506	11.31759	2.828736	11.433174
8.990108	4.467021	11.869657	1.949631	0.215443	6.465005	4.372737	10.535845	16.95937	4.329584	4.078151	8.489752	17.277694
8.363403	4.690613	1.373495	11.208685	0.464159	6.146313	11.202906	14.070092	11.332549	0.616614	7.341356	15.562432	7.627384
6.061056	2.300846	3.958486	17.236389	0.464159	1.317576	23.32522	1.645159	16.316293	6.05838	1.731594	8.863502	10.72134
8.888539	4.934144	13.240652	6.029269	0.464159	7.845568	7.07179	8.419164	14.217739	7.093256	9.438237	9.741735	2.615748
9.820679	6.24736	17.463649	17.730159	0.464159	5.053555	1.814856	9.718896	15.189465	3.74009	8.2027	3.334682	1.219751
9.473304	13.959976	1.367205	5.067373	0.464159	13.144803	9.813318	4.357455	7.547915	6.252673	12.848156	11.511829	4.191834
14.411561	11.0882	0.399978	6.353113	1.0	0.453978	10.594892	13.718385	1.387406	15.630118	12.637093	3.764452	8.560824
15.662134	13.293428	2.954792	0.025624	1.0	7.271892	0.153147	7.655461	7.187561	5.123524	10.263632	14.419235	14.989569
4.933155	9.889076	0.699151	17.046116	1.0	3.683555	8.066298	7.635619	12.071711	10.354859	13.194515	2.343799	9.082145
0.50933	12.402483	13.44528	14.318576	1.0	1.869992	2.082208	0.536193	1.464714	6.642939	12.612365	21.929016	11.186901
4.527311	7.571445	3.339143	8.662201	1.0	20.869387	7.586648	7.736549	6.874493	1.176803	9.186251	1.187487	20.282282
