CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
10.805222	15.433787	0.01	5.65319	15.463571	10.539494	7.172846	0.148686	6.997424	10.823191	1.820261	13.961062	1.171266
2.558147	12.661357	0.01	6.142022	2.244115	4.331611	3.401752	14.966209	6.829429	12.893149	15.56744	4.064558	14.330211
6.152909	11.883982	0.01	13.53828	13.531632	2.500719	5.72513	1.550657	11.590154	8.215003	4.537296	14.223306	6.540931
5.276314	15.982297	0.021544	14.540567	6.62588	5.123021	12.629705	5.893377	7.531858	2.416854	13.424051	1.298839	9.235693
9.808082	8.550785	0.021544	11.313015	7.009566	4.47819	7.490045	12.926587	10.463602	7.126396	11.306669	0.836899	8.668619
10.18642	13.190544	0.021544	1.74878	11.431201	13.492368	8.604979	12.667942	0.298724	1.780094	11.892265	11.025633	3.659505
8.03272	12.839314	0.021544	13.14693	7.822271	10.892963	8.045213	1.335415	3.347153	7.226938	9.963991	13.0322	4.293347
14.267764	5.603479	0.021544	9.13477	4.252488	12.562372	11.316406	9.369342	7.466607	6.245113	10.052335	8.738889	0.968891
4.87636	5.77361	0.046416	1.033142	15.396854	4.592061	13.196891	13.634972	13.142878	10.465195	2.169717	6.943669	8.728235
7.543097	10.819073	0.046416	6.685724	12.994745	8.506247	12.231498	3.559681	14.711637	0.659523	7.235996	14.110144	0.89622
8.053649	1.951545	0.046416	1.123871	11.1546	4.287449	8.330132	11.899977	12.717695	14.462536	0.436421	5.760139	19.77557
4.986931	10.196167	0.046416	12.996131	4.520588	14.047608	12.415827	11.87914	12.054783	0.867881	9.760119	5.03908	1.18933
0.769574	17.819852	0.046416	6.042455	3.658537	1.370096	16.96384	12.785693	3.714697	0.967937	10.243259	7.413462	18.204183
12.651163	6.270628	0.1	12.80116	16.036408	0.792406	5.775424	4.576769	10.911002	8.804415	2.584809	1.108422	17.587394
15.542239	7.873986	0.1	9.041739	2.466159	10.308392	2.614931	0.439411	10.053299	13.955234	1.635905	20.221176	5.747528
8.917931	2.848249	0.1	12.436626	2.049477	7.792775	8.742564	10.132296	11.339074	8.66441	2.061709	12.369706	12.545184
10.353336	9.276024	0.1	8.535796	12.301565	6.034895	12.092049	10.496314	1.549735	8.596857	6.378737	4.019033	10.265658
5.689849	1.1153	0.1	9.355663	0.349418	13.484543	7.53685	8.576003	12.621081	7.371686	13.846125	11.244496	8.708986
10.309052	14.344732	0.215443	12.097173	5.017965	7.29396	6.783733	15.795235	1.391976	1.197976	16.97658	3.026933	5.549241
9.146177	9.120574	0.215443	4.223943	6.006646	11.475094	5.437435	0.139334	6.25462	11.171035	20.982103	9.268018	6.559577
2.898402	2.6979	0.215443	12.883203	13.628523	5.258239	4.542083	2.515843	16.360753	11.091652	0.202889	20.677686	7.027383
5.787817	13.806318	0.215443	10.217616	1.571936	4.393944	15.598017	7.786939	10.667321	4.498092	11.878719	6.517023	7.060816
7.114718	14.711552	0.215443	15.816317	1.60874	13.43547	5.307756	5.397344	15.424555	4.167206	9.963072	1.334249	5.503577
10.154968	10.295593	0.464159	15.077109	15.840326	3.312312	1.047181	4.812653	13.533538	11.495895	9.871793	0.709104	3.385369
5.295644	0.702103	0.464159	7.411481	0.74039	12.733215	9.395219	14.623273	7.756904	12.224987	11.084782	8.408948	9.158895
3.967917	11.389703	0.464159	9.87815	3.96121	3.545517	3.177375	11.47232	9.699387	12.581691	10.409533	10.761613	8.691425
0.52167	18.890537	0.464159	7.633226	19.929251	1.672403	2.750298	11.323366	6.0582	14.453912	2.873383	6.270435	7.159161
14.721349	7.176546	0.464159	4.417783	15.496199	6.19094	1.129225	7.587796	15.816218	0.997194	3.351955	14.690034	7.9606
1.100872	5.322246	1.0	0.676521	10.858947	17.748955	7.501481	7.492288	13.8781	11.407958	0.729726	12.656844	9.626062
16.10732	2.385533	1.0	0.510212	14.437905	3.375811	1.021732	12.204283	8.968231	9.167336	4.990007	12.844264	12.987366
6.956401	17.672374	1.0	4.842833	15.056701	5.771831	16.236221	8.411666	5.226355	1.659444	5.85597	6.955113	4.355091
12.241643	11.647628	1.0	10.413181	5.33289	9.002614	5.46329	9.985683	9.658167	10.01131	5.530726	0.4591	9.253767
5.636041	3.436588	1.0	14.661837	3.895169	7.278314	1.263862	23.792116	13.011281	1.870537	14.299453	6.632326	3.222476
