CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
0.1	7.18261	11.202725	6.09937	10.948488	5.911113	11.198662	5.10395	8.742634	6.145402	11.087365	8.284488	7.993193
0.1	13.573691	2.900554	6.26117	14.055149	1.223339	4.057698	14.21183	12.897752	12.562992	4.553087	3.234737	10.368
0.215443	3.16032	11.518483	4.698347	5.955272	1.998683	14.573308	8.978191	2.707298	9.900625	13.255959	12.841592	10.19648
0.215443	2.637707	12.001354	2.466887	10.606333	0.717939	2.879845	21.528936	1.608531	11.415126	26.57832	3.836566	3.507013
0.215443	12.16521	0.026959	1.429889	2.264478	9.195848	16.276123	0.023396	3.634541	11.879985	15.641916	13.354448	13.891764
0.215443	14.229798	12.989434	2.894566	13.449924	11.756212	10.509224	0.237975	5.967225	14.821637	0.61307	5.692389	6.623103
0.215443	4.158416	6.932736	2.890034	13.772687	1.84307	16.941101	13.235506	0.342047	16.005368	12.169143	3.142714	8.351733
0.464159	0.399557	11.299461	11.922477	12.896413	0.09019	5.404711	6.666349	8.072317	11.124399	9.913066	12.759644	8.987257
0.464159	13.737414	5.979979	9.525453	7.13249	14.869327	4.25865	0.925091	6.215848	7.33771	3.832803	13.200174	12.520902
0.464159	6.913745	6.098067	11.475574	13.392846	11.567531	3.472749	10.071945	1.104293	11.824288	2.378673	13.152736	8.083395
0.464159	2.94607	13.90469	11.673173	4.072029	13.094853	3.815811	12.070751	10.519295	9.995338	5.130338	10.363126	1.950367
0.464159	10.106079	17.537999	9.34622	0.390287	1.30708	0.086679	16.138162	10.109757	2.728989	18.654521	5.52844	7.601628
1.0	5.911074	9.676046	8.222645	14.229094	2.548389	7.130578	11.78104	13.746524	4.908654	10.500031	5.234673	5.111251
1.0	6.11707	13.735469	2.236434	10.80711	1.343035	13.847092	13.384822	3.569426	6.728445	9.101655	4.153274	13.976168
1.0	4.421446	8.862249	3.038687	6.4744	6.717848	1.284121	11.110567	17.70035	11.770149	12.805532	10.31707	4.497582
1.0	18.174443	11.634757	1.887169	5.169416	13.15836	15.924716	12.957887	3.228934	1.969775	0.529339	0.278418	14.086787
1.0	9.204791	1.153561	15.96695	1.238208	7.505532	4.580509	3.185428	15.41676	16.41677	4.171695	11.390556	8.769241
