CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
6.40328	19.074657	5.175607	18.646159	8.359929	4.328927	0.004709	0.021544	10.019037	9.108074	4.589941	5.760681	8.507454
7.437428	13.093373	1.199427	11.380801	13.839043	7.692019	4.14343	0.021544	2.76286	5.654658	5.892564	13.154212	13.728641
3.473972	10.741324	11.684482	0.314647	5.067128	10.041846	9.5804	0.021544	12.234611	6.860031	11.911824	9.321203	8.746989
6.184007	14.013263	10.40647	12.594129	14.773374	1.22717	11.003192	0.021544	4.261856	7.664094	3.268958	9.779682	4.802261
15.664672	4.581038	4.518601	6.845701	17.119932	3.965866	10.625317	0.021544	16.686348	7.499044	6.784238	0.600401	5.087298
15.464486	2.599695	3.653282	6.14295	0.297616	11.506683	13.359148	0.046416	6.487347	10.03382	14.402243	2.809228	13.197087
10.895534	8.505554	7.948965	4.333101	4.961255	11.791168	10.356238	0.046416	11.788857	5.647663	11.611536	9.829071	2.284643
11.96756	9.563912	5.547125	1.159563	10.208086	17.208329	10.659765	0.046416	0.947476	8.176236	3.393213	12.36499	8.757329
4.669589	14.795004	9.649961	4.108922	12.173561	2.606275	10.72806	0.046416	7.377256	3.184747	8.562233	11.533554	10.564421
13.729577	4.125013	12.454744	5.841928	11.333376	12.572221	4.655486	0.046416	3.797596	8.682006	5.902876	4.939761	11.919
7.972668	7.692952	14.30949	7.666022	6.70386	3.448954	7.333681	0.1	2.809641	11.844186	12.306831	13.592261	4.219455
11.37385	3.988163	2.038426	9.127635	12.406797	16.282286	11.917426	0.1	1.294309	4.099078	3.58448	16.530729	7.256822
13.858337	4.044002	12.35136	4.428228	4.507594	6.15664	11.344965	0.1	9.357629	7.865508	9.985687	7.958877	8.041174
4.57845	2.157346	10.943158	13.411031	4.051832	16.129954	2.655701	0.1	12.753502	0.091914	2.335612	15.853599	14.9379
13.987287	0.353301	12.788645	7.176226	0.683382	14.567333	13.234709	0.1	13.886804	1.630155	13.319835	6.100862	2.17146
12.537587	7.012873	11.85077	5.633124	7.649599	8.653455	10.116699	0.215443	16.513288	0.297138	11.926078	4.770665	2.823279
12.792365	5.917168	4.213993	1.916613	15.372116	6.469832	14.481915	0.215443	8.093986	15.250683	2.841473	2.035758	10.398655
4.525853	9.235108	13.209042	0.32924	13.232189	6.168005	13.191936	0.215443	6.241432	8.795279	5.25062	5.217555	14.388299
2.389144	6.004066	6.659672	11.973759	8.702256	11.343758	7.228931	0.215443	9.508419	11.965755	12.036662	4.132205	7.839929
10.992587	8.633812	12.650784	1.505314	11.914683	5.35211	12.428491	0.215443	11.085387	8.306869	5.032718	9.981844	1.899958
11.965615	3.022009	3.357527	0.723421	13.680354	8.510275	10.574167	0.464159	3.61979	15.66262	10.403754	4.018151	13.998159
0.719149	11.51882	9.766916	0.513024	2.595144	4.830013	13.06163	0.464159	9.104863	5.24324	7.041888	21.857765	13.283388
9.738876	9.703344	16.628226	1.548483	14.083337	8.390076	3.404187	0.464159	2.771612	4.867626	13.617302	3.012394	11.770378
2.5201	15.589617	10.554625	7.123687	15.532558	15.354998	5.291513	0.464159	4.937145	5.635868	2.405953	4.80395	9.785828
3.526375	12.146871	14.149874	6.234815	14.940667	7.734896	0.721033	0.464159	1.715495	13.269528	8.890227	12.945652	3.260407
0.859868	4.25758	0.486337	11.107109	7.236235	4.212588	16.449597	1.0	13.36792	13.331414	8.493351	14.310539	4.887461
1.280761	2.524552	12.712931	8.867479	12.402254	5.199994	15.168652	1.0	2.364362	4.833436	12.090089	14.150489	7.405002
14.573378	10.513637	5.193817	9.677232	4.228906	4.357451	13.74309	1.0	1.002934	5.461089	5.748613	13.288581	11.211273
16.045937	2.818757	11.902181	8.901763	5.448355	5.800858	15.525857	1.0	9.144862	1.761857	13.162427	0.129173	8.357974
11.420652	5.091271	4.998786	10.739911	5.159207	15.09804	3.220843	1.0	2.032276	15.030896	10.911733	10.429834	4.866551
