CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
4.436365	9.782345	2.145646	0.01	12.088079	12.604613	2.20163	12.948925	12.388726	10.529539	6.635845	9.712373	4.515914
13.84849	3.251056	4.331419	0.01	2.018582	11.876954	13.565402	11.08476	9.581666	11.802115	13.301067	4.201888	1.126601
4.353377	8.862919	10.428483	0.021544	9.485684	6.956027	5.265137	10.041891	5.65677	11.593006	12.692211	5.991187	8.651764
7.300885	4.069788	11.855488	0.021544	8.27612	11.237038	17.433939	5.541296	1.550917	17.085736	4.931945	0.662663	10.032639
13.038452	6.232217	6.073554	0.021544	2.423765	11.950361	13.862105	1.74189	11.17673	6.805587	8.013994	12.982606	5.677193
11.047326	4.090751	1.34147	0.021544	11.059301	2.395017	0.182461	12.673689	12.921187	14.503846	6.468915	13.678553	9.61594
11.900883	5.822756	8.095546	0.021544	9.084206	6.872941	6.434132	10.974995	14.638794	10.027328	5.263239	4.135989	6.727647
0.120776	0.907023	14.077983	0.046416	6.593131	12.586866	14.519183	12.998954	5.115961	1.456577	15.356442	3.227674	12.993014
11.444894	6.844351	3.886166	0.046416	9.31297	6.273164	6.692902	12.684472	6.645599	10.192103	8.499288	9.098786	8.378889
10.393389	3.88037	5.273505	0.046416	15.05499	7.799082	16.264402	2.365399	4.976905	6.5796	7.321019	8.886256	11.158667
12.60677	12.4926	8.248764	0.046416	2.682478	11.987167	1.462129	12.354239	2.016056	7.806035	13.02223	3.991684	11.283432
6.110661	10.712084	9.856676	0.046416	12.615747	11.589714	2.754817	14.402691	3.534653	1.921487	5.236004	11.687344	9.531706
3.524624	6.328001	6.023369	0.1	12.162895	11.387501	4.578406	0.294554	8.75666	12.80025	12.907514	8.917902	12.218324
5.773264	4.791476	5.890002	0.1	7.671761	12.224609	7.981431	1.758749	12.210329	6.48888	9.68035	12.41408	13.01507
16.335948	17.130729	1.605833	0.1	1.999898	3.29961	7.476134	2.891777	13.274563	8.913637	10.236283	12.112001	4.623587
1.306566	7.833183	15.209018	0.1	7.162658	6.331608	11.886733	3.215786	8.278714	12.696749	7.71293	13.876379	4.389676
7.39788	10.654229	13.96229	0.1	14.760281	5.809134	16.255397	6.221444	12.415174	0.09158	4.463527	3.823878	4.045186
2.583299	8.292017	2.993846	0.215443	5.897938	2.56955	11.371651	12.205717	9.822628	9.765753	8.966131	12.350062	12.965965
3.397722	12.703563	8.710608	0.215443	11.818322	12.7594	11.453119	11.430073	3.350575	2.600307	9.917464	7.923929	3.719474
5.836507	5.273519	8.316857	0.215443	1.792486	8.091354	9.595953	13.092169	13.210727	12.511966	13.952942	5.450871	2.659204
3.041752	13.269665	8.339312	0.215443	2.140897	1.674972	10.073399	16.258421	12.641938	9.070151	9.911737	4.693398	8.668914
17.45559	14.11508	12.667228	0.215443	0.424032	0.960616	3.11875	8.716313	1.507659	17.561556	9.152724	14.089324	0.015686
10.113627	3.45279	8.016537	0.464159	3.274126	7.338748	10.224209	10.925978	11.181946	6.401659	7.530621	8.202611	12.872991
4.560625	4.921911	7.059724	0.464159	10.884335	15.628874	7.187329	4.577765	5.483827	12.800213	6.88276	5.636702	13.911775
5.879749	10.112335	9.038637	0.464159	8.860519	12.741948	4.720673	13.022745	7.509361	4.48301	13.012408	8.661784	1.492673
9.763685	1.801042	12.936618	0.464159	8.352648	12.268729	6.445054	2.553596	13.537685	1.546115	13.765608	8.115969	8.449093
4.618965	1.601217	6.572903	0.464159	6.354956	13.936809	9.970501	14.108142	9.50811	14.518304	0.719562	10.411771	7.214601
11.21683	12.260261	10.132344	1.0	5.707445	10.038498	10.590495	3.395362	1.856142	10.333713	13.139775	7.601624	2.72751
2.043668	12.40753	4.839427	1.0	7.728645	4.192131	12.024729	6.656902	7.731313	9.69894	12.255556	6.355685	13.065473
10.402355	5.319365	9.656856	1.0	15.53712	7.189866	6.578805	8.946323	12.035917	6.718286	2.250342	14.159755	0.20501
14.697193	1.123927	5.768664	1.0	0.300261	7.688546	8.778384	11.129654	13.562151	5.698436	14.579477	9.574869	6.09844
8.106639	11.200738	2.924834	1.0	9.064568	10.716809	10.78648	3.201539	7.414203	10.90926	11.770065	2.103173	10.801691
