CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
13.337075	0.215443	4.592676	4.865731	3.025361	9.056271	2.606227	15.249655	19.900138	6.450094	6.555898	9.205716	4.939714
1.178269	0.215443	18.831878	7.77033	14.988017	8.618742	1.483394	5.744315	9.279105	9.897141	15.337834	4.157841	2.497691
14.139819	0.215443	16.04026	14.4792	11.969136	4.893237	3.129935	8.511805	8.811962	0.315502	2.184303	1.778645	13.530753
4.894415	0.215443	7.563234	14.860849	13.134889	7.161555	0.017461	14.208816	9.300754	7.22574	5.913134	2.733199	12.770508
7.25335	0.215443	0.540277	8.563051	1.756401	2.58244	13.608338	22.050977	5.916802	2.238543	4.354452	9.557136	21.362791
16.019628	0.464159	3.18196	16.082962	4.227719	4.493846	5.057867	5.446687	16.817865	3.142622	10.009656	5.592251	9.462777
0.194586	0.464159	3.583824	13.018211	4.794858	4.975078	9.250048	8.093536	6.907364	9.017198	13.374482	12.526771	13.799885
23.011495	0.464159	1.017536	20.243671	5.597007	4.643914	5.455817	2.252508	3.154846	17.4527	14.435861	0.979126	1.29136
9.203977	0.464159	8.910251	15.722495	2.181279	4.073539	13.289918	18.999855	0.584231	4.045849	10.819191	6.402168	5.303088
8.790083	0.464159	12.011903	13.686157	16.764737	13.966427	0.792149	0.036237	10.679986	7.148872	1.19015	2.475694	11.993446
3.782664	1.0	9.082685	4.891394	12.262051	7.191041	12.876453	5.050602	7.71442	1.945764	10.051811	12.538154	11.612959
8.7454	1.0	3.32477	6.988883	14.419943	1.394728	6.856988	6.306646	14.661133	12.468005	2.136002	18.620199	3.077303
14.554678	1.0	13.126791	7.478072	16.936089	11.998274	1.459822	6.05565	9.366564	8.895596	0.23281	7.968057	0.927597
11.978629	1.0	11.805833	0.985884	7.934979	6.332467	10.0936	12.357251	8.432973	7.758066	7.414753	9.201523	4.704042
12.497924	1.0	5.711316	6.706159	2.039268	16.328835	5.675416	5.633613	1.283113	7.898736	11.235802	7.210932	16.778885
