CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
2.948851	5.281443	1.687828	4.042839	23.46566	7.558705	4.693302	12.259945	0.046416	11.422267	3.827605	1.403754	21.361384
13.868302	16.156854	11.63868	5.052534	5.105905	12.187633	2.981709	11.815176	0.046416	3.771134	0.494841	11.877092	5.003725
19.45863	10.864149	9.000189	2.990033	14.896115	0.739833	2.752921	0.699083	0.046416	0.364028	19.973179	6.887309	11.328115
5.675376	7.480134	4.190369	7.964703	12.995207	11.376642	3.986882	0.539505	0.046416	14.246629	8.353433	9.306702	13.838002
0.642611	1.731397	1.804511	9.394141	11.251028	15.490087	7.880165	5.733931	0.1	8.39894	9.914576	13.203552	14.45506
17.275779	3.049411	2.136588	6.392445	8.884561	14.443611	2.043344	7.592284	0.1	15.960816	5.021832	2.608065	14.491263
8.449253	6.868177	12.56534	7.402835	3.150326	3.284718	13.651302	14.968895	0.1	3.449917	0.050842	13.784759	12.273635
7.021623	14.282684	11.849266	0.199845	1.462767	13.259013	11.365645	13.260551	0.1	6.249393	3.568323	3.531133	13.849756
3.23198	5.877687	12.109328	5.435108	11.376983	2.635883	8.509702	14.140802	0.1	13.192859	2.664073	9.77221	10.953385
11.689908	9.424288	0.6989	4.665216	5.940846	15.045029	5.698833	6.116473	0.215443	3.012375	11.966248	14.314084	11.212357
5.915766	0.911664	12.744946	7.45595	6.171335	8.733934	5.469494	14.859868	0.215443	13.731144	8.232201	13.865893	1.69236
8.30725	16.475489	0.157991	7.879873	9.119603	3.384631	10.022793	13.447961	0.215443	6.838174	7.910356	2.063294	14.177142
6.030205	8.919142	11.841033	8.693692	8.72959	12.288214	7.058393	1.81753	0.215443	11.42758	5.635006	10.145175	7.198997
11.29937	12.668774	1.9249	15.114616	3.321376	6.213416	12.470571	4.428104	0.215443	16.085176	7.567179	8.494365	0.196711
7.286077	2.3107	3.236299	2.822594	12.534322	6.367157	13.558198	6.600513	0.464159	8.820222	13.468157	12.889133	9.642468
10.617942	8.770878	0.706449	10.790038	3.154213	13.639766	5.09566	12.63435	0.464159	7.634598	4.074602	18.509974	3.907371
5.79751	4.996967	6.538916	14.176683	10.312148	4.043749	5.46535	13.551822	0.464159	5.729309	7.201638	16.043354	5.678394
14.981466	3.184333	15.613772	10.584853	8.98882	7.777195	7.381323	3.425133	0.464159	0.079835	6.870236	7.962223	12.686653
12.531828	9.426514	6.961792	0.984025	9.125224	6.844666	14.737453	5.81581	0.464159	15.22747	6.020392	1.971992	9.888675
5.8849	11.622413	14.280805	2.607699	4.641493	8.347527	8.934163	7.482928	1.0	9.310909	10.326125	5.368446	10.192591
11.063106	15.459171	12.248479	1.433714	10.002627	5.546449	0.320692	8.751674	1.0	14.872467	2.572476	5.649261	11.079884
1.363524	9.225595	5.868828	14.584645	14.248655	6.760491	2.858982	6.239024	1.0	11.282027	0.360332	14.186605	12.021291
10.338584	6.927071	4.613812	11.47936	1.611859	12.67028	11.264011	6.937765	1.0	12.828271	7.503202	8.757991	4.067793
10.798789	5.564133	11.748211	2.51926	12.620157	7.934677	14.345154	18.506669	1.0	3.947811	4.329439	1.481588	5.204112
