CD4	CD8	nB	NK	PC	Mn	iDC	mDC	M1	M0	mNeu	M2	cB
17.495073	10.761011	1.774345	0.53243	9.60338	5.041437	1.675541	11.030678	10.158283	0.046416	8.707615	14.183462	8.990329
20.11005	0.60748	4.951919	7.098001	12.655497	9.505017	4.019231	5.252802	3.935297	0.046416	19.536269	10.818181	1.46384
12.643192	8.019279	13.500344	6.44557	5.601996	10.553015	1.733399	14.684306	8.382337	0.046416	0.298342	2.078628	16.013176
11.56639	10.932486	7.382749	2.845984	5.082304	7.908721	5.647322	10.345995	12.305481	0.046416	10.342028	11.971972	3.622152
13.001597	7.954989	13.501564	0.826013	0.864101	10.222433	13.160909	8.662787	6.75128	0.046416	6.009976	8.190319	10.807617
13.898376	9.006974	12.944172	12.587974	10.389298	8.910687	0.467691	12.714668	0.823263	0.1	0.522815	7.338258	10.295824
2.481522	13.003487	7.383261	4.648389	5.665312	12.505157	8.572843	12.899463	1.448161	0.1	6.437895	12.19553	12.658979
4.887664	0.621897	10.72201	4.795774	15.93471	18.163932	17.069945	9.508392	12.26461	0.1	0.223725	5.13958	0.567761
0.564725	14.456888	23.497172	1.205533	2.183807	5.532792	4.158668	9.365009	4.469192	0.1	14.994923	11.141635	8.329657
16.762776	11.789534	2.502588	9.168234	4.919931	13.514789	3.229222	10.494754	1.991914	0.1	14.150894	10.818161	0.557204
2.962376	7.143325	17.466219	0.852821	11.297256	11.353474	0.326904	15.212437	14.346943	0.215443	1.909145	11.287096	5.626561
18.561668	7.109088	3.480851	12.827016	2.17945	7.062463	7.386675	12.018091	9.930606	0.215443	4.771996	6.419998	8.036655
13.491354	12.646953	1.498772	4.488817	6.052953	9.363993	9.954663	0.731744	6.938385	0.215443	13.076365	7.617966	13.922591
2.904521	12.319258	0.711832	8.022403	6.009267	11.258109	11.613032	8.859971	8.426151	0.215443	12.245238	5.282981	12.131794
3.287502	3.245498	11.097892	15.292431	11.004997	10.154227	16.472713	8.615367	5.335714	0.215443	0.153147	14.230131	0.894936
2.816179	6.783829	6.549662	12.984907	2.945631	9.565699	14.170347	13.781813	3.934236	0.464159	3.117273	15.217043	7.669221
10.675521	8.861435	15.010866	11.943407	7.875403	10.393399	2.992464	6.594399	9.51312	0.464159	2.200694	6.599736	6.875396
9.819274	12.704555	10.22026	11.363207	10.038684	8.947676	0.262559	5.20433	3.579807	0.464159	4.452604	12.767194	10.175692
9.957023	14.934485	12.281726	6.342979	2.56252	13.09277	2.298912	8.046823	13.673186	0.464159	4.946891	11.35799	0.040536
5.437476	4.449466	0.152116	12.588447	14.270887	2.788738	2.273571	15.772279	15.172942	0.464159	10.345554	2.504715	13.77965
14.518776	12.211652	1.032274	5.086321	16.028723	2.985587	4.420572	4.503178	4.876004	1.0	15.889925	0.073813	17.373173
5.958506	7.509778	3.051294	12.882218	14.444653	9.319444	7.827873	13.310694	2.620533	1.0	13.71897	2.871388	5.48465
13.53725	10.530357	2.775246	5.705607	2.325709	15.937113	0.380198	16.087029	10.501039	1.0	4.761277	9.618001	6.841174
11.518366	11.91375	3.260321	3.150813	11.264775	4.552091	10.597879	11.376074	9.727672	1.0	2.676495	8.927698	10.034066
15.967156	9.042994	5.423287	6.434289	5.439387	11.317981	7.556471	6.524104	12.531136	1.0	0.204699	17.124007	1.43449
