chrom	start	end	CD8-NK	CD8-Mono	CD8-B_cell	CD8-CD4	maxdelta	mindelta	Avgdelta
chr1	923624	923626	0.0053333333333333574	0.06466666666666666	-0.0546666666666667	-0.03666666666666668	0.06466666666666666	-0.0546666666666667	-0.005333333333333339
chr1	923629	923631	0.16533333333333333	0.15066666666666664	0.07399999999999997	-0.049666666666666685	0.16533333333333333	-0.049666666666666685	0.0850833333333333
chr1	923645	923647	0.1013333333333333	-0.012666666666666715	-0.0033333333333333552	0.03400000000000003	0.1013333333333333	-0.012666666666666715	0.029833333333333316
chr1	923648	923650	0.013333333333333308	-0.07133333333333336	-0.04999999999999999	-0.07633333333333331	0.013333333333333308	-0.07633333333333331	-0.04608333333333334
chr1	923651	923653	0.16833333333333328	0.12499999999999994	0.007666666666666599	0.216	0.216	0.007666666666666599	0.12924999999999995
chr1	923655	923657	0.015000000000000013	0.05800000000000001	-0.09766666666666662	0.17533333333333334	0.17533333333333334	-0.09766666666666662	0.03766666666666668
chr1	923666	923668	0.22066666666666665	0.15666666666666662	0.02133333333333326	0.4163333333333333	0.4163333333333333	0.02133333333333326	0.20374999999999996
chr1	923669	923671	0.06866666666666665	-0.09033333333333336	-0.06800000000000002	0.202	0.202	-0.09033333333333336	0.02808333333333332
chr1	923694	923696	0.019333333333333317	0.0333333333333333	-0.07533333333333336	-0.06133333333333335	0.0333333333333333	-0.07533333333333336	-0.021000000000000026
chr1	923705	923707	0.3113333333333333	0.20033333333333334	0.1123333333333334	0.12733333333333335	0.3113333333333333	0.1123333333333334	0.18783333333333335
chr1	923710	923712	0.02466666666666667	-0.10599999999999997	-0.07566666666666669	0.033	0.033	-0.10599999999999997	-0.030999999999999993
chr1	923712	923714	0.19933333333333333	0.19866666666666666	0.19833333333333333	0.21233333333333326	0.21233333333333326	0.19833333333333333	0.20216666666666666
chr1	923737	923739	0.17166666666666666	0.10266666666666664	0.12466666666666665	0.16099999999999998	0.17166666666666666	0.10266666666666664	0.13999999999999999
chr1	923739	923741	0.10566666666666663	0.07599999999999997	-0.027666666666666728	0.052999999999999985	0.10566666666666663	-0.027666666666666728	0.05174999999999996
chr1	923741	923743	0.05533333333333329	0.0016666666666666494	0.1293333333333333	0.11666666666666665	0.1293333333333333	0.0016666666666666494	0.07574999999999997
chr1	923760	923762	0.09366666666666662	0.17766666666666664	0.18299999999999994	0.18766666666666665	0.18766666666666665	0.09366666666666662	0.16049999999999998
chr1	923764	923766	0.081	-0.09100000000000004	0.12366666666666667	-0.016333333333333342	0.12366666666666667	-0.09100000000000004	0.024333333333333325
chr1	923774	923776	0.18933333333333333	0.28800000000000003	0.16	0.14733333333333334	0.28800000000000003	0.14733333333333334	0.19616666666666668
chr1	923781	923783	0.2373333333333334	0.24366666666666675	0.2533333333333334	0.2830000000000001	0.2830000000000001	0.2373333333333334	0.2543333333333334
chr1	923792	923794	0.104	0.06633333333333334	0.06100000000000001	0.083	0.104	0.06100000000000001	0.07858333333333334
chr1	923799	923801	-0.057333333333333285	0.09866666666666668	0.09866666666666668	0.05933333333333336	0.09866666666666668	-0.057333333333333285	0.049833333333333354
chr1	923812	923814	-0.20316666666666666	-0.1711666666666667	-0.10316666666666667	-0.006500000000000007	-0.006500000000000007	-0.20316666666666666	-0.12100000000000001
chr1	923824	923826	-0.0034999999999999892	-0.10450000000000004	0.006499999999999992	-0.194	0.006499999999999992	-0.194	-0.07387500000000001
chr1	923833	923835	0.07700000000000001	0.11133333333333334	0.196	0.325	0.325	0.07700000000000001	0.17733333333333334
chr1	923838	923840	0.045333333333333316	0.060666666666666674	0.15266666666666667	0.26766666666666666	0.26766666666666666	0.045333333333333316	0.13158333333333333
chr1	923842	923844	-0.049999999999999975	0.04133333333333334	-0.07833333333333332	0.08833333333333332	0.08833333333333332	-0.07833333333333332	0.00033333333333333826
chr1	923847	923849	-0.15733333333333333	-0.014333333333333309	-0.032	0.08833333333333332	0.08833333333333332	-0.15733333333333333	-0.02883333333333333
chr1	923856	923858	-0.16833333333333333	-0.029666666666666664	-0.18466666666666667	-0.109	-0.029666666666666664	-0.18466666666666667	-0.12291666666666667
chr1	923858	923860	-0.001999999999999974	0.16433333333333333	0.15866666666666668	-0.11850000000000002	0.16433333333333333	-0.11850000000000002	0.05062500000000001
chr1	923868	923870	-0.13666666666666666	-0.02566666666666666	0.021333333333333333	0.021333333333333333	0.021333333333333333	-0.13666666666666666	-0.029916666666666664
chr1	923871	923873	-0.08933333333333332	0.105	0.07166666666666666	0.0165	0.105	-0.08933333333333332	0.025958333333333333
chr1	924088	924090	-0.07616666666666665	-0.094	-0.13849999999999996	0.0905	0.0905	-0.13849999999999996	-0.05454166666666665
chr1	924092	924094	0.2955	0.03949999999999998	-0.067	0.2955	0.2955	-0.067	0.14087499999999997
chr1	924105	924107	-0.056666666666666664	-0.03199999999999999	-0.12433333333333335	0.11	0.11	-0.12433333333333335	-0.02575
chr1	924109	924111	-0.04116666666666666	-0.006999999999999999	-0.16683333333333336	0.0555	0.0555	-0.16683333333333336	-0.03987500000000001
chr1	924111	924113	0.013333333333333336	0.11	-0.057666666666666665	0.11	0.11	-0.057666666666666665	0.04391666666666667
chr1	924115	924117	0.4435	0.2401666666666667	0.2388333333333333	0.4435	0.4435	0.2388333333333333	0.34149999999999997
chr1	924125	924127	-0.22333333333333336	-0.14766666666666664	-0.31466666666666665	-0.4165	-0.14766666666666664	-0.4165	-0.2755416666666667
chr1	924130	924132	0.061166666666666675	0.1875	-0.0625	0.0625	0.1875	-0.0625	0.06216666666666667
chr1	924132	924134	0.0596666666666667	0.11566666666666668	-0.10099999999999996	0.18600000000000005	0.18600000000000005	-0.10099999999999996	0.06508333333333337
chr1	924144	924146	-0.16533333333333333	0.06666666666666668	-0.04500000000000001	0.06666666666666668	0.06666666666666668	-0.16533333333333333	-0.019249999999999996
chr1	924149	924151	0.11483333333333333	0.2815	0.16983333333333328	0.2815	0.2815	0.11483333333333333	0.21191666666666664
chr1	924159	924161	-0.09233333333333332	0.054000000000000006	-0.14633333333333334	0.151	0.151	-0.14633333333333334	-0.008416666666666663
chr1	924175	924177	-0.03966666666666667	-0.076	-0.12966666666666665	0.037000000000000005	0.037000000000000005	-0.12966666666666665	-0.05208333333333333
chr1	924178	924180	-0.3345	0.0165	-0.1701666666666667	0.0755	0.0755	-0.3345	-0.10316666666666667
chr1	924182	924184	-0.0050000000000000044	-0.05233333333333333	0.002333333333333326	0.114	0.114	-0.05233333333333333	0.01475
chr1	924185	924187	0.20366666666666666	0.238	0.12566666666666662	0.275	0.275	0.12566666666666662	0.21058333333333332
chr1	924190	924192	-0.040666666666666657	0.015666666666666676	0.04266666666666667	0.05466666666666668	0.05466666666666668	-0.040666666666666657	0.018083333333333344
chr1	924195	924197	-0.04300000000000001	0.039	-0.08600000000000001	-0.057333333333333326	0.039	-0.08600000000000001	-0.036833333333333336
chr1	924201	924203	0.060666666666666674	0.05800000000000001	-0.0050000000000000044	-0.0013333333333333253	0.060666666666666674	-0.0050000000000000044	0.02808333333333334
chr1	924221	924223	0.06400000000000003	-0.1413333333333333	-0.011666666666666629	0.07433333333333335	0.07433333333333335	-0.1413333333333333	-0.003666666666666641
chr1	924236	924238	0.021000000000000005	0.0029999999999999892	-0.15433333333333338	-0.04133333333333333	0.021000000000000005	-0.15433333333333338	-0.04291666666666668
chr1	924239	924241	-0.10833333333333332	-0.19333333333333336	-0.05266666666666667	0.06233333333333334	0.06233333333333334	-0.19333333333333336	-0.07300000000000001
chr1	924243	924245	-0.05249999999999996	0.03516666666666668	-0.13983333333333334	0.1325	0.1325	-0.13983333333333334	-0.006166666666666654
chr1	924256	924258	0.2543333333333333	0.222	0.129	0.42100000000000004	0.42100000000000004	0.129	0.25658333333333333
chr1	924269	924271	-0.016	-0.14900000000000002	-0.20033333333333336	-0.1	-0.016	-0.20033333333333336	-0.11633333333333334
chr1	924273	924275	0.118	-0.11400000000000005	-0.09999999999999998	0.192	0.192	-0.11400000000000005	0.023999999999999994
chr1	924276	924278	-0.07449999999999997	-0.102	-0.1238333333333333	0.14650000000000002	0.14650000000000002	-0.1238333333333333	-0.0384583333333333
chr1	924278	924280	-0.16616666666666668	0.011499999999999995	-0.20316666666666666	0.007166666666666681	0.011499999999999995	-0.20316666666666666	-0.08766666666666667
chr1	924284	924286	-0.395	-0.09350000000000004	-0.2956666666666667	-0.03333333333333333	-0.03333333333333333	-0.395	-0.204375
chr1	924287	924289	-0.251	-0.04800000000000003	-0.11466666666666668	0.05933333333333333	0.05933333333333333	-0.251	-0.08858333333333335
chr1	924293	924295	-0.0035000000000000586	0.08349999999999994	0.17999999999999994	0.25733333333333325	0.25733333333333325	-0.0035000000000000586	0.12933333333333324
chr1	924297	924299	-0.2375000000000001	0.06749999999999995	0.1813333333333333	0.1403333333333333	0.1813333333333333	-0.2375000000000001	0.03791666666666661
chr1	924300	924302	-0.11250000000000004	0.18100000000000002	0.1485	0.1775	0.18100000000000002	-0.11250000000000004	0.09862499999999999
chr1	924305	924307	-0.231	-0.23199999999999998	-0.06683333333333333	0.060166666666666674	0.060166666666666674	-0.23199999999999998	-0.11741666666666664
chr1	924313	924315	0.016499999999999987	-0.07800000000000001	0.021833333333333343	0.13983333333333334	0.13983333333333334	-0.07800000000000001	0.025041666666666663
chr1	924317	924319	-0.048	-0.11899999999999998	0.03333333333333334	-0.014	0.03333333333333334	-0.11899999999999998	-0.03691666666666667
chr1	924326	924328	-0.0625	-0.17600000000000002	-0.0821666666666667	0.0625	0.0625	-0.17600000000000002	-0.06454166666666668
chr1	924328	924330	-0.345	-0.22450000000000006	-0.0028333333333333266	-0.02383333333333333	-0.0028333333333333266	-0.345	-0.14904166666666668
chr1	924330	924332	0.05400000000000002	-0.021499999999999964	0.04300000000000004	0.058666666666666686	0.058666666666666686	-0.021499999999999964	0.03354166666666669
chr1	924338	924340	-0.1285	-0.1085	-0.11183333333333334	-0.11749999999999995	-0.1085	-0.1285	-0.11658333333333332
chr1	924346	924348	-0.04400000000000001	-0.0985	-0.02866666666666665	0.09933333333333333	0.09933333333333333	-0.0985	-0.017958333333333333
chr1	924353	924355	-0.08900000000000001	-0.26	-0.15149999999999994	-0.020833333333333332	-0.020833333333333332	-0.26	-0.13033333333333333
chr1	924355	924357	0.0905	-0.009000000000000008	0.1771666666666667	0.16683333333333336	0.1771666666666667	-0.009000000000000008	0.10637500000000003
chr1	924371	924373	-0.1685	-0.10166666666666667	-0.067	0.099	0.099	-0.1685	-0.059541666666666666
chr1	924376	924378	-0.04899999999999999	0.08283333333333334	0.14350000000000004	0.13750000000000004	0.14350000000000004	-0.04899999999999999	0.07870833333333335
chr1	924392	924394	-0.2135	-0.2453333333333333	0.06200000000000001	-0.0965	0.06200000000000001	-0.2453333333333333	-0.12333333333333332
chr1	924395	924397	0.017000000000000015	-0.07733333333333331	-0.009666666666666657	0.267	0.267	-0.07733333333333331	0.049250000000000016
chr1	924398	924400	-0.08600000000000002	-0.3961666666666666	0.0705	-0.055500000000000015	0.0705	-0.3961666666666666	-0.11679166666666665
chr1	924405	924407	-0.24300000000000005	-0.2766666666666667	-0.10033333333333333	-0.064	-0.064	-0.2766666666666667	-0.17100000000000004
chr1	924413	924415	-0.05850000000000001	-0.104	0.11366666666666668	0.15	0.15	-0.104	0.025291666666666667
chr1	924422	924424	-0.043166666666666666	-0.14999999999999994	-0.027666666666666676	-0.11066666666666668	-0.027666666666666676	-0.14999999999999994	-0.08287499999999999
chr1	924427	924429	0.08316666666666668	0.12500000000000006	0.21766666666666667	0.2916666666666667	0.2916666666666667	0.08316666666666668	0.179375
chr1	924435	924437	0.003666666666666651	-0.15133333333333335	0.15	0.15	0.15	-0.15133333333333335	0.03808333333333332
chr1	924438	924440	0.020333333333333314	0.02366666666666667	0.09133333333333332	0.16666666666666666	0.16666666666666666	0.020333333333333314	0.07549999999999998
chr1	924456	924458	-0.07433333333333332	-0.3573333333333334	0.019333333333333327	-0.111	0.019333333333333327	-0.3573333333333334	-0.13083333333333336
chr1	924461	924463	0.10533333333333336	-0.181	0.22333333333333336	0.16083333333333336	0.22333333333333336	-0.181	0.07712500000000003
chr1	924463	924465	0.311	0.06266666666666665	0.30466666666666664	0.18483333333333327	0.311	0.06266666666666665	0.21579166666666663
chr1	924489	924491	0.04566666666666665	-0.16399999999999998	-0.03200000000000003	0.111	0.111	-0.16399999999999998	-0.009833333333333343
chr1	924498	924500	0.111	0.04433333333333332	-0.05566666666666667	0.111	0.111	-0.05566666666666667	0.05266666666666667
chr1	924508	924510	0.08249999999999996	0.15533333333333332	0.07466666666666666	0.05533333333333332	0.15533333333333332	0.05533333333333332	0.09195833333333331
chr1	924522	924524	0.021333333333333315	0.010999999999999982	-0.06400000000000003	0.111	0.111	-0.06400000000000003	0.019833333333333317
chr1	924555	924557	0.13883333333333334	0.022333333333333344	0.008833333333333332	0.22233333333333336	0.22233333333333336	0.008833333333333332	0.09808333333333334
chr1	924558	924560	0.0275	0.010999999999999982	-0.1986666666666667	0.111	0.111	-0.1986666666666667	-0.012291666666666683
chr1	924562	924564	-0.09383333333333337	-0.052333333333333336	-0.08633333333333335	0.04766666666666667	0.04766666666666667	-0.09383333333333337	-0.046208333333333344
chr1	924577	924579	0.0575	0.1825	-0.03916666666666668	0.1825	0.1825	-0.03916666666666668	0.09583333333333333
chr1	924589	924591	0.299	0.299	0.188	0.1325	0.299	0.1325	0.22962500000000002
chr1	924594	924596	0.24850000000000005	-0.16999999999999996	0.031166666666666683	-0.08449999999999994	0.24850000000000005	-0.16999999999999996	0.006291666666666709
chr1	924601	924603	-0.18899999999999997	0.0010000000000000286	-0.15633333333333332	0.03350000000000003	0.03350000000000003	-0.18899999999999997	-0.07770833333333331
chr1	924627	924629	0.16700000000000004	0.2085	-0.05649999999999994	-0.16649999999999998	0.2085	-0.16649999999999998	0.038125000000000034
chr1	924632	924634	0.16649999999999998	0.3165	-0.05683333333333335	0.16649999999999998	0.3165	-0.05683333333333335	0.14816666666666667
chr1	924661	924663	0.3	0.3415	0.025666666666666667	0.2583333333333333	0.3415	0.025666666666666667	0.23137499999999997
chr1	924667	924669	0.2583333333333333	0.202	0.175	0.2583333333333333	0.2583333333333333	0.175	0.22341666666666665
chr1	924672	924674	0.39166666666666666	0.2195	0.225	0.3083333333333333	0.39166666666666666	0.2195	0.28612499999999996
chr1	924696	924698	0.12233333333333335	0.16233333333333333	0.056666666666666636	0.17800000000000002	0.17800000000000002	0.056666666666666636	0.12983333333333333
chr1	924706	924708	0.22233333333333333	0.08249999999999996	0.11133333333333334	0.12233333333333332	0.22233333333333333	0.08249999999999996	0.134625
chr1	924710	924712	0.19066666666666668	0.02399999999999997	0.10200000000000004	0.2406666666666667	0.2406666666666667	0.02399999999999997	0.13933333333333334
chr1	924717	924719	0.3120000000000001	0.19716666666666668	0.21166666666666675	0.3503333333333334	0.3503333333333334	0.19716666666666668	0.26779166666666676
chr1	924724	924726	0.16133333333333336	-0.15050000000000002	-0.044999999999999984	0.2446666666666667	0.2446666666666667	-0.15050000000000002	0.05262500000000001
chr1	924726	924728	0.45799999999999996	0.1365	0.11266666666666668	0.3746666666666667	0.45799999999999996	0.11266666666666668	0.27045833333333336
chr1	924730	924732	0.16233333333333336	0.029166666666666674	0.05199999999999999	0.10133333333333336	0.16233333333333336	0.029166666666666674	0.08620833333333335
chr1	924732	924734	0.27	0.25816666666666666	0.20866666666666667	0.2923333333333333	0.2923333333333333	0.20866666666666667	0.25729166666666664
chr1	924738	924740	0.19100000000000006	-0.04066666666666663	0.1206666666666667	0.1586666666666667	0.19100000000000006	-0.04066666666666663	0.10741666666666672
chr1	924750	924752	0.023666666666666614	0.08433333333333333	0.2543333333333333	0.13499999999999995	0.2543333333333333	0.023666666666666614	0.1243333333333333
chr1	924763	924765	0.14733333333333332	0.2233333333333333	0.249	0.21166666666666667	0.249	0.14733333333333332	0.20783333333333331
chr1	924766	924768	0.11166666666666672	0.12933333333333336	0.23633333333333334	0.1663333333333334	0.23633333333333334	0.11166666666666672	0.1609166666666667
chr1	924771	924773	0.14633333333333332	0.10233333333333333	0.2313333333333333	0.10566666666666666	0.2313333333333333	0.10233333333333333	0.14641666666666667
chr1	924778	924780	0.1853333333333333	0.09083333333333328	0.19299999999999995	0.04033333333333333	0.19299999999999995	0.04033333333333333	0.12737499999999996
chr1	924790	924792	0.2276666666666667	0.2486666666666667	0.2373333333333333	0.2356666666666667	0.2486666666666667	0.2276666666666667	0.23733333333333334
chr1	924793	924795	0.04500000000000004	0.08933333333333338	0.11266666666666672	0.2773333333333334	0.2773333333333334	0.04500000000000004	0.13108333333333338
chr1	924800	924802	0.13100000000000006	0.13666666666666671	0.10066666666666672	0.20000000000000007	0.20000000000000007	0.10066666666666672	0.1420833333333334
chr1	924802	924804	0.04933333333333334	0.09833333333333334	0.18566666666666667	0.038000000000000034	0.18566666666666667	0.038000000000000034	0.09283333333333335
chr1	924804	924806	0.03200000000000003	0.0733333333333333	0.18100000000000002	0.08933333333333332	0.18100000000000002	0.03200000000000003	0.09391666666666666
chr1	924814	924816	0.24100000000000002	0.2313333333333333	0.25266666666666665	0.31066666666666665	0.31066666666666665	0.2313333333333333	0.2589166666666667
chr1	924818	924820	0.28	0.182	0.3026666666666667	0.3386666666666667	0.3386666666666667	0.182	0.2758333333333334
chr1	924846	924848	0.06866666666666665	0.17700000000000005	0.21666666666666667	0.3546666666666667	0.3546666666666667	0.06866666666666665	0.20425000000000001
chr1	924854	924856	0.1628333333333333	0.02633333333333332	-0.035666666666666715	0.08433333333333333	0.1628333333333333	-0.035666666666666715	0.05945833333333331
chr1	924860	924862	0.11949999999999995	0.15299999999999994	0.09766666666666662	0.29100000000000004	0.29100000000000004	0.09766666666666662	0.16529166666666664
chr1	924862	924864	0.16516666666666666	0.06833333333333333	0.0069999999999999785	0.11199999999999999	0.16516666666666666	0.0069999999999999785	0.08812499999999998
chr1	924865	924867	0.021833333333333343	0.07466666666666667	0.04766666666666666	0.18833333333333327	0.18833333333333327	0.021833333333333343	0.08312499999999998
chr1	924876	924878	0.014166666666666659	0.09133333333333332	-0.059000000000000025	0.191	0.191	-0.059000000000000025	0.05937499999999999
chr1	924883	924885	-0.02749999999999997	0.05300000000000002	-0.01366666666666663	0.1036666666666667	0.1036666666666667	-0.02749999999999997	0.02887500000000003
chr1	924895	924897	0.04583333333333337	0.15800000000000006	0.09000000000000002	0.2046666666666667	0.2046666666666667	0.04583333333333337	0.12462500000000004
chr1	924901	924903	0.07183333333333332	0.203	0.06833333333333333	0.2863333333333333	0.2863333333333333	0.06833333333333333	0.157375
chr1	924905	924907	0.027666666666666676	0.15733333333333333	0.1406666666666667	0.15366666666666667	0.15733333333333333	0.027666666666666676	0.11983333333333333
chr1	924907	924909	-0.4948333333333334	0.12633333333333333	-0.0020000000000000018	0.12433333333333332	0.12633333333333333	-0.4948333333333334	-0.06154166666666668
chr1	924912	924914	-0.13983333333333334	-0.14433333333333334	0.0003333333333332966	0.151	0.151	-0.14433333333333334	-0.03320833333333335
chr1	924929	924931	-0.017999999999999988	-0.016499999999999987	-0.0398333333333333	0.2335	0.2335	-0.0398333333333333	0.039791666666666684
chr1	924952	924954	0.054999999999999986	-0.001166666666666677	-0.06283333333333335	0.05483333333333332	0.054999999999999986	-0.06283333333333335	0.011458333333333319
chr1	924955	924957	-0.1335	-0.054666666666666634	-0.10066666666666664	0.15233333333333335	0.15233333333333335	-0.1335	-0.03412499999999998
chr1	924967	924969	0.18083333333333332	0.16233333333333336	0.031333333333333324	0.26383333333333336	0.26383333333333336	0.031333333333333324	0.15958333333333335
chr1	924973	924975	-0.056499999999999974	-0.11366666666666665	-0.21333333333333326	0.11	0.11	-0.21333333333333326	-0.06837499999999998
chr1	924980	924982	0.16716666666666666	0.13399999999999995	0.06699999999999995	0.3336666666666666	0.3336666666666666	0.06699999999999995	0.17545833333333327
chr1	924982	924984	-0.336	0.08700000000000005	-0.23600000000000002	0.064	0.08700000000000005	-0.336	-0.10525
chr1	924989	924991	0.09666666666666668	0.009333333333333305	0.08316666666666668	0.04816666666666666	0.09666666666666668	0.009333333333333305	0.05933333333333333
chr1	925006	925008	0.14150000000000007	0.07700000000000007	0.23750000000000004	0.14150000000000007	0.23750000000000004	0.07700000000000007	0.14937500000000006
chr1	925011	925013	0.195	0.02400000000000005	0.14500000000000002	-0.054999999999999986	0.195	-0.054999999999999986	0.07725000000000003
chr1	925019	925021	0.122	0.02483333333333332	-0.026166666666666668	0.08749999999999998	0.122	-0.026166666666666668	0.05204166666666665
chr1	925029	925031	-0.06849999999999995	-0.0383333333333333	-0.2093333333333333	-0.16949999999999998	-0.0383333333333333	-0.2093333333333333	-0.12141666666666663
chr1	925038	925040	0.3118333333333333	0.0723333333333333	0.3978333333333333	0.2018333333333333	0.3978333333333333	0.0723333333333333	0.2459583333333333
chr1	925046	925048	0.2415	-0.008500000000000008	0.3275	0.38299999999999995	0.38299999999999995	-0.008500000000000008	0.235875
chr1	925065	925067	-0.18800000000000006	-0.186	-0.11333333333333336	-0.353	-0.11333333333333336	-0.353	-0.21008333333333334
chr1	925067	925069	-0.0033333333333332997	-0.0593333333333333	0.11700000000000005	0.15516666666666673	0.15516666666666673	-0.0593333333333333	0.052375000000000047
chr1	925082	925084	0.13066666666666665	-0.044333333333333336	0.1706666666666666	0.1013333333333333	0.1706666666666666	-0.044333333333333336	0.08958333333333329
chr1	925084	925086	-0.21833333333333327	0.13033333333333333	0.2023333333333333	0.18333333333333326	0.2023333333333333	-0.21833333333333327	0.07441666666666666
chr1	925086	925088	-0.21733333333333335	0.10933333333333337	0.19933333333333333	0.13266666666666668	0.19933333333333333	-0.21733333333333335	0.05600000000000001
chr1	925088	925090	-0.2005	-0.01266666666666666	-0.034333333333333334	0.02166666666666669	0.02166666666666669	-0.2005	-0.056458333333333326
chr1	925097	925099	0.162	0.0675	0.2436666666666667	0.13266666666666668	0.2436666666666667	0.0675	0.15145833333333336
chr1	925106	925108	0.036000000000000004	-0.10150000000000003	0.04200000000000001	0.11766666666666667	0.11766666666666667	-0.10150000000000003	0.023541666666666662
chr1	925115	925117	-0.12733333333333333	-0.2798333333333334	-0.0646666666666667	0.024333333333333318	0.024333333333333318	-0.2798333333333334	-0.11187500000000002
chr1	925122	925124	-0.1878333333333333	-0.21683333333333327	0.05466666666666667	0.020333333333333342	0.05466666666666667	-0.21683333333333327	-0.08241666666666664
chr1	925152	925154	0.12933333333333333	-0.14066666666666666	-0.0633333333333333	0.21100000000000002	0.21100000000000002	-0.14066666666666666	0.03408333333333335
chr1	925376	925378	-0.1943333333333333	-0.14933333333333332	0.125	0.25	0.25	-0.1943333333333333	0.007833333333333345
chr1	925380	925382	0.04199999999999998	-0.024000000000000018	0.1583333333333333	0.1253333333333333	0.1583333333333333	-0.024000000000000018	0.07541666666666663
chr1	925383	925385	0.2783333333333334	-0.02099999999999991	-0.09816666666666662	0.2783333333333334	0.2783333333333334	-0.09816666666666662	0.10937500000000006
chr1	925386	925388	-0.26666666666666666	-0.16666666666666666	-0.18233333333333332	0.06666666666666668	0.06666666666666668	-0.26666666666666666	-0.13725
chr1	925421	925423	-0.322	-0.2713333333333333	-0.09866666666666668	0.09466666666666666	0.09466666666666666	-0.322	-0.14933333333333332
chr1	925439	925441	-0.3073333333333333	-0.04066666666666667	-0.15166666666666667	-0.07383333333333332	-0.04066666666666667	-0.3073333333333333	-0.143375
chr1	925442	925444	-0.033333333333333326	0.18566666666666665	0.01100000000000001	0.3	0.3	-0.033333333333333326	0.11583333333333333
chr1	925444	925446	-0.31666666666666665	0.016666666666666663	-0.14699999999999994	-0.08316666666666665	0.016666666666666663	-0.31666666666666665	-0.13254166666666664
