chrom	start	end	NK-CD4	NK-B_cell	NK-CD8	NK-Mono	maxdelta	mindelta	Avgdelta
chr1	923812	923814	0.19666666666666666	0.1	0.20316666666666666	0.032	0.20316666666666666	0.032	0.13295833333333332
chr1	923824	923826	-0.1905	0.00999999999999998	0.0034999999999999892	-0.10100000000000003	0.00999999999999998	-0.1905	-0.06950000000000002
chr1	923833	923835	0.248	0.11900000000000001	-0.07700000000000001	0.034333333333333334	0.248	-0.07700000000000001	0.08108333333333333
chr1	923838	923840	0.22233333333333336	0.10733333333333336	-0.045333333333333316	0.015333333333333362	0.22233333333333336	-0.045333333333333316	0.07491666666666669
chr1	923842	923844	0.1383333333333333	-0.02833333333333335	0.049999999999999975	0.09133333333333332	0.1383333333333333	-0.02833333333333335	0.06283333333333331
chr1	923847	923849	0.2456666666666667	0.12533333333333335	0.15733333333333333	0.14300000000000002	0.2456666666666667	0.12533333333333335	0.16783333333333333
chr1	923856	923858	0.05933333333333333	-0.016333333333333342	0.16833333333333333	0.13866666666666666	0.16833333333333333	-0.016333333333333342	0.0875
chr1	923858	923860	-0.11650000000000005	0.16066666666666665	0.001999999999999974	0.1663333333333333	0.1663333333333333	-0.11650000000000005	0.05312499999999997
chr1	923866	923868	0.111	0.08066666666666665	0.111	-0.03233333333333335	0.111	-0.03233333333333335	0.06758333333333333
chr1	923868	923870	0.158	0.158	0.13666666666666666	0.11100000000000003	0.158	0.11100000000000003	0.14091666666666666
chr1	923871	923873	0.10583333333333332	0.161	0.08933333333333332	0.19433333333333333	0.19433333333333333	0.08933333333333332	0.137625
chr1	924088	924090	0.16666666666666666	-0.062333333333333324	0.07616666666666665	-0.01783333333333334	0.16666666666666666	-0.062333333333333324	0.04066666666666666
chr1	924105	924107	0.16666666666666666	-0.06766666666666671	0.056666666666666664	0.02466666666666667	0.16666666666666666	-0.06766666666666671	0.04508333333333332
chr1	924109	924111	0.09666666666666666	-0.1256666666666667	0.04116666666666666	0.034166666666666665	0.09666666666666666	-0.1256666666666667	0.01158333333333332
chr1	924111	924113	0.09666666666666666	-0.071	-0.013333333333333336	0.09666666666666666	0.09666666666666666	-0.071	0.02725
chr1	924125	924127	-0.19316666666666665	-0.0913333333333333	0.22333333333333336	0.07566666666666673	0.22333333333333336	-0.19316666666666665	0.0036250000000000275
chr1	924130	924132	0.0013333333333333253	-0.12366666666666667	-0.061166666666666675	0.12633333333333333	0.12633333333333333	-0.12366666666666667	-0.014291666666666675
chr1	924132	924134	0.12633333333333333	-0.16066666666666665	-0.0596666666666667	0.05599999999999998	0.12633333333333333	-0.16066666666666665	-0.009500000000000012
chr1	924144	924146	0.232	0.1203333333333333	0.16533333333333333	0.232	0.232	0.1203333333333333	0.18741666666666668
chr1	924149	924151	0.16666666666666666	0.05499999999999998	-0.11483333333333333	0.16666666666666666	0.16666666666666666	-0.11483333333333333	0.06837499999999999
chr1	924159	924161	0.2433333333333333	-0.05400000000000002	0.09233333333333332	0.14633333333333332	0.2433333333333333	-0.05400000000000002	0.10699999999999998
chr1	924175	924177	0.07666666666666667	-0.08999999999999997	0.03966666666666667	-0.03633333333333333	0.07666666666666667	-0.08999999999999997	-0.0024999999999999883
chr1	924178	924180	0.41	0.1643333333333333	0.3345	0.35100000000000003	0.41	0.1643333333333333	0.31495833333333334
chr1	924182	924184	0.119	0.0073333333333333315	0.0050000000000000044	-0.047333333333333324	0.119	-0.047333333333333324	0.021
chr1	924185	924187	0.07133333333333333	-0.07800000000000001	-0.20366666666666666	0.034333333333333334	0.07133333333333333	-0.20366666666666666	-0.044000000000000004
chr1	924190	924192	0.09533333333333334	0.08333333333333333	0.040666666666666657	0.056333333333333326	0.09533333333333334	0.040666666666666657	0.06891666666666667
chr1	924195	924197	-0.014333333333333325	-0.043	0.04300000000000001	0.08200000000000003	0.08200000000000003	-0.043	0.01691666666666668
chr1	924201	924203	-0.062	-0.06566666666666668	-0.060666666666666674	-0.0026666666666666644	-0.0026666666666666644	-0.06566666666666668	-0.04775
chr1	924221	924223	0.010333333333333332	-0.07566666666666665	-0.06400000000000003	-0.2053333333333333	0.010333333333333332	-0.2053333333333333	-0.08366666666666667
chr1	924236	924238	-0.06233333333333334	-0.1753333333333334	-0.021000000000000005	-0.018000000000000016	-0.018000000000000016	-0.1753333333333334	-0.0691666666666667
chr1	924239	924241	0.17066666666666666	0.055666666666666635	0.10833333333333332	-0.08500000000000005	0.17066666666666666	-0.08500000000000005	0.06241666666666664
chr1	924243	924245	0.185	-0.0873333333333334	0.05249999999999996	0.08766666666666664	0.185	-0.0873333333333334	0.0594583333333333
chr1	924256	924258	0.16666666666666666	-0.12533333333333332	-0.2543333333333333	-0.032333333333333325	0.16666666666666666	-0.2543333333333333	-0.06133333333333332
chr1	924269	924271	-0.08399999999999999	-0.18433333333333332	0.016	-0.133	0.016	-0.18433333333333332	-0.09633333333333333
chr1	924273	924275	0.07400000000000001	-0.218	-0.118	-0.23200000000000004	0.07400000000000001	-0.23200000000000004	-0.12350000000000001
chr1	924276	924278	0.221	-0.04933333333333331	0.07449999999999997	-0.027500000000000024	0.221	-0.04933333333333331	0.054666666666666655
chr1	924278	924280	0.17333333333333334	-0.036999999999999984	0.16616666666666668	0.17766666666666667	0.17766666666666667	-0.036999999999999984	0.12004166666666669
chr1	924284	924286	0.3616666666666667	0.09933333333333333	0.395	0.3015	0.395	0.09933333333333333	0.28937500000000005
chr1	924287	924289	0.3103333333333333	0.1363333333333333	0.251	0.203	0.3103333333333333	0.1363333333333333	0.22516666666666668
chr1	924293	924295	0.2608333333333333	0.1835	0.0035000000000000586	0.087	0.2608333333333333	0.0035000000000000586	0.13370833333333335
chr1	924297	924299	0.3778333333333334	0.4188333333333334	0.2375000000000001	0.30500000000000005	0.4188333333333334	0.2375000000000001	0.3347916666666667
chr1	924300	924302	0.29000000000000004	0.261	0.11250000000000004	0.29350000000000004	0.29350000000000004	0.11250000000000004	0.23925000000000002
chr1	924305	924307	0.2911666666666667	0.16416666666666668	0.231	-0.0010000000000000009	0.2911666666666667	-0.0010000000000000009	0.17133333333333334
chr1	924313	924315	0.12333333333333335	0.0053333333333333574	-0.016499999999999987	-0.0945	0.12333333333333335	-0.0945	0.00441666666666668
chr1	924317	924319	0.034	0.08133333333333334	0.048	-0.07099999999999998	0.08133333333333334	-0.07099999999999998	0.023083333333333338
chr1	924326	924328	0.125	-0.01966666666666669	0.0625	-0.1135	0.125	-0.1135	0.013583333333333326
chr1	924328	924330	0.32116666666666666	0.3421666666666666	0.345	0.12049999999999995	0.345	0.12049999999999995	0.28220833333333334
chr1	924330	924332	0.004666666666666665	-0.010999999999999982	-0.05400000000000002	-0.07549999999999997	0.004666666666666665	-0.07549999999999997	-0.033958333333333326
chr1	924338	924340	0.011000000000000038	0.016666666666666663	0.1285	0.020000000000000014	0.1285	0.011000000000000038	0.04404166666666668
chr1	924346	924348	0.14333333333333334	0.015333333333333362	0.04400000000000001	-0.054499999999999986	0.14333333333333334	-0.054499999999999986	0.03704166666666668
chr1	924353	924355	0.06816666666666668	-0.06249999999999997	0.08900000000000001	-0.171	0.08900000000000001	-0.171	-0.019083333333333324
chr1	924355	924357	0.07633333333333336	0.0866666666666667	-0.0905	-0.0995	0.0866666666666667	-0.0995	-0.006749999999999985
chr1	924371	924373	0.2675	0.1015	0.1685	0.06683333333333333	0.2675	0.06683333333333333	0.15108333333333332
chr1	924376	924378	0.18650000000000005	0.19250000000000006	0.04899999999999999	0.13183333333333333	0.19250000000000006	0.04899999999999999	0.13995833333333335
chr1	924392	924394	0.117	0.2755	0.2135	-0.031833333333333325	0.2755	-0.031833333333333325	0.14354166666666668
chr1	924395	924397	0.25	-0.026666666666666672	-0.017000000000000015	-0.09433333333333332	0.25	-0.09433333333333332	0.027999999999999997
chr1	924398	924400	0.030500000000000024	0.15650000000000006	0.08600000000000002	-0.3101666666666666	0.15650000000000006	-0.3101666666666666	-0.009291666666666615
chr1	924405	924407	0.17900000000000005	0.14266666666666672	0.24300000000000005	-0.03366666666666668	0.24300000000000005	-0.03366666666666668	0.13275000000000003
chr1	924413	924415	0.2085	0.1721666666666667	0.05850000000000001	-0.04549999999999999	0.2085	-0.04549999999999999	0.09841666666666668
chr1	924422	924424	-0.0675	0.0155	0.043166666666666666	-0.10683333333333332	0.043166666666666666	-0.10683333333333332	-0.028916666666666667
chr1	924427	924429	0.2085	0.1345	-0.08316666666666668	0.04183333333333336	0.2085	-0.08316666666666668	0.07541666666666666
chr1	924435	924437	0.14633333333333334	0.14633333333333334	-0.003666666666666651	-0.155	0.14633333333333334	-0.155	0.03350000000000001
chr1	924438	924440	0.14633333333333334	0.07100000000000001	-0.020333333333333314	0.0033333333333333552	0.14633333333333334	-0.020333333333333314	0.05008333333333335
chr1	924456	924458	-0.03666666666666665	0.09366666666666668	0.07433333333333332	-0.28300000000000003	0.09366666666666668	-0.28300000000000003	-0.03791666666666667
chr1	924461	924463	0.055500000000000015	0.118	-0.10533333333333336	-0.2863333333333334	0.118	-0.2863333333333334	-0.05454166666666668
chr1	924463	924465	-0.12616666666666668	-0.00633333333333333	-0.311	-0.2483333333333333	-0.00633333333333333	-0.311	-0.17295833333333333
chr1	924489	924491	0.06533333333333334	-0.07766666666666668	-0.04566666666666665	-0.2096666666666666	0.06533333333333334	-0.2096666666666666	-0.06691666666666665
chr1	924508	924510	-0.027166666666666645	-0.007833333333333303	-0.08249999999999996	0.07283333333333335	0.07283333333333335	-0.08249999999999996	-0.01116666666666664
chr1	924510	924512	-0.11	-0.14400000000000002	-0.11	-0.05133333333333333	-0.05133333333333333	-0.14400000000000002	-0.10383333333333333
chr1	924522	924524	0.08966666666666667	-0.08533333333333334	-0.021333333333333315	-0.010333333333333332	0.08966666666666667	-0.08533333333333334	-0.00683333333333333
chr1	924525	924527	0.122	-0.015000000000000013	0.122	0.036999999999999984	0.122	-0.015000000000000013	0.06649999999999999
chr1	924543	924545	0.15649999999999994	-0.1321666666666667	0.15649999999999994	0.15649999999999994	0.15649999999999994	-0.1321666666666667	0.08433333333333329
chr1	924555	924557	0.08349999999999999	-0.13000000000000006	-0.13883333333333334	-0.11650000000000002	0.08349999999999999	-0.13883333333333334	-0.07545833333333335
chr1	924558	924560	0.08349999999999999	-0.2261666666666667	-0.0275	-0.016500000000000015	0.08349999999999999	-0.2261666666666667	-0.04666666666666668
chr1	924562	924564	0.1415	0.007500000000000007	0.09383333333333337	0.04150000000000001	0.1415	0.007500000000000007	0.07108333333333333
chr1	924577	924579	0.125	-0.09666666666666668	-0.0575	0.125	0.125	-0.09666666666666668	0.02395833333333333
chr1	924594	924596	-0.333	-0.21733333333333332	-0.24850000000000005	-0.4185	-0.21733333333333332	-0.4185	-0.30433333333333334
chr1	924598	924600	0.00016666666666667607	-0.050666666666666686	0.00016666666666667607	-0.033333333333333354	0.00016666666666667607	-0.050666666666666686	-0.020916666666666674
chr1	924601	924603	0.22250000000000006	0.032666666666666684	0.18899999999999997	0.19000000000000006	0.22250000000000006	0.032666666666666684	0.1585416666666667
chr1	924624	924626	0.00016666666666670382	-0.16649999999999998	-0.16649999999999998	0.17800000000000002	0.17800000000000002	-0.16649999999999998	-0.03870833333333331
chr1	924627	924629	-0.3335	-0.2235	-0.16700000000000004	0.04149999999999998	0.04149999999999998	-0.3335	-0.17062500000000003
chr1	924661	924663	-0.041666666666666664	-0.2743333333333333	-0.3	0.04150000000000001	0.04150000000000001	-0.3	-0.143625
chr1	924672	924674	-0.08333333333333333	-0.16666666666666669	-0.39166666666666666	-0.1721666666666667	-0.08333333333333333	-0.39166666666666666	-0.20345833333333332
chr1	924696	924698	0.05566666666666667	-0.0656666666666667	-0.12233333333333335	0.03999999999999998	0.05566666666666667	-0.12233333333333335	-0.02308333333333335
chr1	924706	924708	-0.1	-0.11099999999999996	-0.22233333333333333	-0.13983333333333334	-0.1	-0.22233333333333333	-0.14329166666666665
chr1	924710	924712	0.05	-0.08866666666666664	-0.19066666666666668	-0.1666666666666667	0.05	-0.19066666666666668	-0.099
chr1	924717	924719	0.03833333333333333	-0.10033333333333333	-0.3120000000000001	-0.11483333333333336	0.03833333333333333	-0.3120000000000001	-0.12220833333333336
chr1	924724	924726	0.08333333333333333	-0.2063333333333333	-0.16133333333333336	-0.3118333333333334	0.08333333333333333	-0.3118333333333334	-0.14904166666666668
chr1	924726	924728	-0.08333333333333333	-0.3453333333333333	-0.45799999999999996	-0.3215	-0.08333333333333333	-0.45799999999999996	-0.30204166666666665
chr1	924730	924732	-0.061	-0.11033333333333337	-0.16233333333333336	-0.13316666666666668	-0.061	-0.16233333333333336	-0.11670833333333336
chr1	924732	924734	0.022333333333333344	-0.0613333333333333	-0.27	-0.011833333333333336	0.022333333333333344	-0.27	-0.08020833333333334
chr1	924738	924740	-0.032333333333333325	-0.07033333333333333	-0.19100000000000006	-0.23166666666666666	-0.032333333333333325	-0.23166666666666666	-0.13133333333333336
chr1	924750	924752	0.11133333333333334	0.2306666666666667	-0.023666666666666614	0.0606666666666667	0.2306666666666667	-0.023666666666666614	0.09475000000000003
chr1	924763	924765	0.06433333333333335	0.10166666666666667	-0.14733333333333332	0.07599999999999997	0.10166666666666667	-0.14733333333333332	0.023666666666666673
chr1	924766	924768	0.05466666666666667	0.12466666666666665	-0.11166666666666672	0.017666666666666636	0.12466666666666665	-0.11166666666666672	0.02133333333333331
chr1	924771	924773	-0.040666666666666657	0.08499999999999999	-0.14633333333333332	-0.043999999999999984	0.08499999999999999	-0.14633333333333332	-0.03649999999999999
chr1	924778	924780	-0.14499999999999996	0.007666666666666669	-0.1853333333333333	-0.0945	0.007666666666666669	-0.1853333333333333	-0.10429166666666664
chr1	924790	924792	0.007999999999999993	0.009666666666666645	-0.2276666666666667	0.02099999999999999	0.02099999999999999	-0.2276666666666667	-0.04725000000000002
chr1	924793	924795	0.2323333333333333	0.06766666666666668	-0.04500000000000004	0.044333333333333336	0.2323333333333333	-0.04500000000000004	0.07483333333333332
chr1	924800	924802	0.06899999999999999	-0.03033333333333335	-0.13100000000000006	0.005666666666666653	0.06899999999999999	-0.13100000000000006	-0.02166666666666669
chr1	924802	924804	-0.011333333333333306	0.13633333333333333	-0.04933333333333334	0.049	0.13633333333333333	-0.04933333333333334	0.031166666666666672
chr1	924804	924806	0.0573333333333333	0.14899999999999994	-0.03200000000000003	0.041333333333333284	0.14899999999999994	-0.03200000000000003	0.05391666666666662
chr1	924814	924816	0.06966666666666665	0.011666666666666672	-0.24100000000000002	-0.00966666666666667	0.06966666666666665	-0.24100000000000002	-0.042333333333333334
chr1	924818	924820	0.058666666666666666	0.02266666666666667	-0.28	-0.098	0.058666666666666666	-0.28	-0.07416666666666667
chr1	924846	924848	0.28600000000000003	0.14800000000000002	-0.06866666666666665	0.1083333333333334	0.28600000000000003	-0.06866666666666665	0.1184166666666667
chr1	924854	924856	-0.07849999999999999	-0.1985	-0.1628333333333333	-0.13649999999999998	-0.07849999999999999	-0.1985	-0.1440833333333333
chr1	924860	924862	0.1715	-0.021833333333333343	-0.11949999999999995	0.0335	0.1715	-0.11949999999999995	0.01591666666666668
chr1	924862	924864	-0.053166666666666654	-0.15816666666666668	-0.16516666666666666	-0.09683333333333333	-0.053166666666666654	-0.16516666666666666	-0.11833333333333332
chr1	924865	924867	0.16649999999999998	0.02583333333333332	-0.021833333333333343	0.05283333333333333	0.16649999999999998	-0.021833333333333343	0.05583333333333332
chr1	924876	924878	0.17683333333333334	-0.07316666666666669	-0.014166666666666659	0.07716666666666666	0.17683333333333334	-0.07316666666666669	0.041666666666666664
chr1	924883	924885	0.13116666666666665	0.013833333333333336	0.02749999999999997	0.08049999999999999	0.13116666666666665	0.013833333333333336	0.06324999999999999
chr1	924895	924897	0.15883333333333333	0.04416666666666666	-0.04583333333333337	0.11216666666666666	0.15883333333333333	-0.04583333333333337	0.06733333333333333
chr1	924901	924903	0.2145	-0.003500000000000003	-0.07183333333333332	0.13116666666666665	0.2145	-0.07183333333333332	0.06758333333333333
chr1	924905	924907	0.126	0.11300000000000003	-0.027666666666666676	0.12966666666666665	0.12966666666666665	-0.027666666666666676	0.08525
chr1	924907	924909	0.6191666666666666	0.4928333333333334	0.4948333333333334	0.6211666666666666	0.6211666666666666	0.4928333333333334	0.557
chr1	924912	924914	0.2908333333333333	0.14016666666666666	0.13983333333333334	-0.004500000000000004	0.2908333333333333	-0.004500000000000004	0.14158333333333334
chr1	924929	924931	0.2515	-0.02183333333333332	0.017999999999999988	0.0015000000000000011	0.2515	-0.02183333333333332	0.06229166666666667
chr1	924952	924954	-0.00016666666666667607	-0.11783333333333335	-0.054999999999999986	-0.05616666666666667	-0.00016666666666667607	-0.11783333333333335	-0.05729166666666667
chr1	924955	924957	0.2858333333333333	0.03283333333333338	0.1335	0.07883333333333338	0.2858333333333333	0.03283333333333338	0.13275
chr1	924967	924969	0.08299999999999999	-0.14950000000000002	-0.18083333333333332	-0.018499999999999992	0.08299999999999999	-0.18083333333333332	-0.06645833333333334
chr1	924973	924975	0.16649999999999998	-0.15683333333333332	0.056499999999999974	-0.05716666666666668	0.16649999999999998	-0.15683333333333332	0.0022499999999999864
chr1	924980	924982	0.16649999999999998	-0.10016666666666668	-0.16716666666666666	-0.033166666666666685	0.16649999999999998	-0.16716666666666666	-0.03350000000000001
chr1	924982	924984	0.4	0.09999999999999998	0.336	0.423	0.423	0.09999999999999998	0.31475000000000003
chr1	924989	924991	-0.048500000000000015	-0.013500000000000012	-0.09666666666666668	-0.08733333333333337	-0.013500000000000012	-0.09666666666666668	-0.06150000000000002
chr1	925011	925013	-0.25	-0.05	-0.195	-0.17099999999999996	-0.05	-0.25	-0.16649999999999998
chr1	925019	925021	-0.03450000000000003	-0.14816666666666667	-0.122	-0.09716666666666668	-0.03450000000000003	-0.14816666666666667	-0.10045833333333334
chr1	925029	925031	-0.10100000000000003	-0.14083333333333334	0.06849999999999995	0.03016666666666665	0.06849999999999995	-0.14083333333333334	-0.035791666666666694
chr1	925038	925040	-0.11	0.08600000000000002	-0.3118333333333333	-0.2395	0.08600000000000002	-0.3118333333333333	-0.1438333333333333
chr1	925046	925048	0.1415	0.08600000000000002	-0.2415	-0.25	0.1415	-0.25	-0.066
chr1	925065	925067	-0.16499999999999998	0.07466666666666666	0.18800000000000006	0.0020000000000000573	0.18800000000000006	-0.16499999999999998	0.024916666666666698
chr1	925067	925069	0.15850000000000006	0.12033333333333335	0.0033333333333332997	-0.056	0.15850000000000006	-0.056	0.05654166666666667
chr1	925082	925084	-0.02933333333333332	0.03999999999999998	-0.13066666666666665	-0.17499999999999996	0.03999999999999998	-0.17499999999999996	-0.07374999999999998
chr1	925084	925086	0.4016666666666666	0.4206666666666666	0.21833333333333327	0.34866666666666657	0.4206666666666666	0.21833333333333327	0.34733333333333327
chr1	925086	925088	0.3500000000000001	0.4166666666666667	0.21733333333333335	0.3266666666666668	0.4166666666666667	0.21733333333333335	0.3276666666666668
chr1	925088	925090	0.22216666666666665	0.16616666666666666	0.2005	0.1878333333333333	0.22216666666666665	0.16616666666666666	0.19416666666666665
chr1	925097	925099	-0.02933333333333332	0.08166666666666668	-0.162	-0.0945	0.08166666666666668	-0.162	-0.051041666666666666
chr1	925106	925108	0.08166666666666668	0.0060000000000000045	-0.036000000000000004	-0.13750000000000004	0.08166666666666668	-0.13750000000000004	-0.02145833333333334
chr1	925115	925117	0.15166666666666664	0.06266666666666662	0.12733333333333333	-0.15250000000000002	0.15166666666666664	-0.15250000000000002	0.047291666666666635
chr1	925122	925124	0.20816666666666664	0.2425	0.1878333333333333	-0.029000000000000026	0.2425	-0.029000000000000026	0.15237499999999998
chr1	925152	925154	0.08166666666666668	-0.19266666666666665	-0.12933333333333333	-0.27	0.08166666666666668	-0.27	-0.12758333333333333
chr1	925376	925378	0.4443333333333333	0.3193333333333333	0.1943333333333333	0.044999999999999984	0.4443333333333333	0.044999999999999984	0.25075
chr1	925380	925382	0.08333333333333331	0.11633333333333333	-0.04199999999999998	-0.066	0.11633333333333333	-0.066	0.02291666666666667
chr1	925386	925388	0.3333333333333333	0.08433333333333333	0.26666666666666666	0.1	0.3333333333333333	0.08433333333333333	0.1960833333333333
chr1	925421	925423	0.4166666666666667	0.22333333333333336	0.322	0.05066666666666675	0.4166666666666667	0.05066666666666675	0.25316666666666665
chr1	925439	925441	0.2335	0.15566666666666665	0.3073333333333333	0.2666666666666666	0.3073333333333333	0.15566666666666665	0.24079166666666663
chr1	925442	925444	0.3333333333333333	0.044333333333333336	0.033333333333333326	0.219	0.3333333333333333	0.033333333333333326	0.1575
chr1	925444	925446	0.2335	0.16966666666666666	0.31666666666666665	0.3333333333333333	0.3333333333333333	0.16966666666666666	0.26329166666666665
chr1	925450	925452	0.389	-0.07499999999999996	-0.05266666666666664	0.2856666666666667	0.389	-0.07499999999999996	0.13675000000000004
