chrom	start	end	OtherGroup_avg_delta rank	OwnGroup_avg_delta rank	Average delta rank	Minimum delta rank	Tregs-Bcell	Tregs-Myloid	Tregs-NK	Tregs-Naive CD4 T	Tregs-Naive CD8 T	Tregs-PMNlike	Tregs-CD4 TCM	Tregs-CD8 TCM	Tregs-CD8 TEMRA	Tregs-CD4 TEM	Tregs-CD8 TEM	Minimum delta	Maximum delta	Average delta	(Minimum delta+Average delta)/2	(Minimum delta rank+Average delta rank)/2	OwnGroup_avg_delta	OtherGroup_avg_delta	(OwnGroup_avg_delta rank+OtherGroup_avg_delta rank)/2	(OwnGroup_avg_delta rank+Average delta rank)/2
chr1	937760	937762	5	12	12	15	0.012875000000000079	0.1268750000000003	0.11716666666666666	0.11950000000000005	0.08050000000000003	0.1029444444444445	0.0495000000000001	0.09800000000000007	0.03350000000000008	0.04500000000000015	0.015000000000000124	0.012875000000000079	0.1268750000000003	0.07280555555555565	0.042840277777777866	13.5	0.0697708333333334	0.08089814814814829	8.5	12.0
chr1	937318	937320	6	13	13	6	0.05837500000000007	0.11468750000000015	0.04033333333333333	0.08400000000000007	0.06900000000000006	0.05488888888888888	0.04249999999999998	0.06150000000000011	0.026000000000000027	0.06100000000000005	0.10050000000000003	0.026000000000000027	0.11468750000000015	0.06479861111111118	0.0453993055555556	9.5	0.06060416666666671	0.07598379629629637	9.5	13.0
chr1	947809	947811	10	15	14	5	0.06575000000000009	0.06343750000000004	0.07200000000000006	0.03700000000000003	0.05600000000000005	0.05688888888888899	0.05950000000000012	0.03350000000000008	0.05600000000000005	0.06000000000000005	0.055500000000000105	0.03350000000000008	0.07200000000000006	0.05596148989898997	0.04473074494949503	9.5	0.05368750000000007	0.06202546296296304	12.5	14.5
chr1	941170	941172	23	14	16	14	0.03549999999999999	0.019937499999999983	0.10066666666666667	0.125	0.029333333333333336	0.013333333333333336	0.0285	0.0435	0.03849999999999999	0.076	0.0285	0.013333333333333336	0.125	0.04897916666666666	0.031156249999999996	15.0	0.058750000000000004	0.022923611111111103	18.5	15.0
chr1	954012	954014	9	17	15	18	0.05612499999999998	0.10143750000000007	0.05533333333333335	0.08066666666666666	0.04899999999999993	0.030333333333333205	0.01949999999999985	0.02849999999999997	0.05149999999999999	0.01100000000000001	0.06600000000000006	0.01100000000000001	0.10143750000000007	0.04994507575757574	0.030472537878787873	16.5	0.04518749999999998	0.06263194444444442	13.0	16.0
chr1	945250	945252	26	16	17	16	0.012785714285714178	0.026874999999999868	0.0605	0.015000000000000013	0.0605	0.024071428571428632	0.0605	0.0605	0.04500000000000004	0.016999999999999904	0.04349999999999998	0.012785714285714178	0.0605	0.0387483766233766	0.02576704545454539	16.5	0.04531249999999999	0.021244047619047562	21.0	16.5
chr1	952585	952587	20	20	18	11	0.034375000000000044	0.019937500000000045	0.04066666666666663	0.035333333333333335	0.05366666666666664	0.02077777777777756	0.05699999999999994	0.04249999999999998	0.04149999999999987	0.037999999999999916	0.01849999999999996	0.01849999999999996	0.05699999999999994	0.03656881313131309	0.027534406565656526	14.5	0.040895833333333284	0.025030092592592548	20.0	19.0
chr1	932001	932003	31	18	21	24	0.015125	0.017812500000000002	0.006666666666666667	0.084	0.06133333333333332	0.01588888888888889	0.063	0.0495	0.01	0.04	0.0205	0.006666666666666667	0.084	0.03489330808080808	0.020779987373737374	22.5	0.041874999999999996	0.016275462962962964	24.5	19.5
chr1	923493	923495	17	21	20	19	0.025625	0.033875	0.03166666666666667	0.037333333333333336	0.10233333333333333	0.034	0.029500000000000005	0.013999999999999999	0.0105	0.0455	0.024	0.0105	0.10233333333333333	0.035303030303030315	0.02290151515151516	19.5	0.03685416666666667	0.031166666666666665	19.0	20.5
chr1	945888	945890	16	22	19	20	0.05725000000000002	0.037999999999999916	0.03633333333333333	0.08499999999999996	0.06166666666666665	0.0139999999999999	0.018999999999999902	0.010499999999999956	0.02750000000000008	0.02749999999999997	0.02449999999999997	0.010499999999999956	0.08499999999999996	0.0364772727272727	0.023488636363636326	19.5	0.03649999999999998	0.03641666666666662	19.0	20.5
chr1	944362	944364	32	19	22	30	0.003874999999999962	0.03831249999999986	0.01666666666666661	0.05300000000000005	0.05933333333333324	0.005333333333333412	0.044499999999999984	0.029499999999999967	0.031000000000000024	0.05349999999999999	0.04249999999999998	0.003874999999999962	0.05933333333333324	0.03432007575757574	0.01909753787878785	26.0	0.04124999999999998	0.015840277777777745	25.5	20.5
chr1	953874	953876	18	24	23	7	0.02199999999999991	0.03600000000000003	0.04683333333333328	0.030166666666666675	0.022500000000000075	0.030166666666666564	0.03099999999999992	0.03550000000000009	0.028999999999999918	0.026499999999999968	0.0585	0.02199999999999991	0.0585	0.03346969696969695	0.027734848484848428	15.0	0.03499999999999999	0.029388888888888836	21.0	23.5
chr1	952436	952438	22	23	26	8	0.019875000000000087	0.02737500000000004	0.034499999999999975	0.019500000000000184	0.034499999999999975	0.025277777777777732	0.035499999999999976	0.02349999999999996	0.031500000000000083	0.05049999999999999	0.05049999999999999	0.019500000000000184	0.05049999999999999	0.03204797979797982	0.02577398989899	17.0	0.03500000000000002	0.02417592592592595	22.5	24.5
chr1	941157	941159	15	25	25	21	0.08400000000000002	0.013	0.05466666666666666	0.01	0.008333333333333333	0.01688888888888889	0.045	0.019	0.053	0.0225	0.027500000000000004	0.008333333333333333	0.08400000000000002	0.032171717171717185	0.020252525252525258	23.0	0.03	0.03796296296296297	20.0	25.0
chr1	922991	922993	14	26	24	37	0.03325000000000011	0.04431250000000009	0.03266666666666662	0.05600000000000005	0.04500000000000004	0.04366666666666663	0.02349999999999996	0.030500000000000083	0.026000000000000027	0.02000000000000013	0.0015000000000001679	0.0015000000000001679	0.05600000000000005	0.03239962121212126	0.016949810606060715	30.5	0.029395833333333385	0.04040972222222228	20.0	25.0
chr1	925979	925981	24	27	27	32	0.05937499999999999	0.0059375	0.013000000000000001	0.021333333333333333	0.006	0.0034444444444444444	0.0145	0.027500000000000004	0.0505	0.0355	0.0645	0.0034444444444444444	0.0645	0.027417297979797986	0.015430871212121215	29.5	0.02910416666666667	0.02291898148148148	25.5	27.0
chr1	942920	942922	29	28	28	28	0.013125	0.021375	0.005333333333333333	0.041666666666666664	0.019666666666666662	0.02233333333333333	0.022000000000000002	0.022000000000000002	0.0265	0.034	0.0515	0.005333333333333333	0.0515	0.025409090909090902	0.015371212121212117	28.0	0.027833333333333335	0.018944444444444444	28.5	28.0
chr1	925936	925938	30	29	29	34	0.03175	0.010624999999999996	0.05616666666666666	0.0024999999999999988	0.01883333333333333	0.00972222222222222	0.012	0.0265	0.021	0.0525	0.022	0.0024999999999999988	0.05616666666666666	0.02396338383838384	0.013231691919191919	31.5	0.026437499999999996	0.01736574074074074	29.5	29.0
chr1	942915	942917	34	30	31	23	0.018375	0.0104375	0.04533333333333334	0.035	0.03466666666666667	0.014555555555555556	0.0075	0.008	0.02	0.018000000000000002	0.0255	0.0075	0.04533333333333334	0.021578914141414142	0.01453945707070707	27.0	0.02425	0.014456018518518519	32.0	30.5
chr1	950896	950898	28	32	30	38	0.032750000000000064	0.006624999999999992	0.011166666666666549	0.03783333333333328	0.032500000000000084	0.019277777777777727	0.0010000000000000009	0.02749999999999997	0.029499999999999967	0.013000000000000013	0.028000000000000136	0.0010000000000000009	0.03783333333333328	0.021741161616161617	0.011370580808080809	34.0	0.0225625	0.019550925925925926	30.0	31.0
chr1	941238	941240	33	31	32	22	0.016	0.020875	0.015666666666666666	0.012000000000000002	0.03866666666666666	0.007666666666666665	0.017	0.009000000000000001	0.04	0.01	0.0445	0.007666666666666665	0.0445	0.02103409090909091	0.014350378787878787	27.0	0.023354166666666665	0.014847222222222222	32.0	31.5
chr1	925987	925989	37	33	34	35	0.011125	0.0060625	0.008666666666666666	0.002	0.022	0.008	0.026500000000000003	0.0535	0.0255	0.019000000000000003	0.0215	0.002	0.0535	0.01853219696969697	0.010266098484848486	34.5	0.022333333333333334	0.008395833333333333	35.0	33.5
chr1	951767	951769	27	34	33	26	0.02449999999999997	0.014687499999999963	0.02399999999999991	0.013333333333333421	0.034666666666666617	0.02111111111111108	0.00550000000000006	0.019000000000000128	0.013500000000000071	0.02200000000000002	0.021500000000000075	0.00550000000000006	0.034666666666666617	0.019436237373737397	0.012468118686868729	29.5	0.019187500000000038	0.020099537037037003	30.5	33.5
chr1	946548	946550	35	35	36	33	0.02275000000000016	0.002937499999999927	0.01666666666666661	0.02566666666666661	0.027666666666666728	0.011333333333333416	0.024000000000000014	0.002500000000000057	0.02000000000000001	0.0040000000000000036	0.01649999999999996	0.002500000000000057	0.027666666666666728	0.015820075757575772	0.009160037878787915	34.5	0.017125	0.012340277777777834	35.0	35.5
chr1	941351	941353	21	37	35	25	0.04	0.0061875	0.007166666666666666	0.008833333333333332	0.015500000000000003	0.026388888888888885	0.007499999999999999	0.0255	0.0425	0.006	0.0125	0.006	0.0425	0.018006944444444447	0.012003472222222224	30.0	0.0156875	0.02419212962962963	29.0	36.0
chr1	924589	924591	36	36	37	27	0.022375	0.006875	0.005333333333333333	0.013666666666666666	0.01533333333333333	0.005333333333333333	0.012	0.012	0.006999999999999999	0.022	0.039	0.005333333333333333	0.039	0.014628787878787878	0.009981060606060606	32.0	0.01579166666666667	0.011527777777777777	36.0	36.5
chr1	925591	925593	38	38	38	36	0.008375	0.0063750000000000005	0.011000000000000001	0.005333333333333333	0.012000000000000002	0.002	0.009000000000000001	0.046	0.021	0.008	0.0105	0.002	0.046	0.012689393939393941	0.007344696969696971	37.0	0.015354166666666669	0.005583333333333333	38.0	38.0
