chrom	start	end	NaiveCD4-Bcell	NaiveCD4-Myloid	NaiveCD4-NK	NaiveCD4-NaiveCD8	NaiveCD4-PMNlike	NaiveCD4-Tregs	NaiveCD4-cm4	NaiveCD4-cm8	NaiveCD4-ed8	NaiveCD4-em4	NaiveCD4-em8	Minimum delta	Maximum delta	Average delta	NaiveCD4	NaiveCD8	nB	NK	PC	Mono	M0	M1	M2	iDC	mDC	PMN	cm8	em8	Eo	Tregs	em4	ed8	Mg	cm4	Er	mB	(Minimum delta+Average delta)/2	Minimum delta rank	Average delta rank	(Minimum delta rank+Average delta rank)/2	OwnGroup_avg_delta	OtherGroup_avg_delta	OwnGroup_avg_delta rank	OtherGroup_avg_delta rank	(OwnGroup_avg_delta rank+OtherGroup_avg_delta rank)/2	(OwnGroup_avg_delta rank+Average delta rank)/2	Methylation rank	(Methylation rank+OtherGroup_avg_delta rank+OwnGroup_avg_delta rank)/3	(Methylation rank+Average delta rank+OwnGroup_avg_delta rank)/3	(Methylation rank+Average delta rank+Minimum delta rank)/3
chr1	935804	935806	0.02237500000000001	0.05483333333333332	0.15299999999999994	0.09599999999999996	0.0788888888888889	0.12249999999999996	0.14900000000000002	0.092	0.208	0.1905	0.354	0.02237500000000001	0.354	0.13828156565656566	0.141	0.237	0.16533333333333336	0.294	0.09133333333333334	0.33066666666666666	0.1920000000000001	0.093	0.1825	0.127	0.1805	0.17666666666666667	0.233	0.495	0.21400000000000005	0.2635	0.3315	0.349	0.2065	0.29000000000000004	0.30400000000000005	0.2685	0.08032828282828283	18437.0	40445.0	29441.0	0.17062499999999997	0.05203240740740741	23155.0	103335.0	63245.0	31800.0	914.0	42468.0	21504.666666666668	19932.0
chr1	935811	935813	0.112875	0.016600000000000004	0.09200000000000008	0.11600000000000005	0.04722222222222228	0.13600000000000007	0.20600000000000013	0.2425000000000001	0.4295000000000001	0.19950000000000007	0.4240000000000001	0.016600000000000004	0.4295000000000001	0.18383611111111114	0.25299999999999995	0.369	0.2373333333333333	0.34500000000000003	0.4063333333333333	0.3606666666666665	0.239	0.239	0.306	0.222	0.23600000000000002	0.3346666666666667	0.4955000000000001	0.677	0.2635	0.389	0.4525	0.6825	0.2855	0.4590000000000001	0.30000000000000004	0.498	0.10021805555555557	20278.0	27592.0	23935.0	0.23068750000000013	0.0588990740740741	14655.0	92456.0	53555.5	21123.5	1587.0	36232.666666666664	14611.333333333334	16485.666666666668
chr1	935847	935849	0.05333333333333337	0.03614583333333335	0.10033333333333336	0.04500000000000001	0.07677777777777775	0.05583333333333332	0.08283333333333334	0.11533333333333333	0.3168333333333333	0.1518333333333333	0.3983333333333333	0.03614583333333335	0.3983333333333333	0.13023547979797978	0.23066666666666666	0.2756666666666667	0.17700000000000002	0.331	0.40166666666666667	0.3136666666666666	0.2266666666666667	0.25933333333333336	0.39166666666666666	0.168	0.17950000000000002	0.25766666666666665	0.34600000000000003	0.629	0.255	0.2865	0.3825	0.5475	0.336	0.3135	0.4059999999999999	0.268	0.08319065656565656	14935.0	44071.0	29503.0	0.15829166666666666	0.05541898148148149	25436.0	97773.0	61604.5	34753.5	1478.0	41562.333333333336	23661.666666666668	20161.333333333332
chr1	935894	935896	0.05708333333333335	0.015458333333333353	0.05433333333333335	0.032333333333333325	0.027000000000000024	0.10833333333333332	0.17783333333333332	0.21783333333333327	0.3033333333333333	0.27083333333333337	0.3443333333333334	0.015458333333333353	0.3443333333333334	0.1462462121212121	0.18266666666666667	0.215	0.16000000000000006	0.237	0.343	0.19633333333333333	0.22633333333333336	0.17333333333333334	0.2873333333333334	0.094	0.16599999999999998	0.21066666666666667	0.4005	0.527	0.126	0.29100000000000004	0.4535	0.486	0.228	0.3605	0.2735	0.2045	0.08085227272727273	20706.0	37242.0	28974.0	0.18864583333333332	0.033180555555555574	20149.0	143032.0	81590.5	28695.5	1200.0	54793.666666666664	19530.333333333332	19716.0
chr1	935954	935956	0.028083333333333328	0.04058333333333334	0.09133333333333332	0.12966666666666668	0.023	0.060833333333333336	0.07783333333333334	0.06933333333333333	0.06333333333333334	0.09333333333333332	0.13883333333333334	0.023	0.13883333333333334	0.0741969696969697	0.02066666666666667	0.15033333333333335	0.031	0.112	0.03966666666666666	0.036333333333333336	0.08433333333333333	0.04800000000000002	0.09966666666666668	0.0225	0.065	0.067	0.09	0.1595	0.0085	0.0815	0.114	0.084	0.0335	0.0985	0.054000000000000006	0.08900000000000001	0.04859848484848485	18263.0	86439.0	52351.0	0.09056250000000002	0.030555555555555558	48232.0	149804.0	99018.0	67335.5	111.0	66049.0	44927.333333333336	34937.666666666664
chr1	936007	936009	0.04400000000000004	0.06187500000000001	0.16949999999999998	0.12383333333333332	0.08150000000000003	0.07850000000000001	0.15000000000000002	0.2285	0.2105	0.12600000000000006	0.266	0.04400000000000004	0.266	0.14001893939393942	0.1195	0.2433333333333333	0.17333333333333334	0.289	0.18633333333333327	0.165	0.21666666666666667	0.161	0.26266666666666666	0.14300000000000002	0.1	0.20300000000000004	0.348	0.3855	0.1135	0.198	0.2455	0.33	0.247	0.2695	0.2395	0.1145	0.09200946969696973	13307.0	39678.0	26492.5	0.1691041666666667	0.06245833333333336	23430.0	87515.0	55472.5	31554.0	780.0	37241.666666666664	21296.0	17921.666666666668
chr1	936091	936093	0.05275000000000002	0.10975000000000007	0.13366666666666666	0.09966666666666674	0.13377777777777772	0.08800000000000002	0.267	0.15550000000000005	0.3265000000000001	0.10199999999999992	0.3145000000000001	0.05275000000000002	0.3265000000000001	0.16210101010101016	0.439	0.5386666666666667	0.38766666666666666	0.5726666666666667	0.5840000000000001	0.608	0.5883333333333334	0.44	0.6509999999999999	0.503	0.456	0.5660000000000001	0.5945	0.7535000000000001	0.47	0.527	0.5409999999999999	0.7655000000000001	0.6275	0.706	0.631	0.5095000000000001	0.10742550505050509	11755.0	32483.0	22119.0	0.1858541666666667	0.09875925925925927	20566.0	54052.0	37309.0	26524.5	2671.0	25763.0	18573.333333333332	15636.333333333334
chr1	936159	936161	0.006958333333333344	0.06283333333333335	0.1966666666666666	0.14933333333333335	0.07400000000000008	0.08983333333333338	0.12233333333333335	0.12933333333333336	0.2033333333333333	0.14833333333333334	0.12733333333333335	0.006958333333333344	0.2033333333333333	0.11911742424242425	0.38566666666666666	0.535	0.303	0.5823333333333333	0.4856666666666666	0.4763333333333333	0.3946666666666667	0.395	0.5910000000000001	0.411	0.3915	0.4853333333333334	0.515	0.513	0.408	0.4755	0.534	0.589	0.51	0.508	0.4225	0.3875	0.0630378787878788	24384.0	49421.0	36902.5	0.1458125	0.04793055555555559	28042.0	110668.0	69355.0	38731.5	2370.0	47026.666666666664	26611.0	25391.666666666668
chr1	936204	936206	0.02112500000000006	0.03799999999999998	0.1650000000000001	0.12500000000000006	0.10466666666666664	0.16799999999999998	0.09150000000000008	0.12600000000000006	0.2765	0.1415	0.2850000000000001	0.02112500000000006	0.2850000000000001	0.14020833333333338	0.41600000000000004	0.541	0.3336666666666667	0.5810000000000001	0.6083333333333333	0.5346666666666667	0.38033333333333336	0.35366666666666663	0.6253333333333333	0.4855	0.3055	0.4773333333333333	0.542	0.7010000000000001	0.3215	0.584	0.5575	0.6925	0.5905	0.5075000000000001	0.7150000000000001	0.3355	0.08066666666666672	18810.0	39595.0	29202.5	0.17231250000000006	0.05459722222222222	22839.0	99088.0	60963.5	31217.0	2535.0	41487.333333333336	21656.333333333332	20313.333333333332
chr1	936208	936210	0.06816666666666665	0.0692916666666667	0.10966666666666676	0.15299999999999994	0.13311111111111126	0.1836666666666667	0.2046666666666666	0.06816666666666676	0.19116666666666665	0.21416666666666667	0.2746666666666667	0.06816666666666665	0.2746666666666667	0.15179419191919194	0.4693333333333333	0.6223333333333333	0.4993333333333333	0.5790000000000001	0.6646666666666667	0.5453333333333333	0.55	0.4076666666666666	0.6976666666666667	0.5405	0.4675	0.5693333333333332	0.5375000000000001	0.7440000000000001	0.4185	0.653	0.6835	0.6605	0.685	0.6739999999999999	0.7535000000000001	0.404	0.1099804292929293	9520.0	35311.0	22415.5	0.17489583333333333	0.09018981481481488	22388.0	59698.0	41043.0	28849.5	2853.0	28313.0	20184.0	15894.666666666666
chr1	936221	936223	0.09191666666666663	0.05197916666666669	0.17933333333333334	0.17533333333333334	0.12755555555555553	0.09416666666666673	0.20966666666666667	0.20166666666666666	0.29066666666666663	0.18166666666666664	0.2711666666666667	0.05197916666666669	0.29066666666666663	0.1704652777777778	0.5333333333333333	0.7086666666666667	0.6210000000000001	0.7126666666666667	0.7006666666666668	0.5883333333333333	0.5516666666666667	0.5273333333333334	0.6946666666666667	0.6575	0.48200000000000004	0.6633333333333334	0.735	0.8045	0.531	0.6275000000000001	0.715	0.8240000000000001	0.6799999999999999	0.743	0.768	0.5185	0.11122222222222225	11886.0	30476.0	21181.0	0.20045833333333335	0.09048379629629628	18459.0	59493.0	38976.0	24467.5	3268.0	27073.333333333332	17401.0	15210.0
chr1	936272	936274	0.2107916666666667	0.0493541666666667	0.015666666666666718	0.1103333333333334	0.025666666666666726	0.10316666666666674	0.2536666666666667	0.21166666666666667	0.4226666666666668	0.26016666666666666	0.2721666666666667	0.015666666666666718	0.4226666666666668	0.17593750000000005	0.3633333333333333	0.4736666666666667	0.2903333333333333	0.379	0.8250000000000001	0.221	0.4370000000000001	0.4246666666666667	0.53	0.5415	0.341	0.2993333333333333	0.575	0.6355	0.21650000000000005	0.4665	0.6234999999999999	0.7859999999999999	0.498	0.617	0.5870000000000001	0.6234999999999999	0.09580208333333338	20623.0	29223.0	24923.0	0.20618750000000002	0.09527083333333337	17680.0	56258.0	36969.0	23451.5	2238.0	25392.0	16380.333333333334	17361.333333333332
chr1	936428	936430	0.17475000000000007	0.14412500000000006	0.15166666666666673	0.17066666666666674	0.22944444444444456	0.29700000000000004	0.30500000000000005	0.29100000000000004	0.35650000000000004	0.3095	0.3650000000000001	0.14412500000000006	0.3650000000000001	0.2540593434343435	0.5299999999999999	0.7006666666666667	0.664	0.6816666666666666	0.6596666666666666	0.7200000000000001	0.6463333333333333	0.6709999999999999	0.6829999999999999	0.6875	0.625	0.8009999999999999	0.821	0.895	0.6775	0.8270000000000001	0.8394999999999999	0.8865	0.735	0.835	0.8035	0.8335	0.19909217171717178	3690.0	17531.0	10610.5	0.2807916666666667	0.18277314814814824	10397.0	27096.0	18746.5	13964.0	3247.0	13580.0	10391.666666666666	8156.0
chr1	936432	936434	0.07616666666666673	0.1401041666666667	0.11399999999999988	0.1416666666666666	0.16822222222222227	0.1996666666666668	0.2181666666666668	0.4016666666666667	0.30666666666666664	0.1406666666666666	0.38016666666666665	0.07616666666666673	0.4016666666666667	0.2079236111111112	0.5373333333333333	0.6789999999999999	0.6579999999999999	0.6513333333333332	0.4363333333333334	0.6826666666666666	0.6926666666666667	0.6623333333333333	0.6666666666666666	0.764	0.599	0.809	0.939	0.9175	0.619	0.7370000000000001	0.6779999999999999	0.8440000000000001	0.6819999999999999	0.7555000000000001	0.6605000000000001	0.8125	0.14204513888888898	8550.0	23374.0	15962.0	0.23783333333333334	0.1281643518518519	13927.0	40236.0	27081.5	18650.5	3299.0	19154.0	13533.333333333334	11741.0
chr1	936453	936455	0.0348750000000001	0.05866666666666665	0.037999999999999916	0.1323333333333334	0.013000000000000013	0.08550000000000002	0.13250000000000006	0.1735000000000001	0.07500000000000008	0.07399999999999995	0.1509999999999999	0.013000000000000013	0.1735000000000001	0.08803409090909092	0.7170000000000001	0.8493333333333334	0.7416666666666667	0.7549999999999999	0.7293333333333334	0.7613333333333334	0.7663333333333334	0.7879999999999999	0.8440000000000001	0.8	0.7	0.8053333333333335	0.8905000000000001	0.8679999999999999	0.5855	0.8025	0.7909999999999999	0.792	0.6985	0.8495	0.7929999999999999	0.8009999999999999	0.05051704545454547	21656.0	70812.0	46234.0	0.10772916666666668	0.03551388888888892	39792.0	137346.0	88569.0	55302.0	4537.0	60558.333333333336	38380.333333333336	32335.0
chr1	939731	939733	0.15708333333333324	0.047270833333333366	0.20233333333333334	0.1483333333333332	0.06777777777777771	0.19633333333333336	0.09883333333333333	0.2498333333333333	0.12683333333333324	0.08333333333333337	0.20333333333333334	0.047270833333333366	0.2498333333333333	0.1437544191919192	0.5836666666666667	0.7319999999999999	0.7353333333333333	0.7859999999999999	0.8130000000000001	0.6176666666666667	0.6426666666666666	0.5883333333333334	0.6766666666666666	0.585	0.6745000000000001	0.6903333333333332	0.8335	0.787	0.635	0.78	0.667	0.7104999999999999	0.7384999999999999	0.6825	0.5225	0.6405000000000001	0.09551262626262629	12704.0	38179.0	25441.5	0.1636458333333333	0.09071064814814811	24410.0	59317.0	41863.5	31294.5	3603.0	29110.0	22064.0	18162.0
chr1	939933	939935	0.0254583333333333	0.005583333333333315	0.05966666666666665	0.007333333333333303	0.002222222222222195	0.09233333333333332	0.01833333333333332	0.0633333333333333	0.16383333333333333	0.019833333333333314	0.13983333333333334	0.002222222222222195	0.16383333333333333	0.0543421717171717	0.10866666666666668	0.116	0.11266666666666668	0.16833333333333333	0.17666666666666667	0.05366666666666667	0.11866666666666666	0.12566666666666668	0.115	0.1515	0.14300000000000002	0.07466666666666666	0.172	0.24850000000000005	0.099	0.201	0.1285	0.2725	0.12	0.127	0.168	0.1025	0.028282196969696947	27139.0	119886.0	73512.5	0.07056249999999999	0.011087962962962938	60869.0	200109.0	130489.0	90377.5	707.0	87228.33333333333	60487.333333333336	49244.0
chr1	940064	940066	0.1235833333333333	0.03058333333333333	0.14833333333333332	0.15466666666666662	0.11708333333333334	0.12683333333333333	0.21683333333333327	0.13733333333333336	0.15583333333333332	0.2093333333333333	0.2908333333333334	0.03058333333333333	0.2908333333333334	0.15556818181818186	0.060666666666666674	0.2153333333333333	0.07866666666666666	0.209	0.317	0.051	0.1446666666666667	0.07400000000000001	0.15466666666666667	0.024	0.0695	0.028	0.198	0.35150000000000003	0.019	0.1875	0.27	0.2165	0.45	0.2775	0.4	0.1435	0.09307575757575759	16182.0	34194.0	25188.0	0.18	0.09041666666666666	21520.0	59536.0	40528.0	27857.0	390.0	27148.666666666668	18701.333333333332	16922.0
chr1	942675	942677	0.040375	0.020375	0.038000000000000006	0.03166666666666667	0.01377777777777778	0.0115	0.0105	0.0275	0.0405	0.0205	0.0165	0.0105	0.0405	0.02465404040404041	0.0	0.03166666666666667	0.0	0.038000000000000006	0.08933333333333332	0.016666666666666666	0.012000000000000002	0.02066666666666667	0.03033333333333333	0.018500000000000003	0.025	0.02	0.0275	0.0165	0.01	0.0115	0.0205	0.0405	0.022000000000000002	0.0105	0.0	0.0275	0.017577020202020205	22695.0	210882.0	116788.5	0.024583333333333336	0.024842592592592593	103966.0	165390.0	134678.0	157424.0	1.0	89785.66666666667	104949.66666666667	77859.33333333333
chr1	951254	951256	0.02933333333333321	0.05614583333333334	0.10433333333333328	0.10433333333333328	0.032333333333333325	0.03283333333333327	0.04683333333333328	0.10433333333333328	0.054333333333333234	0.08033333333333326	0.05183333333333329	0.02933333333333321	0.10433333333333328	0.06336174242424236	0.8956666666666667	1.0	0.9046666666666666	1.0	0.9176666666666669	1.0	1.0	0.9583333333333334	0.8386666666666667	0.9645	0.9545	0.965	1.0	0.9475	1.0	0.9285	0.976	0.95	0.784	0.9425	0.9445	0.9665	0.04634753787878779	16500.0	102482.0	59491.0	0.07239583333333327	0.03927083333333329	59613.0	128531.0	94072.0	81047.5	5865.0	64669.666666666664	55986.666666666664	41615.666666666664
chr1	959838	959840	0.1320833333333333	0.02095833333333334	0.035666666666666666	0.046	0.01944444444444444	0.11433333333333336	0.04933333333333334	0.06383333333333333	0.21533333333333327	0.12133333333333335	0.09533333333333333	0.01944444444444444	0.21533333333333327	0.08305934343434343	0.02866666666666667	0.07466666666666667	0.096	0.06433333333333334	0.16366666666666665	0.06933333333333333	0.02033333333333333	0.028333333333333325	0.08566666666666667	0.0415	0.05	0.03066666666666666	0.0925	0.124	0.019	0.14300000000000002	0.15000000000000002	0.244	0.07750000000000001	0.07800000000000001	0.07400000000000001	0.2535	0.05125189393939394	19352.0	76008.0	47680.0	0.09264583333333332	0.05749537037037036	47070.0	94543.0	70806.5	61539.0	163.0	47258.666666666664	41080.333333333336	31841.0
chr1	959859	959861	0.0395416666666667	0.11747916666666675	0.0573333333333334	0.08966666666666673	0.029000000000000026	0.09666666666666668	0.0591666666666667	0.04666666666666669	0.1966666666666668	0.022666666666666724	0.043166666666666687	0.022666666666666724	0.1966666666666668	0.07254734848484852	0.2463333333333333	0.336	0.31	0.3036666666666667	0.153	0.3363333333333334	0.33299999999999996	0.37133333333333335	0.477	0.3165	0.3175	0.2433333333333333	0.293	0.2895	0.28450000000000003	0.343	0.26899999999999996	0.4430000000000001	0.262	0.3055	0.3275	0.449	0.04760700757575762	18352.0	88601.0	53476.5	0.07650000000000004	0.06200694444444449	56840.0	88100.0	72470.0	72720.5	1555.0	48831.666666666664	48998.666666666664	36169.333333333336
chr1	959939	959941	0.15070833333333333	0.035333333333333335	0.11233333333333334	0.02933333333333332	0.09366666666666668	0.04583333333333328	0.08133333333333331	0.03683333333333333	0.05783333333333335	0.15433333333333332	0.09633333333333333	0.02933333333333332	0.15433333333333332	0.08126136363636363	0.21366666666666667	0.243	0.3586666666666667	0.326	0.349	0.3083333333333333	0.1930000000000001	0.205	0.3046666666666667	0.1815	0.29400000000000004	0.3153333333333333	0.2505	0.31	0.2625	0.25949999999999995	0.368	0.2715	0.2945	0.295	0.353	0.396	0.05529734848484848	16499.0	77946.0	47222.5	0.07677083333333332	0.09323611111111112	56658.0	57585.0	57121.5	67302.0	1376.0	38539.666666666664	45326.666666666664	31940.333333333332
chr1	961185	961187	0.011000000000000001	0.020125	0.008666666666666668	0.009333333333333329	0.020333333333333328	0.021	0.011	0.0395	0.006	0.006500000000000001	0.0085	0.006	0.0395	0.014723484848484847	0.0	0.009333333333333329	0.009333333333333329	0.008666666666666668	0.016666666666666666	0.014333333333333332	0.031	0.029	0.012333333333333337	0.031	0.0	0.01933333333333333	0.0395	0.0085	0.0355	0.021	0.006500000000000001	0.006	0.0175	0.011	0.0095	0.005	0.010361742424242423	24912.0	237132.0	131022.0	0.013812500000000002	0.017152777777777777	114019.0	186159.0	150089.0	175575.5	1.0	100059.66666666667	117050.66666666667	87348.33333333333
chr1	964314	964316	0.01275000000000004	0.021625000000000227	0.053333333333333344	0.04433333333333345	0.002555555555555644	0.03500000000000003	0.04600000000000015	0.028000000000000025	0.013000000000000124	0.018000000000000016	0.07200000000000006	0.002555555555555644	0.07200000000000006	0.031508838383838465	0.928	0.9723333333333334	0.902	0.9813333333333332	0.9696666666666666	0.961	0.986	0.919	0.9446666666666664	0.9165	0.9645	0.9640000000000001	0.956	1.0	0.8809999999999999	0.963	0.946	0.941	0.9145	0.974	0.946	0.9555	0.017032196969697055	26914.0	186271.0	106592.5	0.0387083333333334	0.012310185185185304	88849.0	197707.0	143278.0	137560.0	6077.0	97544.33333333333	93732.33333333333	73087.33333333333
chr1	964870	964872	0.32120833333333343	0.17414583333333322	0.219	0.18133333333333326	0.27966666666666673	0.22133333333333333	0.13383333333333347	0.21983333333333333	0.08733333333333326	0.09633333333333338	0.1103333333333334	0.08733333333333326	0.32120833333333343	0.1858503787878788	0.5566666666666666	0.738	0.985	0.7756666666666666	0.9266666666666666	0.7873333333333333	0.8133333333333334	0.662	0.7326666666666667	0.6035	0.75	0.7366666666666667	0.7765	0.667	0.8390000000000001	0.778	0.653	0.6439999999999999	0.875	0.6905000000000001	0.9445	0.6439999999999999	0.13659185606060603	7358.0	27170.0	17264.0	0.1586666666666667	0.2583402777777778	25359.0	19140.0	22249.5	26264.5	3426.0	15975.0	18651.666666666668	12651.333333333334
